kind,name,default,choices,value_shape,mutual_exclusion_group,availability,evidence_level,confidence,behavior,source_file,source_symbol,source_line,test_evidence,runtime_observation,zed_status,parity_gap,feature_id
CLI flag,--high-ram,false,,store_true,cache_group,active,observed,high,Can improve performance slightly on high RAM or on systems where pagefile use is preferred over model loading.,comfy/cli_args.py,parser.add_argument,118,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --high-ram.,COMFY-CONFIG-0069
CLI flag,--highvram,false,,store_true,vram_group,active,observed,high,By default models will be unloaded to CPU memory after being used. This option keeps them in GPU memory.,comfy/cli_args.py,parser.add_argument,142,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --highvram.,COMFY-CONFIG-0070
CLI flag,--input-directory,None,,str,,active,observed,high,Set the ComfyUI input directory. Overrides --base-directory.,comfy/cli_args.py,parser.add_argument,49,tests-unit/assets_test/services/test_path_utils.py | tests-unit/comfy_test/folder_path_test.py | tests-unit/folder_paths_test/misc_test.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --input-directory.,COMFY-CONFIG-0071
CLI flag,--list-feature-flags,false,,store_true,,active,observed,high,Print the registry of known CLI-settable feature flags as JSON and exit.,comfy/cli_args.py,parser.add_argument,245,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --list-feature-flags.,COMFY-CONFIG-0072
CLI flag,--listen,127.0.0.1,,str; nargs='?',,active,observed,high,"Specify the IP address to listen on (default: 127.0.0.1). You can give a list of ip addresses by separating them with a comma like: 127.2.2.2,127.3.3.3 If --listen is provided without an argument, it defaults to 0.0.0.0,:: (listens on all ipv4 and ipv6)",comfy/cli_args.py,parser.add_argument,38,tests-unit/assets_test/conftest.py | tests-unit/assets_test/services/conftest.py | tests/conftest.py | tests/execution/test_async_nodes.py | tests/execution/test_execution.py | tests/execution/test_progress_isolation.py | tests/execution/test_public_api.py | tests/inference/test_inference.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --listen.,COMFY-CONFIG-0073
CLI flag,--log-stdout,false,,store_true,,active,observed,high,Send normal process output to stdout instead of stderr (default).,comfy/cli_args.py,parser.add_argument,190,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --log-stdout.,COMFY-CONFIG-0074
CLI flag,--lowvram,false,,store_true,vram_group,active,observed,high,Doesn't do anything if dynamic vram is enabled. If dynamic vram isn't being used this option makes the text encoders run on the CPU.,comfy/cli_args.py,parser.add_argument,143,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --lowvram.,COMFY-CONFIG-0075
CLI flag,--max-upload-size,100,,float,,active,observed,high,Set the maximum upload size in MB.,comfy/cli_args.py,parser.add_argument,43,tests-unit/feature_flags_test.py | tests-unit/websocket_feature_flags_test.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --max-upload-size.,COMFY-CONFIG-0076
CLI flag,--mmap-torch-files,false,,store_true,,active,observed,high,Use mmap when loading ckpt/pt files.,comfy/cli_args.py,parser.add_argument,175,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --mmap-torch-files.,COMFY-CONFIG-0077
CLI flag,--multi-user,false,,store_true,,active,observed,high,Enables per-user storage.,comfy/cli_args.py,parser.add_argument,187,tests-unit/app_test/user_manager_system_user_test.py | tests-unit/prompt_server_test/system_user_endpoint_test.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --multi-user.,COMFY-CONFIG-0078
CLI flag,--novram,false,,store_true,vram_group,active,observed,high,When lowvram isn't enough.,comfy/cli_args.py,parser.add_argument,144,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --novram.,COMFY-CONFIG-0079
CLI flag,--oneapi-device-selector,None,,str,,active,observed,high,Sets the oneAPI device(s) this instance will use.,comfy/cli_args.py,parser.add_argument,92,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --oneapi-device-selector.,COMFY-CONFIG-0080
CLI flag,--output-directory,None,,str,,active,observed,high,Set the ComfyUI output directory. Overrides --base-directory.,comfy/cli_args.py,parser.add_argument,47,tests-unit/assets_test/services/test_path_utils.py | tests-unit/comfy_test/folder_path_test.py | tests/execution/test_async_nodes.py | tests/execution/test_execution.py | tests/execution/test_progress_isolation.py | tests/execution/test_public_api.py | tests/inference/test_inference.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --output-directory.,COMFY-CONFIG-0081
CLI flag,--port,8188,,int,,active,observed,high,Set the listen port.,comfy/cli_args.py,parser.add_argument,39,tests-unit/app_test/custom_node_manager_test.py | tests-unit/app_test/frontend_manager_test.py | tests-unit/app_test/model_manager_test.py | tests-unit/app_test/node_replace_manager_test.py | tests-unit/app_test/test_migrations.py | tests-unit/app_test/user_manager_system_user_test.py | tests-unit/assets_test/conftest.py | tests-unit/assets_test/helpers.py | tests-unit/assets_test/queries/conftest.py | tests-unit/assets_test/queries/test_asset.py | tests-unit/assets_test/queries/test_asset_info.py | tests-unit/assets_test/queries/test_asset_reference_keyset.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --port.,COMFY-CONFIG-0082
CLI flag,--preview-method,LatentPreviewMethod.NoPreviews,,LatentPreviewMethod,,active,observed,high,Default preview method for sampler nodes.,comfy/cli_args.py,parser.add_argument,109,tests-unit/execution_test/preview_method_override_test.py | tests/execution/test_preview_method.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --preview-method.,COMFY-CONFIG-0083
CLI flag,--preview-size,512,,int,,active,observed,high,Sets the maximum preview size for sampler nodes.,comfy/cli_args.py,parser.add_argument,111,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --preview-size.,COMFY-CONFIG-0084
CLI flag,--quick-test-for-ci,false,,store_true,,active,observed,high,Quick test for CI.,comfy/cli_args.py,parser.add_argument,179,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --quick-test-for-ci.,COMFY-CONFIG-0085
CLI flag,--reserve-vram,None,,float,,active,observed,high,Set the amount of vram in GB you want to reserve for use by your OS/other software. By default some amount is reserved depending on your OS.,comfy/cli_args.py,parser.add_argument,147,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --reserve-vram.,COMFY-CONFIG-0086
CLI flag,--supports-fp8-compute,false,,store_true,,active,observed,high,ComfyUI will act like if the device supports fp8 compute.,comfy/cli_args.py,parser.add_argument,93,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --supports-fp8-compute.,COMFY-CONFIG-0087
CLI flag,--temp-directory,None,,str,,active,observed,high,Set the ComfyUI temp directory (default is in the ComfyUI directory). Overrides --base-directory.,comfy/cli_args.py,parser.add_argument,48,tests-unit/assets_test/services/test_path_utils.py | tests-unit/comfy_test/folder_path_test.py | tests-unit/server/utils/file_operations_test.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --temp-directory.,COMFY-CONFIG-0088
CLI flag,--tls-certfile,None,,str,,active,observed,high,"Path to TLS (SSL) certificate file. Enables TLS, makes app accessible at https://... requires --tls-keyfile to function",comfy/cli_args.py,parser.add_argument,41,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --tls-certfile.,COMFY-CONFIG-0089
CLI flag,--tls-keyfile,None,,str,,active,observed,high,"Path to TLS (SSL) key file. Enables TLS, makes app accessible at https://... requires --tls-certfile to function",comfy/cli_args.py,parser.add_argument,40,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --tls-keyfile.,COMFY-CONFIG-0090
CLI flag,--use-flash-attention,false,,store_true,attn_group,active,observed,high,Use FlashAttention.,comfy/cli_args.py,parser.add_argument,125,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --use-flash-attention.,COMFY-CONFIG-0091
CLI flag,--use-pytorch-cross-attention,false,,store_true,attn_group,active,observed,high,Use the new pytorch 2.0 cross attention function.,comfy/cli_args.py,parser.add_argument,123,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --use-pytorch-cross-attention.,COMFY-CONFIG-0092
CLI flag,--use-quad-cross-attention,false,,store_true,attn_group,active,observed,high,Use the sub-quadratic cross attention optimization . Ignored when xformers is used.,comfy/cli_args.py,parser.add_argument,122,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --use-quad-cross-attention.,COMFY-CONFIG-0093
CLI flag,--use-sage-attention,false,,store_true,attn_group,active,observed,high,Use sage attention.,comfy/cli_args.py,parser.add_argument,124,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --use-sage-attention.,COMFY-CONFIG-0094
CLI flag,--use-split-cross-attention,false,,store_true,attn_group,active,observed,high,Use the split cross attention optimization. Ignored when xformers is used.,comfy/cli_args.py,parser.add_argument,121,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --use-split-cross-attention.,COMFY-CONFIG-0095
CLI flag,--user-directory,None,,is_valid_directory,,active,observed,high,Set the ComfyUI user directory with an absolute path. Overrides --base-directory.,comfy/cli_args.py,parser.add_argument,227,tests-unit/app_test/user_manager_system_user_test.py | tests-unit/comfy_test/folder_path_test.py | tests-unit/folder_paths_test/system_user_test.py | tests-unit/prompt_server_test/system_user_endpoint_test.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --user-directory.,COMFY-CONFIG-0096
CLI flag,--verbose,INFO,"[""DEBUG"", ""INFO"", ""WARNING"", ""ERROR"", ""CRITICAL""]",string; nargs='?',,active,observed,high,Set the logging level,comfy/cli_args.py,parser.add_argument,189,tests/execution/test_async_nodes.py | tests/execution/test_execution.py | tests/execution/testing_nodes/testing-pack/flow_control.py,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --verbose.,COMFY-CONFIG-0097
CLI flag,--vram-headroom,0,,float,,active,observed,high,"Set the amount of vram in GB for DynamicVRAM to maintain as extra headroom above default. ComfyUI will try and keep this much VRAM completely free and unused, even counting VRAM from other apps.",comfy/cli_args.py,parser.add_argument,148,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --vram-headroom.,COMFY-CONFIG-0098
CLI flag,--whitelist-custom-nodes,[],,str; nargs='+',,active,observed,high,Specify custom node folders to load even when --disable-all-custom-nodes is enabled.,comfy/cli_args.py,parser.add_argument,184,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --whitelist-custom-nodes.,COMFY-CONFIG-0099
CLI flag,--windows-standalone-build,false,,store_true,,active,observed,high,Windows standalone build: Enable convenient things that most people using the standalone windows build will probably enjoy (like auto opening the page on startup).,comfy/cli_args.py,parser.add_argument,180,,Listed by python3 main.py --help (exit 0) on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for --windows-standalone-build.,COMFY-CONFIG-0100
CLI flag,-h / --help,false,,boolean action,,active,observed,high,"Prints argparse usage and all registered options, then exits 0.",comfy/cli_args.py,argparse automatic help,,,python3 main.py --help exited 0 on 2026-07-12.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for -h / --help.,COMFY-CONFIG-0101
CLI-settable feature flag,enable_telemetry,false,registered bool or arbitrary CLI value,WebSocket feature negotiation value,,conditional,observed,high,Signals frontend telemetry enablement.,comfy_api/feature_flags.py,SERVER_FEATURE_FLAGS,,,Observed by python3 main.py --list-feature-flags (exit 0) on 2026-07-12: enable_telemetry=false.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for enable_telemetry.,COMFY-CONFIG-0102
CLI-settable feature flag,show_signin_button,false,registered bool or arbitrary CLI value,WebSocket feature negotiation value,,conditional,observed,high,Signals the frontend to expose sign-in even when signed out.,comfy_api/feature_flags.py,SERVER_FEATURE_FLAGS,,tests-unit/feature_flags_test.py,Observed by python3 main.py --list-feature-flags (exit 0) on 2026-07-12: show_signin_button=false.,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for show_signin_button.,COMFY-CONFIG-0103
configuration file,custom-node pyproject.toml [tool.comfy],optional,,file,,conditional,code-inferred,high,Declares publisher/display/icon/models/includes/web/banner plus project compatibility metadata.,main.py; utils/extra_config.py; comfy_config/types.py; app/app_settings.py; app/user_manager.py; alembic.ini,custom-node pyproject.toml [tool.comfy],,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for custom-node pyproject.toml [tool.comfy].,COMFY-CONFIG-0104
configuration file,extra_model_paths.yaml,absent,,file,,conditional,test-backed,high,"YAML sections accept base_path, is_default, and newline-delimited model/custom-node category paths; relative paths resolve against the YAML file.",main.py; utils/extra_config.py; comfy_config/types.py; app/app_settings.py; app/user_manager.py; alembic.ini,extra_model_paths.yaml,,tests/execution/test_async_nodes.py | tests/execution/test_execution.py | tests/execution/test_progress_isolation.py | tests/execution/test_public_api.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for extra_model_paths.yaml.,COMFY-CONFIG-0105
database configuration,alembic.ini,SQLite-oriented Alembic configuration,,file,,conditional,test-backed,high,Controls schema migrations used by app.database.db.,main.py; utils/extra_config.py; comfy_config/types.py; app/app_settings.py; app/user_manager.py; alembic.ini,alembic.ini,,tests-unit/app_test/test_migrations.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for alembic.ini.,COMFY-CONFIG-0106
environment variable,ASCEND_RT_VISIBLE_DEVICES,process environment,,string,,conditional,code-inferred,high,Output derived from --cuda-device.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,ASCEND_RT_VISIBLE_DEVICES,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for ASCEND_RT_VISIBLE_DEVICES.,COMFY-CONFIG-0107
environment variable,COMFYUI_ENABLE_MIOPEN,unset,,string,,conditional,code-inferred,high,Input: set to 1 to retain cuDNN on newer AMD GPUs; otherwise it is disabled.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,COMFYUI_ENABLE_MIOPEN,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for COMFYUI_ENABLE_MIOPEN.,COMFY-CONFIG-0108
environment variable,CUBLAS_WORKSPACE_CONFIG,preserved or :4096:8,,string,,conditional,code-inferred,high,Output set for --deterministic when absent.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,CUBLAS_WORKSPACE_CONFIG,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for CUBLAS_WORKSPACE_CONFIG.,COMFY-CONFIG-0109
environment variable,CUDA_VISIBLE_DEVICES,process environment,,string,,conditional,code-inferred,high,Output derived from --cuda-device or --default-device.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,CUDA_VISIBLE_DEVICES,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for CUDA_VISIBLE_DEVICES.,COMFY-CONFIG-0110
environment variable,DO_NOT_TRACK,1,,string,,conditional,code-inferred,high,Output set for custom-node subprocess/library behavior.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,DO_NOT_TRACK,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for DO_NOT_TRACK.,COMFY-CONFIG-0111
environment variable,HF_HUB_DISABLE_TELEMETRY,1,,string,,conditional,code-inferred,high,Output set for custom-node subprocess/library behavior.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,HF_HUB_DISABLE_TELEMETRY,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for HF_HUB_DISABLE_TELEMETRY.,COMFY-CONFIG-0112
environment variable,HIP_VISIBLE_DEVICES,process environment,,string,,conditional,code-inferred,high,Output derived from --cuda-device or --default-device.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,HIP_VISIBLE_DEVICES,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for HIP_VISIBLE_DEVICES.,COMFY-CONFIG-0113
environment variable,MIMALLOC_PURGE_DELAY,0 on Windows,,string,,platform-specific,code-inferred,high,Output set on Windows.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,MIMALLOC_PURGE_DELAY,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for MIMALLOC_PURGE_DELAY.,COMFY-CONFIG-0114
environment variable,OCL_SET_SVM_SIZE,262144 on ROCm,,string,,platform-specific,code-inferred,high,Output set for ROCm runtime.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,OCL_SET_SVM_SIZE,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for OCL_SET_SVM_SIZE.,COMFY-CONFIG-0115
environment variable,ONEAPI_DEVICE_SELECTOR,process environment,,string,,conditional,code-inferred,high,Output derived from --oneapi-device-selector.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,ONEAPI_DEVICE_SELECTOR,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for ONEAPI_DEVICE_SELECTOR.,COMFY-CONFIG-0116
environment variable,PATH,existing plus ANGLE directory on Windows,,string,,platform-specific,code-inferred,high,Mutated by GLSL node module when bundled ANGLE libraries are present.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,PATH,,tests-unit/server_test/test_cache_control.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for PATH.,COMFY-CONFIG-0117
environment variable,PYOPENGL_PLATFORM,egl if unset,,string,,platform-specific,code-inferred,high,Set by the conditional GLSL built-in node module.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,PYOPENGL_PLATFORM,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for PYOPENGL_PLATFORM.,COMFY-CONFIG-0118
environment variable,PYTORCH_CUDA_ALLOC_CONF,preserved/augmented,,string,,conditional,code-inferred,high,Input/output: cudaMallocAsync appends backend:cudaMallocAsync.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,PYTORCH_CUDA_ALLOC_CONF,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for PYTORCH_CUDA_ALLOC_CONF.,COMFY-CONFIG-0119
environment variable,TORCH_ROCM_AOTRITON_ENABLE_EXPERIMENTAL,1,,string,,conditional,code-inferred,high,Output set at main process startup.,main.py; cuda_malloc.py; comfy/model_management.py; comfy_extras/nodes_glsl.py,TORCH_ROCM_AOTRITON_ENABLE_EXPERIMENTAL,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for TORCH_ROCM_AOTRITON_ENABLE_EXPERIMENTAL.,COMFY-CONFIG-0120
model search path category,audio_encoders,"([os.path.join(models_dir, 'audio_encoders')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,code-inferred,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['audio_encoders'],51,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for audio_encoders.,COMFY-CONFIG-0121
model search path category,background_removal,"([os.path.join(models_dir, 'background_removal')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,code-inferred,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['background_removal'],53,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for background_removal.,COMFY-CONFIG-0122
model search path category,checkpoints,"([os.path.join(models_dir, 'checkpoints')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['checkpoints'],21,tests-unit/assets_test/conftest.py | tests-unit/assets_test/services/test_ingest.py | tests-unit/assets_test/services/test_path_utils.py | tests-unit/assets_test/test_crud.py | tests-unit/assets_test/test_downloads.py | tests-unit/assets_test/test_list_cursor.py | tests-unit/assets_test/test_list_filter.py | tests-unit/assets_test/test_metadata_filters.py | tests-unit/assets_test/test_tags_api.py | tests-unit/assets_test/test_uploads.py | tests-unit/comfy_test/folder_path_test.py | tests-unit/utils/extra_config_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for checkpoints.,COMFY-CONFIG-0123
model search path category,classifiers,"([os.path.join(models_dir, 'classifiers')], {''})",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['classifiers'],47,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for classifiers.,COMFY-CONFIG-0124
model search path category,clip_vision,"([os.path.join(models_dir, 'clip_vision')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['clip_vision'],28,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for clip_vision.,COMFY-CONFIG-0125
model search path category,configs,"([os.path.join(models_dir, 'configs')], ['.yaml'])",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['configs'],22,tests-unit/comfy_test/folder_path_test.py | tests-unit/comfy_test/model_detection_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for configs.,COMFY-CONFIG-0126
model search path category,controlnet,"([os.path.join(models_dir, 'controlnet'), os.path.join(models_dir, 't2i_adapter')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['controlnet'],34,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for controlnet.,COMFY-CONFIG-0127
model search path category,custom_nodes,"([os.path.join(base_path, 'custom_nodes')], set())",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['custom_nodes'],41,tests-unit/app_test/custom_node_manager_test.py | tests-unit/assets_test/conftest.py | tests-unit/comfy_test/folder_path_test.py | tests/execution/extra_model_paths.yaml,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for custom_nodes.,COMFY-CONFIG-0128
model search path category,detection,"([os.path.join(models_dir, 'detection')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['detection'],61,tests-unit/comfy_api_test/input_impl_test.py | tests-unit/comfy_test/model_detection_test.py | tests-unit/folder_paths_test/system_user_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for detection.,COMFY-CONFIG-0129
