source_id,path,sha256,bytes,classification,feature_ids,disposition,reason
COMFY-CLI-SOURCE-279FC9D652BC,comfy_cli/cql/data/supported_nodes.yaml,1f9427bef07b895c7361b8438b02f6e8e2036e3cdb96d10e3bf9845b24f5d557,31465,production,COMFY-CLI-CQL-005056C31230 | COMFY-CLI-CQL-006098E47530 | COMFY-CLI-CQL-009D1411225E | COMFY-CLI-CQL-00F1FFDC2A21 | COMFY-CLI-CQL-00FFC16A25F8 | COMFY-CLI-CQL-01E23DE86E82 | COMFY-CLI-CQL-01E2E3161790 | COMFY-CLI-CQL-020A7B9BFF8F | COMFY-CLI-CQL-028F21EF7968 | COMFY-CLI-CQL-0362C5F04D69 | COMFY-CLI-CQL-0409DA7E8B1E | COMFY-CLI-CQL-04B04A014705 | COMFY-CLI-CQL-05A656C2731A | COMFY-CLI-CQL-05E83037344C | COMFY-CLI-CQL-06192053CCBD | COMFY-CLI-CQL-0649F2E0D765 | COMFY-CLI-CQL-071ABE97EB40 | COMFY-CLI-CQL-07BAA49BDC88 | COMFY-CLI-CQL-084BF47CA23A | COMFY-CLI-CQL-0880C399FBF5 | COMFY-CLI-CQL-09B1249EC820 | COMFY-CLI-CQL-09C6A158650D | COMFY-CLI-CQL-09D23F6DAEB5 | COMFY-CLI-CQL-0A1E1918B832 | COMFY-CLI-CQL-0A1E1CA25B87 | COMFY-CLI-CQL-0B30683B9F74 | COMFY-CLI-CQL-0BB78A05F738 | COMFY-CLI-CQL-0C0D23401381 | COMFY-CLI-CQL-0DC9E7895E7B | COMFY-CLI-CQL-0E3012839D62 | COMFY-CLI-CQL-0F32DB1AACCF | COMFY-CLI-CQL-0F82258A11F4 | COMFY-CLI-CQL-0FEF93465D56 | COMFY-CLI-CQL-10156EAF2CF0 | COMFY-CLI-CQL-108249BE2583 | COMFY-CLI-CQL-10862C6BC85F | COMFY-CLI-CQL-10F84A71AD20 | COMFY-CLI-CQL-11F63D35E93A | COMFY-CLI-CQL-120DC7A64B4B | COMFY-CLI-CQL-1346AD41F077 | COMFY-CLI-CQL-13A42754DF8F | COMFY-CLI-CQL-14673112C712 | COMFY-CLI-CQL-15DBCDAB11A6 | COMFY-CLI-CQL-1722B58F0B0A | COMFY-CLI-CQL-1736720610F1 | COMFY-CLI-CQL-177D666CF64D | COMFY-CLI-CQL-186D4EA7C0C6 | COMFY-CLI-CQL-18B9DCD8948F | COMFY-CLI-CQL-18CDE22FAFB4 | COMFY-CLI-CQL-19376FC79C47 | COMFY-CLI-CQL-1AA6A534B7A4 | COMFY-CLI-CQL-1AF53A007CBD | COMFY-CLI-CQL-1E1DD7DC8041 | COMFY-CLI-CQL-1F4F6DCDE91D | COMFY-CLI-CQL-1FDDB32C9799 | COMFY-CLI-CQL-20795DC0C61A | COMFY-CLI-CQL-215096B2A92B | COMFY-CLI-CQL-21D67A1A8D18 | COMFY-CLI-CQL-21E32E51CA9B | COMFY-CLI-CQL-2205305902FD | COMFY-CLI-CQL-2272EB8E1ADA | COMFY-CLI-CQL-231323BBA549 | COMFY-CLI-CQL-231AF200A2FD | COMFY-CLI-CQL-238A04D3E59E | COMFY-CLI-CQL-23A1B8DEAE3F | COMFY-CLI-CQL-2444810501F7 | COMFY-CLI-CQL-2451AC8B7921 | COMFY-CLI-CQL-251D79C29CF2 | COMFY-CLI-CQL-2581A22D4F16 | COMFY-CLI-CQL-25B4219CC992 | COMFY-CLI-CQL-25D3229E67E8 | COMFY-CLI-CQL-26B651C2C0D5 | COMFY-CLI-CQL-279A685307A5 | COMFY-CLI-CQL-27D70C1BD140 | COMFY-CLI-CQL-2812C0ED55A3 | COMFY-CLI-CQL-28A6E9F7892F | COMFY-CLI-CQL-28DF716C4DDA | COMFY-CLI-CQL-2966B115DCE9 | COMFY-CLI-CQL-2A519620DDF4 | COMFY-CLI-CQL-2A9CA55EAA37 | COMFY-CLI-CQL-2B371E71F292 | COMFY-CLI-CQL-2C3D81C6C578 | COMFY-CLI-CQL-2CD9011D8AE8 | COMFY-CLI-CQL-2DAA7C5293F6 | COMFY-CLI-CQL-2DAF5EEA0D40 | COMFY-CLI-CQL-2E0A0A40D076 | COMFY-CLI-CQL-2E207D64204E | COMFY-CLI-CQL-2E58CD506465 | COMFY-CLI-CQL-2EA38BAB279A | COMFY-CLI-CQL-2FC47056E007 | COMFY-CLI-CQL-2FE02B5B2A6C | COMFY-CLI-CQL-2FF286B28278 | COMFY-CLI-CQL-3011AA355380 | COMFY-CLI-CQL-30834E7EB873 | COMFY-CLI-CQL-30B4CF3A88FC | COMFY-CLI-CQL-30F4CCC1AF48 | COMFY-CLI-CQL-310E5F0A478F | COMFY-CLI-CQL-3168BCB98327 | COMFY-CLI-CQL-31FBE8FD28A3 | COMFY-CLI-CQL-325197C7AF69 | COMFY-CLI-CQL-328B0BB24C1B | COMFY-CLI-CQL-32EA3BF9E6FD | COMFY-CLI-CQL-33695BA5A3D3 | COMFY-CLI-CQL-33D0E28387A3 | COMFY-CLI-CQL-33F8467E0059 | COMFY-CLI-CQL-343033214F85 | COMFY-CLI-CQL-357025A9B371 | COMFY-CLI-CQL-35840BEEEF95 | COMFY-CLI-CQL-36E1ADCE4975 | COMFY-CLI-CQL-36EBF87814A1 | COMFY-CLI-CQL-380D67D45606 | COMFY-CLI-CQL-386D41CAC327 | COMFY-CLI-CQL-38A05A0FB2C5 | COMFY-CLI-CQL-3931B0746487 | COMFY-CLI-CQL-3947C1F917D1 | COMFY-CLI-CQL-39A60516E956 | COMFY-CLI-CQL-3ACB36722A33 | COMFY-CLI-CQL-3B19D3E0A225 | COMFY-CLI-CQL-3C0FDB213573 | COMFY-CLI-CQL-3C537F6A2140 | COMFY-CLI-CQL-3C68C420E6FD | COMFY-CLI-CQL-3CA2AB806668 | COMFY-CLI-CQL-3CBBC07371BB | COMFY-CLI-CQL-3D27754AB2BA | COMFY-CLI-CQL-3D4D7273D2C8 | COMFY-CLI-CQL-3FA3B087B91C | COMFY-CLI-CQL-418046F3E254 | COMFY-CLI-CQL-41851553D63A | COMFY-CLI-CQL-41E2614D0DCE | COMFY-CLI-CQL-41E331CE7C87 | COMFY-CLI-CQL-439E00693FE1 | COMFY-CLI-CQL-43F5EABF5491 | COMFY-CLI-CQL-452DC55A4B65 | COMFY-CLI-CQL-45A979333093 | COMFY-CLI-CQL-46B554AD01EC | COMFY-CLI-CQL-46BDAD61EDCC | COMFY-CLI-CQL-46C74ECA526E | COMFY-CLI-CQL-47004CF2C95F | COMFY-CLI-CQL-4767916E12FD | COMFY-CLI-CQL-47E1EA1E22AC | COMFY-CLI-CQL-48DB2FA7B4B4 | COMFY-CLI-CQL-48F966DBFE70 | COMFY-CLI-CQL-4914AA671BE1 | COMFY-CLI-CQL-4982878DDAE9 | COMFY-CLI-CQL-49A7CA08AF36 | COMFY-CLI-CQL-49EC56612CD3 | COMFY-CLI-CQL-4A842F467E12 | COMFY-CLI-CQL-4C1E913986B8 | COMFY-CLI-CQL-4C3A9989F14D | COMFY-CLI-CQL-4C73C6135105 | COMFY-CLI-CQL-4D6DE4CE31D5 | COMFY-CLI-CQL-4D8C84C08120 | COMFY-CLI-CQL-4EC0897621B6 | COMFY-CLI-CQL-4F0AC0A6F2A2 | COMFY-CLI-CQL-4F1287BCA068 | COMFY-CLI-CQL-4F6067FAFDF3 | COMFY-CLI-CQL-4FAC9149E438 | COMFY-CLI-CQL-50091ADB888F | COMFY-CLI-CQL-500960FAD3F1 | COMFY-CLI-CQL-500E525EA58A | COMFY-CLI-CQL-506C94A17870 | COMFY-CLI-CQL-5083F2B8E1D5 | COMFY-CLI-CQL-525323F6456D | COMFY-CLI-CQL-5386DE120875 | COMFY-CLI-CQL-53D282A54963 | COMFY-CLI-CQL-548EEA1062F3 | COMFY-CLI-CQL-54D5CC81E576 | COMFY-CLI-CQL-54EEE8031A90 | COMFY-CLI-CQL-55815A8E67C8 | COMFY-CLI-CQL-55AC5DC99902 | COMFY-CLI-CQL-55C5B8191A9C | COMFY-CLI-CQL-58B9C9FC0E00 | COMFY-CLI-CQL-5A8B85A403DF | COMFY-CLI-CQL-5CDE0D652FB1 | COMFY-CLI-CQL-5E05AC4F295C | COMFY-CLI-CQL-5EB795254CB1 | COMFY-CLI-CQL-5ED84F6FCCF7 | COMFY-CLI-CQL-5F7DB419815E | COMFY-CLI-CQL-60445F17D553 | COMFY-CLI-CQL-65421EF0B266 | COMFY-CLI-CQL-665B29DA55B1 | COMFY-CLI-CQL-66703FB6EF74 | COMFY-CLI-CQL-66A7819019B4 | COMFY-CLI-CQL-671E2DA23D48 | COMFY-CLI-CQL-673F1693698C | COMFY-CLI-CQL-67CE11DD4808 | COMFY-CLI-CQL-68A4F401B21A | COMFY-CLI-CQL-68E52DD05FDA | COMFY-CLI-CQL-68E82D1DF1FA | COMFY-CLI-CQL-69499515130F | COMFY-CLI-CQL-69B64509B965 | COMFY-CLI-CQL-6A21D9C96DEA | COMFY-CLI-CQL-6A27C602F495 | COMFY-CLI-CQL-6B9E71004E81 | COMFY-CLI-CQL-6C0BA723826D | COMFY-CLI-CQL-6C98F699C9EB | COMFY-CLI-CQL-6D228A7BCD79 | COMFY-CLI-CQL-6FDC4837ADBE | COMFY-CLI-CQL-6FE29A4E10BA | COMFY-CLI-CQL-70C552968A06 | COMFY-CLI-CQL-70F93AF718A5 | COMFY-CLI-CQL-717F1631D1F5 | COMFY-CLI-CQL-71AFEAA06282 | COMFY-CLI-CQL-7276753E1A93 | COMFY-CLI-CQL-7296B4440A7B | COMFY-CLI-CQL-72DEE594B114 | COMFY-CLI-CQL-7300777CF0FC | COMFY-CLI-CQL-73B426C1E0E5 | COMFY-CLI-CQL-73BF9435BA92 | COMFY-CLI-CQL-7528789436DC | COMFY-CLI-CQL-753D8CA7D2DC | COMFY-CLI-CQL-762A95D707C9 | COMFY-CLI-CQL-77F89211608D | COMFY-CLI-CQL-78033D3C283E | COMFY-CLI-CQL-79A9EBB11EBD | COMFY-CLI-CQL-7C6EB5D965F0 | COMFY-CLI-CQL-7CF653361B0A | COMFY-CLI-CQL-7D490FD44D16 | COMFY-CLI-CQL-7DB90730B457 | COMFY-CLI-CQL-7EC7E4EB6BF8 | COMFY-CLI-CQL-8045CD3EF22A | COMFY-CLI-CQL-80C11A9782EF | COMFY-CLI-CQL-8113FA61C313 | COMFY-CLI-CQL-812194977B1A | COMFY-CLI-CQL-82A7D6791000 | COMFY-CLI-CQL-831BADABA395 | COMFY-CLI-CQL-8335FBED8109 | COMFY-CLI-CQL-8403CE60DFB6 | COMFY-CLI-CQL-84DC35AB16C9 | COMFY-CLI-CQL-867E48F89C52 | COMFY-CLI-CQL-86B1F37D9A58 | COMFY-CLI-CQL-86E76E366F9E | COMFY-CLI-CQL-86EAD80301DC | COMFY-CLI-CQL-870805523012 | COMFY-CLI-CQL-8754920F8F4F | COMFY-CLI-CQL-879C7D8E4AD9 | COMFY-CLI-CQL-87B2044E50AF | COMFY-CLI-CQL-882E81CE634A | COMFY-CLI-CQL-882E95AFF4D0 | COMFY-CLI-CQL-892DE1507D32 | COMFY-CLI-CQL-898FCADF9A29 | COMFY-CLI-CQL-8A789C4E4231 | COMFY-CLI-CQL-8AB96AE5015F | COMFY-CLI-CQL-8D14E3FCA95F | COMFY-CLI-CQL-8D30EAF3A92A | COMFY-CLI-CQL-8ECEA626D954 | COMFY-CLI-CQL-8FB46C43C38B | COMFY-CLI-CQL-9318BD6A15A9 | COMFY-CLI-CQL-94F4B3AC2FCF | COMFY-CLI-CQL-95371EDF3594 | COMFY-CLI-CQL-9565108223D8 | COMFY-CLI-CQL-96A6491FD182 | COMFY-CLI-CQL-982E374E9974 | COMFY-CLI-CQL-98554136C84E | COMFY-CLI-CQL-989F72CE73B1 | COMFY-CLI-CQL-99A4EC2A50C4 | COMFY-CLI-CQL-9A0FC38F449C | COMFY-CLI-CQL-9B175462AC1E | COMFY-CLI-CQL-9BD3EABACC17 | COMFY-CLI-CQL-9C49136F76B7 | COMFY-CLI-CQL-9C9D6DF3510F | COMFY-CLI-CQL-9CE6F85CD69A | COMFY-CLI-CQL-9E8EFB9BC5BC | COMFY-CLI-CQL-9EE239998D24 | COMFY-CLI-CQL-9F7E0D70E242 | COMFY-CLI-CQL-9FACC19C197B | COMFY-CLI-CQL-A0042E27E9B2 | COMFY-CLI-CQL-A03CFFA41B23 | COMFY-CLI-CQL-A04368710537 | COMFY-CLI-CQL-A0616F2CDA5C | COMFY-CLI-CQL-A08692D949D8 | COMFY-CLI-CQL-A121FF27FD02 | COMFY-CLI-CQL-A14622584CAF | COMFY-CLI-CQL-A5620C544A09 | COMFY-CLI-CQL-A59420C955F2 | COMFY-CLI-CQL-A5A80A0D2ECE | COMFY-CLI-CQL-A61A18B00CFD | COMFY-CLI-CQL-A7A4975C9BA7 | COMFY-CLI-CQL-A7ED6F3CA490 | COMFY-CLI-CQL-A91C640144DB | COMFY-CLI-CQL-AA6E4BECCD68 | COMFY-CLI-CQL-AC1CB7E7CF7C | COMFY-CLI-CQL-AC311CA90C14 | COMFY-CLI-CQL-ACE1AE6C10A9 | COMFY-CLI-CQL-ADA00993C960 | COMFY-CLI-CQL-AF2081C0495C | COMFY-CLI-CQL-AF6A8F1D8ADB | COMFY-CLI-CQL-B1D64395E144 | COMFY-CLI-CQL-B3CFC8369CDC | COMFY-CLI-CQL-B4BD2CA68705 | COMFY-CLI-CQL-B559201D848A | COMFY-CLI-CQL-B55E46B054F2 | COMFY-CLI-CQL-B5D49109EEEB | COMFY-CLI-CQL-B66F0DFCDF53 | COMFY-CLI-CQL-B7845410D026 | COMFY-CLI-CQL-B81A746B866F | COMFY-CLI-CQL-B856D1786875 | COMFY-CLI-CQL-B87EF410BAFC | COMFY-CLI-CQL-B8DF62B72C64 | COMFY-CLI-CQL-B93D1640A5DD | COMFY-CLI-CQL-B97DC3E7F85F | COMFY-CLI-CQL-BB8F92B0C89A | COMFY-CLI-CQL-BBEF5BDCA7C2 | COMFY-CLI-CQL-BE26B5CF5606 | COMFY-CLI-CQL-BF21D00F2D9E | COMFY-CLI-CQL-BF34D077802B | COMFY-CLI-CQL-BFA94FDA6B89 | COMFY-CLI-CQL-C0F00E150886 | COMFY-CLI-CQL-C176991A794C | COMFY-CLI-CQL-C25602BCEC81 | COMFY-CLI-CQL-C36AA046AE28 | COMFY-CLI-CQL-C411F2CA54FE | COMFY-CLI-CQL-C47FEFE446C1 | COMFY-CLI-CQL-C489761A117D | COMFY-CLI-CQL-C50DC6DB57A3 | COMFY-CLI-CQL-C51E2D64B52E | COMFY-CLI-CQL-C563410517FC | COMFY-CLI-CQL-C585F125E959 | COMFY-CLI-CQL-C60E34851966 | COMFY-CLI-CQL-C646ADE9C519 | COMFY-CLI-CQL-C65333335672 | COMFY-CLI-CQL-C65D37768141 | COMFY-CLI-CQL-C6D88830CFE8 | COMFY-CLI-CQL-C6F8E90FD924 | COMFY-CLI-CQL-C7363047AE24 | COMFY-CLI-CQL-C7B6DD477E0C | COMFY-CLI-CQL-C967BE46B621 | COMFY-CLI-CQL-C9BC8CF75457 | COMFY-CLI-CQL-C9C91F2C43CE | COMFY-CLI-CQL-C9F127325D17 | COMFY-CLI-CQL-CC690F15FD63 | COMFY-CLI-CQL-CDDFA3F24ACC | COMFY-CLI-CQL-CE61A612A4FD | COMFY-CLI-CQL-CE6BAEC3223D | COMFY-CLI-CQL-CE9889E746A2 | COMFY-CLI-CQL-CEF7ED038807 | COMFY-CLI-CQL-CF11C9D83CAE | COMFY-CLI-CQL-CF9505088413 | COMFY-CLI-CQL-CFA90A5E23E2 | COMFY-CLI-CQL-CFE584F6C933 | COMFY-CLI-CQL-D03EB742A650 | COMFY-CLI-CQL-D1CEDBEFB8CE | COMFY-CLI-CQL-D2C8526FB4FD | COMFY-CLI-CQL-D37491149FBC | COMFY-CLI-CQL-D4C54D987759 | COMFY-CLI-CQL-D56615B03A7E | COMFY-CLI-CQL-D5878E1DA121 | COMFY-CLI-CQL-D5ADEECC3C8E | COMFY-CLI-CQL-D61623C42992 | COMFY-CLI-CQL-D6D0CC18261E | COMFY-CLI-CQL-D6DC79DA7BA3 | COMFY-CLI-CQL-D706AA6BE4A4 | COMFY-CLI-CQL-D853CBF8A78C | COMFY-CLI-CQL-D8A6B05D5CA4 | COMFY-CLI-CQL-D8C96FA6BDF7 | COMFY-CLI-CQL-D909BC663425 | COMFY-CLI-CQL-D9FC8D7DFD27 | COMFY-CLI-CQL-DA373D0D6556 | COMFY-CLI-CQL-DAA661B25287 | COMFY-CLI-CQL-DAE5A6ABC0F5 | COMFY-CLI-CQL-DAEDD0BFD665 | COMFY-CLI-CQL-DB040B002243 | COMFY-CLI-CQL-DB64BFF3875B | COMFY-CLI-CQL-DB995864E1B0 | COMFY-CLI-CQL-DCE0C40A0437 | COMFY-CLI-CQL-DD226AF2F7EA | COMFY-CLI-CQL-DDEB4C655270 | COMFY-CLI-CQL-DE05F4114666 | COMFY-CLI-CQL-E00DB44DD44B | COMFY-CLI-CQL-E0E56E647910 | COMFY-CLI-CQL-E37BDDC1AD14 | COMFY-CLI-CQL-E438CA3516CC | COMFY-CLI-CQL-E52EF5989741 | COMFY-CLI-CQL-E558BC8A7DCE | COMFY-CLI-CQL-E5F8DBCFFA68 | COMFY-CLI-CQL-E6758D59DCC2 | COMFY-CLI-CQL-E6ACAB1D71F9 | COMFY-CLI-CQL-E713126D9D98 | COMFY-CLI-CQL-E7B70F31D83F | COMFY-CLI-CQL-E822F6D6A83B | COMFY-CLI-CQL-E857CD90F17A | COMFY-CLI-CQL-E88B05AB2FED | COMFY-CLI-CQL-EA2A8B587DE8 | COMFY-CLI-CQL-EA7ED61DFEDA | COMFY-CLI-CQL-EB0C92B37438 | COMFY-CLI-CQL-EB1253E2E537 | COMFY-CLI-CQL-EB7027DCDC52 | COMFY-CLI-CQL-EB8887F2A989 | COMFY-CLI-CQL-ED13FBB89EDE | COMFY-CLI-CQL-ED7725AEE41E | COMFY-CLI-CQL-EDD143B04783 | COMFY-CLI-CQL-EF7350E87A3E | COMFY-CLI-CQL-EFD33E270660 | COMFY-CLI-CQL-EFFB4786AFAD | COMFY-CLI-CQL-F09778A2701E | COMFY-CLI-CQL-F1149922DA2D | COMFY-CLI-CQL-F12F9013A4DE | COMFY-CLI-CQL-F31CFBD5EF9E | COMFY-CLI-CQL-F3D60BD1B674 | COMFY-CLI-CQL-F4128AED92FF | COMFY-CLI-CQL-F49134A0C1C4 | COMFY-CLI-CQL-F4FA7B2E2F98 | COMFY-CLI-CQL-F516E38CCE50 | COMFY-CLI-CQL-F6429065CD5F | COMFY-CLI-CQL-F743FCBA6DBE | COMFY-CLI-CQL-F7474731EAA9 | COMFY-CLI-CQL-F79538206587 | COMFY-CLI-CQL-F7AAE782DA00 | COMFY-CLI-CQL-FA77FC91C34C | COMFY-CLI-CQL-FABEE1754C26 | COMFY-CLI-CQL-FB57351617D8 | COMFY-CLI-CQL-FBBFF9EB1F04 | COMFY-CLI-CQL-FC00D5C7F53D | COMFY-CLI-CQL-FD525BBFA362 | COMFY-CLI-CQL-FD9C02C18588 | COMFY-CLI-CQL-FE68794DECDD | COMFY-CLI-CQL-FEED4269920F | COMFY-CLI-CQL-FF6398E783C7 | COMFY-CLI-CQL-FFE72FD82086 | COMFY-CLI-EXT-F8BBAA50DE24,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-5E1D5EA47F35,comfy_cli/cql/engine.py,00c4773629b0640aae3e5fbc578bcedca3a1d3772a13f06b8b539fb5aa026ea4,64077,production,COMFY-CLI-EXT-DC77424EC603 | COMFY-CLI-MODULE-5E1D5EA47F35,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-A3B1294ACE5B,comfy_cli/cql/errors.py,95aa00bf418e3c70586ab6163865d918f3c8cab920526f102a36e0e3b68eb5d0,898,production,COMFY-CLI-MODULE-A3B1294ACE5B,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-0BC383F8AC5C,comfy_cli/cql/loader.py,79fc224fb9d789cf9e91a7b9a3ea77b6cb38852ecf1cb53e8830ae6043e06f56,16644,production,COMFY-CLI-FORMAT-A26EC79A50F5 | COMFY-CLI-FORMAT-AE586C0988D1 | COMFY-CLI-LIFECYCLE-59E1E6B68D42 | COMFY-CLI-MODULE-0BC383F8AC5C,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-0D03FD9FCC94,comfy_cli/credentials.py,b33618e6150601ec59d235ef8c08e729c695397d0a5f858fe6925da23d8b11fb,6291,production,COMFY-CLI-MODULE-0D03FD9FCC94,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-4C7EAAB28CE3,comfy_cli/cuda_detect.py,cd4b0d2ea459de7495753c6a446f5aebbfc94698411e6fbd2deb3076df934695,3606,production,COMFY-CLI-ENV-79F23AF44C50 | COMFY-CLI-MODULE-4C7EAAB28CE3,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-1152E78D340F,comfy_cli/discovery.py,35adc463e102bd7a8f90fa97fdd4cd9f368cd91cf22fe133cf702305b0ff44eb,7515,production,COMFY-CLI-FORMAT-9DDA1A1FF953 | COMFY-CLI-MODULE-1152E78D340F,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-4DE63AE73B5C,comfy_cli/env_checker.py,e31fb57d95778929c28af1d69debc7648ccb719f849c9f8fac3e200bb99012fc,4978,production,COMFY-CLI-ENV-8BA899013C79 | COMFY-CLI-ENV-B01B8DD4BAEB | COMFY-CLI-MODULE-4DE63AE73B5C,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-5188C838F64E,comfy_cli/error_codes.py,d404ea4af4dcd97196bcd8e5a04eb86c0679dcb78e5f4ccaa604da187d509c62,24365,production,COMFY-CLI-ERROR-022CC13E95EA | COMFY-CLI-ERROR-044A446591A5 | COMFY-CLI-ERROR-0528D7DDB0E0 | COMFY-CLI-ERROR-06387B7ECAF8 | COMFY-CLI-ERROR-068F848146EA | COMFY-CLI-ERROR-0CE9F5F5DF11 | COMFY-CLI-ERROR-0D1ABE92D0C9 | COMFY-CLI-ERROR-0D7451E418D8 | COMFY-CLI-ERROR-0F0942BA21C6 | COMFY-CLI-ERROR-13B5508031C6 | COMFY-CLI-ERROR-1BC2F67B4DE5 | COMFY-CLI-ERROR-1C0FCF8E4837 | COMFY-CLI-ERROR-1C19B8E3CE1D | COMFY-CLI-ERROR-2549F1CACF6D | COMFY-CLI-ERROR-291D82FE37D8 | COMFY-CLI-ERROR-2BD6DAECC478 | COMFY-CLI-ERROR-2E7496D26D70 | COMFY-CLI-ERROR-2EEDF1E64A08 | COMFY-CLI-ERROR-363F47E0321F | COMFY-CLI-ERROR-370AC5565BF3 | COMFY-CLI-ERROR-3710CEEB630E | COMFY-CLI-ERROR-3729E1962054 | COMFY-CLI-ERROR-3A1A6B3D24B8 | COMFY-CLI-ERROR-3BA6BD951B12 | COMFY-CLI-ERROR-3D27EB4DE658 | COMFY-CLI-ERROR-3DC32DFEEC1F | COMFY-CLI-ERROR-43E8789ADCED | COMFY-CLI-ERROR-44DA1545B12C | COMFY-CLI-ERROR-499AF1AB6CB1 | COMFY-CLI-ERROR-4B8560F0C608 | COMFY-CLI-ERROR-579B0480E713 | COMFY-CLI-ERROR-596095C154FC | COMFY-CLI-ERROR-59D9037DD69D | COMFY-CLI-ERROR-5AD649ED14F1 | COMFY-CLI-ERROR-5B14792B119E | COMFY-CLI-ERROR-5EF435BF6769 | COMFY-CLI-ERROR-6001A2A832CB | COMFY-CLI-ERROR-61D6A77BD897 | COMFY-CLI-ERROR-627FADCD30BA | COMFY-CLI-ERROR-62B45CFB11F9 | COMFY-CLI-ERROR-63022A10CAE9 | COMFY-CLI-ERROR-630E8A7109C1 | COMFY-CLI-ERROR-6D80F12E6F12 | COMFY-CLI-ERROR-6DFDE9E8FCE9 | COMFY-CLI-ERROR-71528578130E | COMFY-CLI-ERROR-71C61A274EFE | COMFY-CLI-ERROR-74AA413ECA30 | COMFY-CLI-ERROR-74FE5EE93676 | COMFY-CLI-ERROR-751BA9A3DFF7 | COMFY-CLI-ERROR-7527F9167136 | COMFY-CLI-ERROR-79987B7A5C4B | COMFY-CLI-ERROR-7B8D39A5A9F9 | COMFY-CLI-ERROR-7FA859FA43BB | COMFY-CLI-ERROR-81F87FF16C96 | COMFY-CLI-ERROR-82C822747D3E | COMFY-CLI-ERROR-838D8AB5FAD1 | COMFY-CLI-ERROR-8A499EF877E8 | COMFY-CLI-ERROR-8B47045EB7B8 | COMFY-CLI-ERROR-8B5628ADE529 | COMFY-CLI-ERROR-90374BEA2515 | COMFY-CLI-ERROR-93E5DF477ECD | COMFY-CLI-ERROR-996D13D9E35F | COMFY-CLI-ERROR-A0DEB4ABF154 | COMFY-CLI-ERROR-A6906A429B0E | COMFY-CLI-ERROR-A8EE412F7EDF | COMFY-CLI-ERROR-ABC938582A72 | COMFY-CLI-ERROR-ADB588F4D2E3 | COMFY-CLI-ERROR-AF191E2F8CC6 | COMFY-CLI-ERROR-B15E93229CFE | COMFY-CLI-ERROR-BBED5A11606E | COMFY-CLI-ERROR-BD63797A0D59 | COMFY-CLI-ERROR-C04233021CB5 | COMFY-CLI-ERROR-C08F80BC6808 | COMFY-CLI-ERROR-C3014447A532 | COMFY-CLI-ERROR-C35A95CE801F | COMFY-CLI-ERROR-C50F147C1EC0 | COMFY-CLI-ERROR-C69A6885BED7 | COMFY-CLI-ERROR-C6F6186D9A39 | COMFY-CLI-ERROR-C9C5E54927D5 | COMFY-CLI-ERROR-CD43324CE087 | COMFY-CLI-ERROR-CF3CBC17D2A6 | COMFY-CLI-ERROR-D3E145783B90 | COMFY-CLI-ERROR-D686C38D5D32 | COMFY-CLI-ERROR-D75854FB2848 | COMFY-CLI-ERROR-DAE2000FEDB2 | COMFY-CLI-ERROR-E23D9BB36FF7 | COMFY-CLI-ERROR-E2D5E2F7B5D6 | COMFY-CLI-ERROR-E47ECD04ED59 | COMFY-CLI-ERROR-E556CD0D4762 | COMFY-CLI-ERROR-E6A1E805B376 | COMFY-CLI-ERROR-E94361F71563 | COMFY-CLI-ERROR-EACAA1291574 | COMFY-CLI-ERROR-EB0979CF813E | COMFY-CLI-ERROR-EBD657E4A8F3 | COMFY-CLI-ERROR-F0D5601E5865 | COMFY-CLI-ERROR-F111E65419E9 | COMFY-CLI-ERROR-F271E917D3DE | COMFY-CLI-ERROR-F639F5FDB845 | COMFY-CLI-ERROR-F77D274DCC3A | COMFY-CLI-MODULE-5188C838F64E,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-55B97417E63E,comfy_cli/execution_errors.py,26321c27a8caf15936480a6d6aeae621e83665a95b18f4e4302f7ba78977238a,4671,production,COMFY-CLI-MODULE-55B97417E63E,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-B582C9EF5357,comfy_cli/file_utils.py,2f7ccd410b6c2b3342dd1a0335295d66d75ec5458d78d1e512bfef032b6c329d,18779,production,COMFY-CLI-MODULE-B582C9EF5357,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-DCBFEBC25BBB,comfy_cli/fragments.py,55b4e68043278deb759fd206c72b09064da7cd7c356d2dadf97c1176d53e65a3,47214,production,COMFY-CLI-FORMAT-BA163BD29475 | COMFY-CLI-FORMAT-E452DC442D08 | COMFY-CLI-MODULE-DCBFEBC25BBB,mapped,Mapped to the listed stable feature/module/test identifiers.
