contract_id,kind,source_path,source_symbol,source_ordinal,source_sha256,symbol_sha256,native_owner,implementation_task,validation_surface,disposition,current_zed_status,zed_evidence,validation_artifact_sha256,closure_artifact
conditioning-conditioning-value-conds-condregular-505e5b9e,conditioning_value,projects/comfy/ComfyUI/comfy/conds.py,CONDRegular,0,72058e9a22c972a9c875819e59d432d30d367fd2f7092ee6c6c45e5a60c959b0,70f51fcbaab53483c4021fb14beaba441ad619dfed7e98ae9cb8572b00d43b59,comfy_model::conditioning,comfy-parity-conditioning-value-foundation,comfy_model::conditioning::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-CONDITIONING-001 artifact target/comfy-parity/val-conditioning-001.json has exact task and contract coverage with SHA-256 a0496667517595b65f92705a184c454fd780e4d22ae0a688288381feab0e214e.,a0496667517595b65f92705a184c454fd780e4d22ae0a688288381feab0e214e,VAL-CONDITIONING-001
conditioning-patch-mapping-lora-model-lora-keys-unet-0f5d794c,patch_mapping,projects/comfy/ComfyUI/comfy/lora.py,model_lora_keys_unet,145,8f75c95ddc8ab0144919fe5277c4e6b4fa4f4f45aa64aa3de5d2d3b1b4a927d8,90b5ded69e0e84a398759d2fd4eaabb144d994f7c49321abf6fa812d02c28278,comfy_model::patches,comfy-parity-patch-loading-merge-quantized-adapter,comfy_model::patches::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-ADAPTER-001 artifact target/comfy-parity/val-patch-adapter-001.json has exact task and contract coverage with SHA-256 809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6.,809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6,VAL-PATCH-ADAPTER-001
conditioning-patch-mapping-lora-prefetch-prepared-value-9f54692e,patch_mapping,projects/comfy/ComfyUI/comfy/lora.py,prefetch_prepared_value,146,8f75c95ddc8ab0144919fe5277c4e6b4fa4f4f45aa64aa3de5d2d3b1b4a927d8,6b4b0339c296cb04d12c3e72c0461e824b305a2da7575f2779cfacd6c720c8fe,comfy_model::patches,comfy-parity-patch-loading-merge-quantized-adapter,comfy_model::patches::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-ADAPTER-001 artifact target/comfy-parity/val-patch-adapter-001.json has exact task and contract coverage with SHA-256 809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6.,809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6,VAL-PATCH-ADAPTER-001
conditioning-patch-semantics-lora-pad-tensor-to-shape-e0f4f771,patch_semantics,projects/comfy/ComfyUI/comfy/lora.py,pad_tensor_to_shape,147,8f75c95ddc8ab0144919fe5277c4e6b4fa4f4f45aa64aa3de5d2d3b1b4a927d8,525e54ffe02f47f43eb9914340a3030bd54f715d0f2a7f596fa95a4a7d354761,comfy_model::patch_graph,comfy-parity-patch-graph-semantic-foundation,comfy_model::patch_graph::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-001 artifact target/comfy-parity/val-patch-001.json has exact task and contract coverage with SHA-256 63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b.,63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b,VAL-PATCH-001
conditioning-patch-semantics-lora-calculate-shape-d168b9d7,patch_semantics,projects/comfy/ComfyUI/comfy/lora.py,calculate_shape,148,8f75c95ddc8ab0144919fe5277c4e6b4fa4f4f45aa64aa3de5d2d3b1b4a927d8,943102b7e0db8fd783aa7cfc07ae74495b6a50855a778791cf8714c37e8c52f7,comfy_model::patch_graph,comfy-parity-patch-graph-semantic-foundation,comfy_model::patch_graph::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-001 artifact target/comfy-parity/val-patch-001.json has exact task and contract coverage with SHA-256 63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b.,63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b,VAL-PATCH-001
conditioning-patch-semantics-lora-calculate-weight-5a305deb,patch_semantics,projects/comfy/ComfyUI/comfy/lora.py,calculate_weight,149,8f75c95ddc8ab0144919fe5277c4e6b4fa4f4f45aa64aa3de5d2d3b1b4a927d8,3678d60d344ef0a017368d7e14213aeb4bb40d69d0f583bef60240710bf0fb92,comfy_model::patch_graph,comfy-parity-patch-graph-semantic-foundation,comfy_model::patch_graph::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-001 artifact target/comfy-parity/val-patch-001.json has exact task and contract coverage with SHA-256 63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b.,63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b,VAL-PATCH-001
conditioning-patch-mapping-nodes-model-merging-modelmergesimple-50d89441,patch_mapping,projects/comfy/ComfyUI/comfy_extras/nodes_model_merging.py,ModelMergeSimple,150,8bd93638e30dc8ac005f16130ca9c4ba62228fe1721aad406db962cac1f2e77d,f6470de04c64812c2296905ad5547a9a211483e5ca610b5cc83a9c22180b9140,comfy_model::patches,comfy-parity-patch-loading-merge-quantized-adapter,comfy_model::patches::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-ADAPTER-001 artifact target/comfy-parity/val-patch-adapter-001.json has exact task and contract coverage with SHA-256 809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6.,809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6,VAL-PATCH-ADAPTER-001
conditioning-patch-mapping-nodes-model-merging-modelsubtract-e89cf4f4,patch_mapping,projects/comfy/ComfyUI/comfy_extras/nodes_model_merging.py,ModelSubtract,151,8bd93638e30dc8ac005f16130ca9c4ba62228fe1721aad406db962cac1f2e77d,4b74c7e383703ea30dd5d0c50d0623f5f51e29e6905d7b129991391a04e63bc7,comfy_model::patches,comfy-parity-patch-loading-merge-quantized-adapter,comfy_model::patches::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-ADAPTER-001 artifact target/comfy-parity/val-patch-adapter-001.json has exact task and contract coverage with SHA-256 809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6.,809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6,VAL-PATCH-ADAPTER-001
conditioning-patch-mapping-nodes-model-merging-modeladd-7597d56c,patch_mapping,projects/comfy/ComfyUI/comfy_extras/nodes_model_merging.py,ModelAdd,152,8bd93638e30dc8ac005f16130ca9c4ba62228fe1721aad406db962cac1f2e77d,5e4057b8a6ade9334f839be8b3b805acde23b9634f8950045338961ed31314c9,comfy_model::patches,comfy-parity-patch-loading-merge-quantized-adapter,comfy_model::patches::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-ADAPTER-001 artifact target/comfy-parity/val-patch-adapter-001.json has exact task and contract coverage with SHA-256 809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6.,809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6,VAL-PATCH-ADAPTER-001
conditioning-patch-mapping-nodes-model-merging-clipmergesimple-8592ddcf,patch_mapping,projects/comfy/ComfyUI/comfy_extras/nodes_model_merging.py,CLIPMergeSimple,153,8bd93638e30dc8ac005f16130ca9c4ba62228fe1721aad406db962cac1f2e77d,961fac9ed2946e9915f619a4ae88d8b9fe71e46d76ac629a4988d0e2a5b10ee0,comfy_model::patches,comfy-parity-patch-loading-merge-quantized-adapter,comfy_model::patches::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-ADAPTER-001 artifact target/comfy-parity/val-patch-adapter-001.json has exact task and contract coverage with SHA-256 809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6.,809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6,VAL-PATCH-ADAPTER-001
conditioning-patch-mapping-nodes-model-merging-clipsubtract-00f43912,patch_mapping,projects/comfy/ComfyUI/comfy_extras/nodes_model_merging.py,CLIPSubtract,154,8bd93638e30dc8ac005f16130ca9c4ba62228fe1721aad406db962cac1f2e77d,2f4934d104d2e2dd0973d742a054bd17296805d500eaba61cceb1b564119241a,comfy_model::patches,comfy-parity-patch-loading-merge-quantized-adapter,comfy_model::patches::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-ADAPTER-001 artifact target/comfy-parity/val-patch-adapter-001.json has exact task and contract coverage with SHA-256 809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6.,809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6,VAL-PATCH-ADAPTER-001
conditioning-patch-mapping-nodes-model-merging-clipadd-7f0acd82,patch_mapping,projects/comfy/ComfyUI/comfy_extras/nodes_model_merging.py,CLIPAdd,155,8bd93638e30dc8ac005f16130ca9c4ba62228fe1721aad406db962cac1f2e77d,988966684b034b26feb28e84276f2b40f19189a31f8ee6198ab8b6b8c9257482,comfy_model::patches,comfy-parity-patch-loading-merge-quantized-adapter,comfy_model::patches::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-ADAPTER-001 artifact target/comfy-parity/val-patch-adapter-001.json has exact task and contract coverage with SHA-256 809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6.,809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6,VAL-PATCH-ADAPTER-001
conditioning-patch-mapping-nodes-model-merging-modelmergeblocks-374d8ab0,patch_mapping,projects/comfy/ComfyUI/comfy_extras/nodes_model_merging.py,ModelMergeBlocks,156,8bd93638e30dc8ac005f16130ca9c4ba62228fe1721aad406db962cac1f2e77d,c3e55401c7f73df94d768ff83ec923f1049b6e89d105448b88e67d6c73f2f64f,comfy_model::patches,comfy-parity-patch-loading-merge-quantized-adapter,comfy_model::patches::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-ADAPTER-001 artifact target/comfy-parity/val-patch-adapter-001.json has exact task and contract coverage with SHA-256 809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6.,809d2c905acb463aecc3f6269226f2ad85fb601b6410e50c472e4ef7abe58da6,VAL-PATCH-ADAPTER-001
conditioning-weight-adapter-runtime-boft-boftadapter-5fb812eb,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/boft.py,BOFTAdapter,157,2850e0b4c2295cd87445415e287061fa3bfd69e88bd0aeb3eb16064864bd078d,51b818fccd6e868dbbdbdde73df41c4a318adf3d245c4cde83043bd0a939e534,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-patch-family-equation-boft-calculate-weight-5a305deb,patch_family_equation,projects/comfy/ComfyUI/comfy/weight_adapter/boft.py,calculate_weight,158,2850e0b4c2295cd87445415e287061fa3bfd69e88bd0aeb3eb16064864bd078d,94f4949f38d7f37f8267d68aac1f9e5389d8b3e1845cf7efd4f69357856d0c4d,comfy_model::patch_graph,comfy-parity-patch-graph-semantic-foundation,comfy_model::patch_graph::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-001 artifact target/comfy-parity/val-patch-001.json has exact task and contract coverage with SHA-256 63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b.,63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b,VAL-PATCH-001
conditioning-weight-adapter-runtime-glora-gloraadapter-76c25b06,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/glora.py,GLoRAAdapter,159,31cdd03f5b0beaa0df055512560128930f4f26b219ba57602d21abb086425b09,4466becb5c2cf3559bc21e622592b594e106b773716f35361a07303f967d1964,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-patch-family-equation-glora-calculate-weight-5a305deb,patch_family_equation,projects/comfy/ComfyUI/comfy/weight_adapter/glora.py,calculate_weight,160,31cdd03f5b0beaa0df055512560128930f4f26b219ba57602d21abb086425b09,b887e3610e3c3b346f5a0d9da1e38a1fb0d0858caacec872833a50dc5a34bbf8,comfy_model::patch_graph,comfy-parity-patch-graph-semantic-foundation,comfy_model::patch_graph::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-001 artifact target/comfy-parity/val-patch-001.json has exact task and contract coverage with SHA-256 63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b.,63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b,VAL-PATCH-001
conditioning-weight-adapter-runtime-loha-lohadiff-45ee6865,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/loha.py,LohaDiff,161,579ca1e33e0d244e0d7eedd30fb727913341f8e7bfbd74b51221f567612286d5,bc24b5be90ad6d747185f8171a107bbfc6a74b1bad59919a395c3ea619e50581,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-weight-adapter-runtime-loha-lohaadapter-85c7cd6a,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/loha.py,LoHaAdapter,162,579ca1e33e0d244e0d7eedd30fb727913341f8e7bfbd74b51221f567612286d5,5c0f3b33cccbb978ca017e243b0e7d2bfdcd4b5e40330def909bee94957f769a,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-patch-family-equation-loha-calculate-weight-5a305deb,patch_family_equation,projects/comfy/ComfyUI/comfy/weight_adapter/loha.py,calculate_weight,163,579ca1e33e0d244e0d7eedd30fb727913341f8e7bfbd74b51221f567612286d5,f42cc8e5f56600a88d7f2b3eb6c738c74adbe9a568dc8c7d749feb15531784bf,comfy_model::patch_graph,comfy-parity-patch-graph-semantic-foundation,comfy_model::patch_graph::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-001 artifact target/comfy-parity/val-patch-001.json has exact task and contract coverage with SHA-256 63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b.,63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b,VAL-PATCH-001
conditioning-weight-adapter-runtime-lokr-lokrdiff-161df858,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/lokr.py,LokrDiff,164,b4763cc32215a47e4d906cfa6cbad9cf893f6a1329ada2225fda81fd99fcfeb4,8e215047b773756c83cbd6628568e0319a42c52bf6cd6569910b975bd3527e65,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-weight-adapter-runtime-lokr-lokradapter-324ca38f,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/lokr.py,LoKrAdapter,165,b4763cc32215a47e4d906cfa6cbad9cf893f6a1329ada2225fda81fd99fcfeb4,71005144a44c9be904924ba5bb6a0fb6aaf1cbb63768711ad99fccb1459e8dfa,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-patch-family-equation-lokr-calculate-weight-5a305deb,patch_family_equation,projects/comfy/ComfyUI/comfy/weight_adapter/lokr.py,calculate_weight,166,b4763cc32215a47e4d906cfa6cbad9cf893f6a1329ada2225fda81fd99fcfeb4,ef6c194d7cb045b04f56312fee5a1d6934c68a354831e4237d038c4afc885041,comfy_model::patch_graph,comfy-parity-patch-graph-semantic-foundation,comfy_model::patch_graph::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-001 artifact target/comfy-parity/val-patch-001.json has exact task and contract coverage with SHA-256 63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b.,63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b,VAL-PATCH-001
conditioning-weight-adapter-runtime-lora-loradiff-0423ce51,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/lora.py,LoraDiff,167,e506062b4eb189be4c36f88270e0fd4dcce038c79a98f7163604ed6b44efe4b5,f8e68c63987869d66fc62d5b98c090b4cb3f80130118b96f8be29a635aa1d512,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-weight-adapter-runtime-lora-loraadapter-9ed6cfef,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/lora.py,LoRAAdapter,168,e506062b4eb189be4c36f88270e0fd4dcce038c79a98f7163604ed6b44efe4b5,479b37686bdb45bf04db421a9fc96f2c0d480809fef3fc1776bf89de512d183b,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-patch-family-equation-lora-calculate-weight-5a305deb,patch_family_equation,projects/comfy/ComfyUI/comfy/weight_adapter/lora.py,calculate_weight,169,e506062b4eb189be4c36f88270e0fd4dcce038c79a98f7163604ed6b44efe4b5,bc5b4072356db35394c0be71b0f3cd09ad3c4bee91c1b26888681f3fa6bcd0cd,comfy_model::patch_graph,comfy-parity-patch-graph-semantic-foundation,comfy_model::patch_graph::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-001 artifact target/comfy-parity/val-patch-001.json has exact task and contract coverage with SHA-256 63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b.,63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b,VAL-PATCH-001
conditioning-weight-adapter-runtime-oft-oftdiff-c8899863,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/oft.py,OFTDiff,170,88be3c32f610478bc6900a10009eaadf6fe2af973ed4861731e4f21e1afacf89,0369eed8b55bbffc3c9be278bcab4b43b264d4b0c7df39bc79c80b4aace19f6d,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-weight-adapter-runtime-oft-oftadapter-db2990a3,weight_adapter_runtime,projects/comfy/ComfyUI/comfy/weight_adapter/oft.py,OFTAdapter,171,88be3c32f610478bc6900a10009eaadf6fe2af973ed4861731e4f21e1afacf89,4b398fd08a6d35165407a4c85e1575d537a43430fcd3fe3c0faf203d2ed568a8,comfy_model::weight_adapter,comfy-parity-weight-adapter-runtime-bypass,comfy_model::weight_adapter::tests,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-WEIGHT-ADAPTER-001
conditioning-patch-family-equation-oft-calculate-weight-5a305deb,patch_family_equation,projects/comfy/ComfyUI/comfy/weight_adapter/oft.py,calculate_weight,172,88be3c32f610478bc6900a10009eaadf6fe2af973ed4861731e4f21e1afacf89,a01a25e6e53a021e86e4df70556eeef5fc8b33c597c72cbf33d6cc0703a12772,comfy_model::patch_graph,comfy-parity-patch-graph-semantic-foundation,comfy_model::patch_graph::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-PATCH-001 artifact target/comfy-parity/val-patch-001.json has exact task and contract coverage with SHA-256 63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b.,63123753740b66da6c51627e3cbc18404acafa36581a055c13d8457a7cba640b,VAL-PATCH-001
conditioning-clip-text-encoder-architecture-ace-voicebpetokenizer-766aa370,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace.py,VoiceBpeTokenizer,173,f200d0a8579b43e4e9994bdba7298063c5fc8aa5f06fe0c377f704341a5f4bb4,88a31a7328b7bb1fa6ca7a7b46e60f9838488759ac7047d1d19347abcc7f6ccd,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace-umt5basemodel-c10b29ba,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace.py,UMT5BaseModel,174,f200d0a8579b43e4e9994bdba7298063c5fc8aa5f06fe0c377f704341a5f4bb4,42c1d917359fb3ac9e8c6be2fe34df9cf1ade48afb571dc00af0d2f5aacf1c91,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace-umt5basetokenizer-82adcdd8,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace.py,UMT5BaseTokenizer,175,f200d0a8579b43e4e9994bdba7298063c5fc8aa5f06fe0c377f704341a5f4bb4,a682aef87d55210025a105cf5ec3aa05aad2cb06c805d5a87b3aec47ee33a461,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace-lyricstokenizer-db82d07a,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace.py,LyricsTokenizer,176,f200d0a8579b43e4e9994bdba7298063c5fc8aa5f06fe0c377f704341a5f4bb4,b4d94139cf6ffbe7f2ac63b81bbbb44747f69d164c9b28fb52aa483fd3a205f1,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace-acet5tokenizer-0c93c8a1,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace.py,AceT5Tokenizer,177,f200d0a8579b43e4e9994bdba7298063c5fc8aa5f06fe0c377f704341a5f4bb4,04a54a85bcac98cbd142e462a47e1391526ee34c4cd903befaa398ad79639a7f,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace-acet5model-a8650838,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace.py,AceT5Model,178,f200d0a8579b43e4e9994bdba7298063c5fc8aa5f06fe0c377f704341a5f4bb4,f5ae30e7a68fcfdf0914f379fcb94833c0704e8d9cdf83cb15fc85758eb655b4,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace15-sample-manual-loop-no-classes-b5105626,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace15.py,sample_manual_loop_no_classes,179,21106ab99d7d543a2d157202531e60a80bfa55c88740f9708d2bf7415466f04e,f530cbf5ee377eab7637a776ddf7b5f76bce3dfb95309c5267f79686072b6815,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace15-generate-audio-codes-055008f3,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace15.py,generate_audio_codes,180,21106ab99d7d543a2d157202531e60a80bfa55c88740f9708d2bf7415466f04e,1c4d78b47359b034ad936cc9463f5479ba972b09fcbafe3d01ba1984834c618a,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace15-ace15tokenizer-596bfb76,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace15.py,ACE15Tokenizer,181,21106ab99d7d543a2d157202531e60a80bfa55c88740f9708d2bf7415466f04e,8aa74f4b4161e5ea753ce34a9e28d9ad70e871aaca56b2a48df0586c446b183a,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace15-qwen3-06bmodel-3bc89a82,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace15.py,Qwen3_06BModel,182,21106ab99d7d543a2d157202531e60a80bfa55c88740f9708d2bf7415466f04e,d2d6979a929489dcfaf5ee09ab8f321995365eb172715e0e51c568f0f563001e,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ace15-qwen3-2b-ace15-7dca3bc4,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ace15.py,Qwen3_2B_ACE15,183,21106ab99d7d543a2d157202531e60a80bfa55c88740f9708d2bf7415466f04e,68832d33288a48fbfcb949427b4a63f91c263561bda1ab58c4957cb9de43ac1a,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
