rng_id,phase,symbol,resolution,seededness,seed_expressions,generator_expressions,device_expressions,production_call_count,test_call_count,support_call_count,production_call_sites,test_call_sites,support_call_sites,availability,evidence_level,confidence,phase_identity_requirement,seed_mapping_requirement,state_requirement,device_requirement,cancellation_retry_requirement,native_rust_decision,limitations
COMFY-RNG-9523F0E94398,runtime-utility,numpy.random.randint,static-import-resolution,implicit-global-or-object-state,,,,1,0,0,comfy_extras/nodes_wan.py:830:23 (get_sample_indices),,,conditional,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'runtime-utility', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-96011D5BEC0E,runtime-utility,torch.Generator,static-import-resolution,state-constructor-or-snapshot,,,'cpu',1,0,0,comfy_extras/nodes_triposplat.py:179:21 (VAEDecodeTripoSplat.execute),,,conditional,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'runtime-utility', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-0B344C03A275,runtime-utility,torch.Generator.manual_seed,static-import-resolution,state-mutator,seed,,,1,0,0,comfy_extras/nodes_triposplat.py:179:21 (VAEDecodeTripoSplat.execute),,,conditional,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'runtime-utility', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-E95CB6472219,runtime-utility,torch.nn.init.normal_,static-import-resolution,implicit-global-or-object-state,,,,3,0,0,comfy/weight_adapter/loha.py:156:9 (LoHaAdapter.create_train) | comfy/weight_adapter/loha.py:160:9 (LoHaAdapter.create_train) | comfy/weight_adapter/loha.py:161:9 (LoHaAdapter.create_train),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'runtime-utility', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-F5171D570EB5,runtime-utility,torch.randint,static-import-resolution,implicit-global-or-object-state,,,metric.device,2,0,0,comfy_extras/nodes_hypertile.py:19:15 (random_divisor) | comfy_extras/nodes_tomesd.py:53:24 (bipartite_soft_matching_random2d),,,conditional,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'runtime-utility', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-49AB7DF1BB2A,runtime-utility,torch.randn,static-import-resolution,implicit-global-or-object-state,,,,2,0,0,comfy/t2i_adapter/adapter.py:211:45 (StyleAdapter.__init__) | comfy/t2i_adapter/adapter.py:214:42 (StyleAdapter.__init__),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'runtime-utility', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-91EC48410531,runtime-utility,torch.randn_like,static-import-resolution,implicit-global-or-object-state,,,,1,0,0,comfy_extras/nodes_video_model.py:52:30 (SVD_img2vid_Conditioning.encode),,,conditional,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'runtime-utility', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-39C5A625240B,runtime-utility,torch.randperm,static-import-resolution,implicit-global-or-object-state,,,,2,0,0,comfy_extras/nodes_wanmove.py:65:18 (create_pos_embeddings) | comfy_extras/nodes_wanmove.py:96:30 (replace_feature),,,conditional,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'runtime-utility', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-E726D5E6319D,sampling-noise-and-solver,generator.manual_seed,receiver-name-inferred,state-mutator,seed,,,1,0,0,comfy/k_diffusion/sampling.py:84:9 (default_noise_sampler),,,active,code-inferred,medium,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'sampling-noise-and-solver', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-0E78C95BEFF9,sampling-noise-and-solver,torch.Generator,static-import-resolution,state-constructor-or-snapshot,,,x.device,1,0,0,comfy/k_diffusion/sampling.py:83:21 (default_noise_sampler),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'sampling-noise-and-solver', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-FBE61A38BE1E,sampling-noise-and-solver,torch.manual_seed,static-import-resolution,state-mutator,"extra_args.get('seed', 41) + 1 | seed | seed + block_idx * 1000 + i",,,3,0,0,comfy/k_diffusion/sampling.py:1937:21 (sample_ar_video) | comfy/sample.py:27:17 (prepare_noise) | comfy/samplers.py:987:25 (KSAMPLER.sample),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'sampling-noise-and-solver', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-8D517574907F,sampling-noise-and-solver,torch.rand,static-import-resolution,implicit-global-or-object-state,,,device,4,0,0,comfy/k_diffusion/utils.py:229:9 (rand_log_logistic) | comfy/k_diffusion/utils.py:237:13 (rand_log_uniform) | comfy/k_diffusion/utils.py:244:9 (rand_v_diffusion) | comfy/k_diffusion/utils.py:251:9 (rand_split_log_normal),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'sampling-noise-and-solver', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-DD4FB4404AA8,sampling-noise-and-solver,torch.randint,static-import-resolution,implicit-global-or-object-state,,,,1,0,0,comfy/k_diffusion/sampling.py:102:21 (BatchedBrownianTree.__init__),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'sampling-noise-and-solver', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-B35F0F617BFA,sampling-noise-and-solver,torch.randn,static-import-resolution,explicit-seed-or-generator | implicit-global-or-object-state,,generator,'cpu' | device | x.device,6,0,0,comfy/k_diffusion/sampling.py:88:38 (default_noise_sampler) | comfy/k_diffusion/utils.py:220:13 (rand_log_normal) | comfy/k_diffusion/utils.py:250:9 (rand_split_log_normal) | comfy/sample.py:11:16 (prepare_noise_inner) | comfy/sample.py:16:17 (prepare_noise_inner) | comfy/samplers.py:988:29 (KSAMPLER.sample),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'sampling-noise-and-solver', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-D68A0DD3FBE1,sampling-noise-and-solver,torch.randn_like,static-import-resolution,implicit-global-or-object-state,,,,6,0,0,comfy/k_diffusion/sampling.py:1056:15 (sample_heunpp2) | comfy/k_diffusion/sampling.py:1938:35 (sample_ar_video) | comfy/k_diffusion/sampling.py:203:19 (sample_euler) | comfy/k_diffusion/sampling.py:283:19 (sample_heun) | comfy/k_diffusion/sampling.py:317:19 (sample_dpm_2) | comfy_extras/nodes_advanced_samplers.py:37:34 (sample_lcm_upscale),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'sampling-noise-and-solver', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-DED616CC3432,sampling-noise-and-solver,torchsde.BrownianTree,static-import-resolution,explicit-seed-or-generator,s,,,1,0,0,comfy/k_diffusion/sampling.py:112:28 (BatchedBrownianTree.__init__),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'sampling-noise-and-solver', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-89DB49186517,stochastic-quantization,generator.manual_seed,receiver-name-inferred,state-mutator,seed,,,3,0,0,comfy/float.py:182:5 (stochastic_round_quantize_nvfp4) | comfy/float.py:220:5 (stochastic_round_quantize_nvfp4_by_block) | comfy/float.py:74:9 (stochastic_rounding),,,active,code-inferred,medium,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'stochastic-quantization', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-2415186A60B6,stochastic-quantization,torch.Generator,static-import-resolution,state-constructor-or-snapshot,,,value.device | x.device,3,0,0,comfy/float.py:181:17 (stochastic_round_quantize_nvfp4) | comfy/float.py:219:17 (stochastic_round_quantize_nvfp4_by_block) | comfy/float.py:73:21 (stochastic_rounding),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'stochastic-quantization', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-BAEBF34A762E,stochastic-quantization,torch.rand,static-import-resolution,explicit-seed-or-generator,,generator,mantissa_scaled.device | x.device,2,0,0,comfy/float.py:25:24 (calc_mantissa) | comfy/float.py:95:11 (stochastic_float_to_fp4_e2m1),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'stochastic-quantization', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-B6A95015CE1D,stochastic-quantization,torch.randint,static-import-resolution,explicit-seed-or-generator,,generator,value.device,1,0,0,comfy/float.py:76:19 (stochastic_rounding),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'stochastic-quantization', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-D48F4F28D2AA,temporary-output-naming,random.choice,static-import-resolution,implicit-global-or-object-state,,,,3,0,0,comfy_api/latest/_ui.py:393:55 (PreviewImage.__init__) | comfy_api/latest/_ui.py:417:55 (PreviewAudio.__init__) | nodes.py:1708:49 (PreviewImage.__init__),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'temporary-output-naming', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-3C7295ABF6D6,test-fixture,random.randint,static-import-resolution,implicit-global-or-object-state,,,,0,2,0,,tests/execution/test_preview_method.py:50:30 (prepare_graph_for_test) | tests/execution/test_preview_method.py:52:36 (prepare_graph_for_test),,developer-only,test-backed,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'test-fixture', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-074906879767,test-fixture,torch.manual_seed,static-import-resolution,state-mutator,123,,,0,1,0,,tests-unit/comfy_quant/test_mixed_precision.py:233:9 (TestMixedPrecisionOps.test_int8_convrot_metadata_loads_into_params),,developer-only,test-backed,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'test-fixture', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-32EEEB26D2EE,test-fixture,torch.rand,static-import-resolution,implicit-global-or-object-state,,,,0,6,0,,tests-unit/comfy_api_test/video_types_test.py:19:12 (sample_images) | tests-unit/comfy_api_test/video_types_test.py:207:16 (test_single_frame_video) | tests-unit/comfy_api_test/video_types_test.py:224:41 (test_fractional_frame_rates) | tests-unit/comfy_api_test/video_types_test.py:27:25 (sample_audio) | tests-unit/comfy_extras_test/image_stitch_test.py:19:16 (TestImageStitch.create_test_image) | tests/execution/testing_nodes/testing-pack/stubs.py:29:21 (StubImage.stub_image),,developer-only,test-backed,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'test-fixture', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
