source_record_id,path,disposition,reason,mapped_record_ids,mapped_feature_ids,source_evidence_level
COMFY-DOCSRC-AF941BDD76D2,built-in-nodes/partner-node/video/pika/pika-scenes.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-AF941BDD76D2; COMFY-DOC-NODE-AF941BDD76D2,,documented-only
COMFY-DOCSRC-CB62588E9D66,built-in-nodes/partner-node/video/pika/pika-text-to-video.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-CB62588E9D66; COMFY-DOC-NODE-CB62588E9D66,,documented-only
COMFY-DOCSRC-616FB80AE8AB,built-in-nodes/partner-node/video/pixverse/pixverse-image-to-video.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-616FB80AE8AB; COMFY-DOC-NODE-616FB80AE8AB,,documented-only
COMFY-DOCSRC-B87EA331423F,built-in-nodes/partner-node/video/pixverse/pixverse-template.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-B87EA331423F; COMFY-DOC-NODE-B87EA331423F,,documented-only
COMFY-DOCSRC-CD6F68C2E406,built-in-nodes/partner-node/video/pixverse/pixverse-text-to-video.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-CD6F68C2E406; COMFY-DOC-NODE-CD6F68C2E406,,documented-only
COMFY-DOCSRC-ECB339FAEF6E,built-in-nodes/partner-node/video/pixverse/pixverse-transition-video.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-ECB339FAEF6E; COMFY-DOC-NODE-ECB339FAEF6E,,documented-only
COMFY-DOCSRC-F6981808C138,built-in-nodes/sampling/ksampler.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-F6981808C138; COMFY-DOC-NODE-F6981808C138,,documented-only
COMFY-DOCSRC-8A4BE1C0D8AF,built-in-nodes/unCLIPCheckpointLoader.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-8A4BE1C0D8AF; COMFY-DOC-NODE-8A4BE1C0D8AF,COMFY-NODE-0702,documented-only
COMFY-DOCSRC-A12F5A95C206,built-in-nodes/unCLIPConditioning.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-A12F5A95C206; COMFY-DOC-NODE-A12F5A95C206,COMFY-NODE-0703,documented-only
COMFY-DOCSRC-D22B710E4EE8,built-in-nodes/wanBlockSwap.mdx,English built-in-node documentation,Node claim source requiring executable registry corroboration.,COMFY-DOC-D22B710E4EE8; COMFY-DOC-NODE-D22B710E4EE8,COMFY-NODE-0757,documented-only
COMFY-DOCSRC-4A8CF1A8325F,changelog/index.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-4A8CF1A8325F,,documented-only
COMFY-DOCSRC-07F8C051D1E9,cloud/import-models.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-07F8C051D1E9,,documented-only
COMFY-DOCSRC-3141B16235A6,cloud/share-workflow.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-3141B16235A6,,documented-only
COMFY-DOCSRC-30313B539AE7,comfy-cli/getting-started.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-30313B539AE7,,documented-only
COMFY-DOCSRC-31AEBE4D7922,comfy-cli/reference.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-31AEBE4D7922,,documented-only
COMFY-DOCSRC-65026059E6A6,comfy-cli/troubleshooting.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-65026059E6A6,,documented-only
COMFY-DOCSRC-4AE17C3789BF,community/contributing.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-4AE17C3789BF,,documented-only
COMFY-DOCSRC-D889F5E773AA,community/links.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-D889F5E773AA,,documented-only
COMFY-DOCSRC-9069573243FF,custom-nodes/backend/datatypes.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-9069573243FF,,documented-only
COMFY-DOCSRC-8F835EFB62B7,custom-nodes/backend/expansion.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-8F835EFB62B7,,documented-only
COMFY-DOCSRC-B5C5BAF6F0B4,custom-nodes/backend/images_and_masks.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-B5C5BAF6F0B4,,documented-only
COMFY-DOCSRC-3BBA5F6440AC,custom-nodes/backend/interface.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-3BBA5F6440AC,,documented-only
COMFY-DOCSRC-515D0638F003,custom-nodes/backend/lazy_evaluation.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-515D0638F003,,documented-only
COMFY-DOCSRC-9FB0640483EB,custom-nodes/backend/lifecycle.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-9FB0640483EB,COMFY-EXT-003; COMFY-EXT-006; COMFY-EXT-009,documented-only
COMFY-DOCSRC-2E59AFC9255A,custom-nodes/backend/lists.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-2E59AFC9255A,,documented-only
COMFY-DOCSRC-EB504DDC36DB,custom-nodes/backend/manager.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-EB504DDC36DB,,documented-only
COMFY-DOCSRC-8B20E678F847,custom-nodes/backend/more_on_inputs.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-8B20E678F847,,documented-only
COMFY-DOCSRC-CB92F2E4018A,custom-nodes/backend/node-replacement.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-CB92F2E4018A,COMFY-EXEC-004; COMFY-EXT-022,documented-only
COMFY-DOCSRC-A16A4BACFF49,custom-nodes/backend/server_overview.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-A16A4BACFF49,,documented-only
COMFY-DOCSRC-986F406D35C2,custom-nodes/backend/snippets.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-986F406D35C2,,documented-only
COMFY-DOCSRC-85820F050FB5,custom-nodes/backend/tensors.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-85820F050FB5,,documented-only
COMFY-DOCSRC-4B6743962714,custom-nodes/help_page.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-4B6743962714,COMFY-API-0090; COMFY-EXT-009,documented-only
COMFY-DOCSRC-274158165E8E,custom-nodes/i18n.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-274158165E8E,,documented-only
COMFY-DOCSRC-1CA457F61EE6,custom-nodes/js/context-menu-migration.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-1CA457F61EE6,,documented-only
COMFY-DOCSRC-0685F84AEE79,custom-nodes/js/javascript_about_panel_badges.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-0685F84AEE79,,documented-only
COMFY-DOCSRC-7A1A46A947C5,custom-nodes/js/javascript_bottom_panel_tabs.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-7A1A46A947C5,,documented-only
COMFY-DOCSRC-CABCEC8194B6,custom-nodes/js/javascript_commands_keybindings.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-CABCEC8194B6,,documented-only
COMFY-DOCSRC-4FE2D16E1305,custom-nodes/js/javascript_dialog.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-4FE2D16E1305,,documented-only
COMFY-DOCSRC-41CCA1D7968A,custom-nodes/js/javascript_examples.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-41CCA1D7968A,,documented-only
COMFY-DOCSRC-1C424EF45460,custom-nodes/js/javascript_hooks.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-1C424EF45460,COMFY-FRONTEXT-EXT-046; COMFY-FRONTEXT-EXT-047; COMFY-FRONTEXT-EXT-048; COMFY-FRONTEXT-EXT-049; COMFY-FRONTEXT-EXT-050; COMFY-FRONTEXT-EXT-051; COMFY-FRONTEXT-EXT-052; COMFY-FRONTEXT-EXT-053; COMFY-FRONTEXT-EXT-054; COMFY-FRONTEXT-EXT-055; COMFY-FRONTEXT-EXT-056; COMFY-FRONTEXT-EXT-057; COMFY-FRONTEXT-EXT-058; COMFY-FRONTEXT-EXT-059,documented-only
COMFY-DOCSRC-AB108F9343CA,custom-nodes/js/javascript_objects_and_hijacking.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-AB108F9343CA,,documented-only
COMFY-DOCSRC-6B35E951A35B,custom-nodes/js/javascript_overview.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-6B35E951A35B,,documented-only
COMFY-DOCSRC-484B2F1E3318,custom-nodes/js/javascript_selection_toolbox.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-484B2F1E3318,,documented-only
COMFY-DOCSRC-9B375BAEDE0B,custom-nodes/js/javascript_settings.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-9B375BAEDE0B,,documented-only
COMFY-DOCSRC-A42A0359FCFB,custom-nodes/js/javascript_sidebar_tabs.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-A42A0359FCFB,,documented-only
COMFY-DOCSRC-7DE409B08256,custom-nodes/js/javascript_toast.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-7DE409B08256,,documented-only
COMFY-DOCSRC-B541B179D824,custom-nodes/js/javascript_topbar_menu.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-B541B179D824,,documented-only
COMFY-DOCSRC-6127C9ACEAA6,custom-nodes/js/subgraphs.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-6127C9ACEAA6,,documented-only
COMFY-DOCSRC-3AB9F45007D8,custom-nodes/overview.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-3AB9F45007D8,,documented-only
COMFY-DOCSRC-6A83306A8EFA,custom-nodes/subgraph_blueprints.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-6A83306A8EFA,,documented-only
COMFY-DOCSRC-CA74D1B373E2,custom-nodes/tips.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-CA74D1B373E2,,documented-only
COMFY-DOCSRC-36DA6D77A109,custom-nodes/v3_migration.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-36DA6D77A109,COMFY-EXT-007; COMFY-EXT-015; COMFY-EXT-016,documented-only
COMFY-DOCSRC-2D5837D40F1D,custom-nodes/walkthrough.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-2D5837D40F1D,,documented-only
COMFY-DOCSRC-2E96C2247228,custom-nodes/workflow_templates.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-2E96C2247228,,documented-only
COMFY-DOCSRC-3D5C50BD13C7,custom.css,repository/site infrastructure,Repository metadata or site infrastructure.,,,documented-only
COMFY-DOCSRC-383EAC3DD792,development/api-development/getting-an-api-key.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-383EAC3DD792,,documented-only
COMFY-DOCSRC-66EB7639543F,development/api-development/overview.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-66EB7639543F,,documented-only
COMFY-DOCSRC-2F69DBCA51A3,development/api-development/workflow-api-format.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-2F69DBCA51A3,COMFY-FORMAT-044; COMFY-FORMAT-045,documented-only
COMFY-DOCSRC-8AD52E8605E0,development/cloud/api-reference.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-8AD52E8605E0,,documented-only
COMFY-DOCSRC-0991E3C8207D,development/cloud/openapi.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-0991E3C8207D,,documented-only
COMFY-DOCSRC-7A05C33E4E74,development/cloud/overview.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-7A05C33E4E74,,documented-only
COMFY-DOCSRC-10B72B77D61F,development/comfyui-server/api-examples.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-10B72B77D61F,,documented-only
COMFY-DOCSRC-05ABCB8D73ED,development/comfyui-server/api-key-integration.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-05ABCB8D73ED,,documented-only
COMFY-DOCSRC-EF795870DE27,development/comfyui-server/comms_messages.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-EF795870DE27,,documented-only
COMFY-DOCSRC-573593D46238,development/comfyui-server/comms_overview.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-573593D46238,,documented-only
COMFY-DOCSRC-BFC3AD49F997,development/comfyui-server/comms_routes.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-BFC3AD49F997,,documented-only
COMFY-DOCSRC-ABD654CBC0A0,development/comfyui-server/execution_model_inversion_guide.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-ABD654CBC0A0,,documented-only
COMFY-DOCSRC-7A3126743628,development/comfyui-server/startup-flags.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-7A3126743628,,documented-only
COMFY-DOCSRC-8159D5BE40AE,development/core-concepts/custom-nodes.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-8159D5BE40AE,,documented-only
COMFY-DOCSRC-8DC07F03BF0B,development/core-concepts/dependencies.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-8DC07F03BF0B,,documented-only
COMFY-DOCSRC-12285F4F0304,development/core-concepts/links.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-12285F4F0304,,documented-only
COMFY-DOCSRC-B62876A9856F,development/core-concepts/models.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-B62876A9856F,,documented-only
COMFY-DOCSRC-BF46A9C491CA,development/core-concepts/nodes.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-BF46A9C491CA,,documented-only
COMFY-DOCSRC-063E36BC2387,development/core-concepts/properties.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-063E36BC2387,,documented-only
COMFY-DOCSRC-9C967415F2D8,development/core-concepts/workflow.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-9C967415F2D8,,documented-only
COMFY-DOCSRC-374339848099,development/overview.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-374339848099,,documented-only
COMFY-DOCSRC-B7B4169FA5B2,docs.json,configuration/schema/lock/registry,Structured documentation/tooling configuration or schema.,,,code-inferred
COMFY-DOCSRC-3F3B73521188,favicon.svg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-E64C706A75EA,get_started/cloud.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-E64C706A75EA,,documented-only
COMFY-DOCSRC-4B49A1798FD9,get_started/first_generation.mdx,English product documentation,English source-of-truth claim container.,COMFY-DOC-4B49A1798FD9,,documented-only
COMFY-DOCSRC-C3FD8971AEBD,giscus-comments.js,executable automation/tooling,"Repository tooling, not Comfy production behavior.",,,code-inferred
COMFY-DOCSRC-F08092C45C4B,images/agent_tools/Claude_desktop.mp4,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-52059192662F,images/agent_tools/CodeX_Oauth_mcp.mp4,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-EC720F274441,images/agent_tools/auth.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-CF66241088AF,images/agent_tools/claude_desktop_mcp_setup_step1.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-883087256E41,images/agent_tools/claude_desktop_mcp_setup_step2.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-03690D55DA1E,images/agent_tools/claude_desktop_mcp_setup_step3.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-D95BEBFC687A,images/agent_tools/claude_desktop_mcp_setup_step4.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-B2262CF2D5CB,images/agent_tools/codex_mcp_setup_step1.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-00711A8062CA,images/agent_tools/codex_mcp_setup_step2.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-36B5BF471696,images/agent_tools/codex_mcp_setup_step3.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-C07F94F15736,images/agent_tools/codex_mcp_setup_step4.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-99A1CE8001A3,images/agent_tools/cursor_mcp_setup_step1.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-1A373DFADD93,images/agent_tools/cursor_mcp_setup_step2.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-534ED488EE4A,images/agent_tools/cursor_mcp_setup_step3.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-E023F8D8CBC6,images/built-in-nodes/Canny/compare.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-674D81073674,images/built-in-nodes/Canny/input.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-77AD2B334283,images/built-in-nodes/ConditioningAverage/example.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-4D7226DF5E26,images/built-in-nodes/ConditioningCombine/compare.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-C382E6D63E23,images/built-in-nodes/ImageStitch/output-1.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-B44DBA7BA7AE,images/built-in-nodes/ImageStitch/output-2.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-54E647B2FBE3,images/built-in-nodes/ImageStitch/workflow.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-D624B28A8F60,images/built-in-nodes/Load3D/load3d_outputs.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-85CC9C02E609,images/built-in-nodes/Load3D/load3d_ui.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-0F58D5A6DB6D,images/built-in-nodes/Load3D/menu.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-4970F2E928CF,images/built-in-nodes/Load3D/menu_camera.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-BE4E2C023277,images/built-in-nodes/Load3D/menu_export.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-95867C0CEC04,images/built-in-nodes/Load3D/menu_light.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-B0AF7BA82C13,images/built-in-nodes/Load3D/menu_model.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-E4E48B775D9A,images/built-in-nodes/Load3D/menu_scene.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-0F5CB535B0C4,images/built-in-nodes/Load3D/view_operations.mp4,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-BF5DF1CFE070,images/built-in-nodes/Load3DAnimation/load3d_outputs.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-6F959B305841,images/built-in-nodes/Load3DAnimation/load3d_ui.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-44466B883075,images/built-in-nodes/Load3DAnimation/recording.mp4,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-FED15FE34DD2,images/built-in-nodes/MultiGPU_WorkUnits/image1.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-446CF967D4DA,images/built-in-nodes/MultiGPU_WorkUnits/image2.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-4520FDF27DB7,images/built-in-nodes/MultiGPU_WorkUnits/image3.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-426741C3EF6F,images/built-in-nodes/MultiGPU_WorkUnits/image4.webp,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-79DAE92D89D7,images/built-in-nodes/Preview3D/preview3d_canvas.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-58873B8C0749,images/built-in-nodes/Preview3DAnimation/preview3d_canvas.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-B3D09489B55D,images/built-in-nodes/api_nodes/bfl/flux-1-1-pro-ultra-image.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-12DD256D22AA,images/built-in-nodes/api_nodes/brands/Recraft_blue.png,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-BD0FCF2FF6FB,images/built-in-nodes/api_nodes/google/veo2-video-generation.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-2977EDC1D848,images/built-in-nodes/api_nodes/ideogram/ideogram-v1.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-74ED1954923B,images/built-in-nodes/api_nodes/ideogram/ideogram-v2.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-06E102EDD784,images/built-in-nodes/api_nodes/ideogram/ideogram-v3.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-0C6ADBE6FC1C,images/built-in-nodes/api_nodes/kwai_vgi/kling-camera-control-i2v.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-27144391FC5C,images/built-in-nodes/api_nodes/kwai_vgi/kling-camera-control-t2v.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-E46BF58AFCC0,images/built-in-nodes/api_nodes/kwai_vgi/kling-camera-controls.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-1E7D1F793BFD,images/built-in-nodes/api_nodes/kwai_vgi/kling-image-generation.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-F18618B3AD98,images/built-in-nodes/api_nodes/kwai_vgi/kling-image-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-82E7DF8961EB,images/built-in-nodes/api_nodes/kwai_vgi/kling-start-end-frame-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-E97E31218DD4,images/built-in-nodes/api_nodes/kwai_vgi/kling-text-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-FBE97836645E,images/built-in-nodes/api_nodes/kwai_vgi/kling-virtual-try-on.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-28A2D9438C8A,images/built-in-nodes/api_nodes/luma/luma-concepts.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-4E4919E5003C,images/built-in-nodes/api_nodes/luma/luma-image-to-image.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-3E464AB0F76A,images/built-in-nodes/api_nodes/luma/luma-image-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-C8C2835AE5B7,images/built-in-nodes/api_nodes/luma/luma-reference.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-1EBAB6614D4C,images/built-in-nodes/api_nodes/luma/luma-text-to-image.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-B596F5C2F398,images/built-in-nodes/api_nodes/luma/luma-text-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-F52BBF0305CC,images/built-in-nodes/api_nodes/minimax/minimax-image-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-FA27163BD6BF,images/built-in-nodes/api_nodes/minimax/minimax-text-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-FD8FF1070C82,images/built-in-nodes/api_nodes/openai/openai-dall-e-2.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-3A3DE006BD09,images/built-in-nodes/api_nodes/openai/openai-dall-e-3.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-3E6E98847AD0,images/built-in-nodes/api_nodes/openai/openai-gpt-image-1.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-43635FDEC2FF,images/built-in-nodes/api_nodes/pika/pika-2-2-image-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-0085035E0964,images/built-in-nodes/api_nodes/pika/pika-2-2-scenes.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-60E91F89DEC9,images/built-in-nodes/api_nodes/pika/pika-2-2-text-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-CF28126260AC,images/built-in-nodes/api_nodes/pixverse/pixverse-image-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-19981D75336D,images/built-in-nodes/api_nodes/pixverse/pixverse-template.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-BDCAD1863FBE,images/built-in-nodes/api_nodes/pixverse/pixverse-text-to-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-2FCC490698FB,images/built-in-nodes/api_nodes/pixverse/pixverse-transition-video.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-097262018B61,images/built-in-nodes/api_nodes/recraft/recraft-color-rgb.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-742733E00456,images/built-in-nodes/api_nodes/recraft/recraft-contorols.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-F18914EFAA76,images/built-in-nodes/api_nodes/recraft/recraft-creative-upscale-image.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-7089F88D9D16,images/built-in-nodes/api_nodes/recraft/recraft-crisp-upscale-image.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-9FA180699545,images/built-in-nodes/api_nodes/recraft/recraft-image-inpainting.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-59BBF6D0DD42,images/built-in-nodes/api_nodes/recraft/recraft-image-to-image.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-56F0EB331107,images/built-in-nodes/api_nodes/recraft/recraft-remove-background.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-69EC1712D67E,images/built-in-nodes/api_nodes/recraft/recraft-replace-background.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-F49CEF47AE28,images/built-in-nodes/api_nodes/recraft/recraft-style-digital-illustraion.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-BC7796ABC502,images/built-in-nodes/api_nodes/recraft/recraft-style-logo-raster.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
COMFY-DOCSRC-5ED7090B59AC,images/built-in-nodes/api_nodes/recraft/recraft-style-realistic-image.jpg,media asset,Static documentation media; not executable feature evidence.,,,documented-only
