feature_id,event_name,event_kind,classification,availability,evidence_level,source_evidence,payload_evidence,consent_behavior,redaction_validation,rate_limit_dedup,provider_side_effects,derived_wire_names,notes
COMFY-DESKTOP-TELEMETRY-0FA5D583D33A,comfy.desktop.install.flow.opened,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/panel/usePanelOverlays.ts:319 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.install.flow.opened', {]","projects/comfy/Comfy-Desktop/src/renderer/src/panel/usePanelOverlays.ts:319 emitTelemetryAction second-argument={ flow: FLOW_TELEMETRY_NAMES[component], entrypoint }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.install.flow.opened,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-4ED270E10CE0,comfy.desktop.install.guardrail.blocked,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/lib/installHelpers.ts:41 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.install.guardrail.blocked', {]","projects/comfy/Comfy-Desktop/src/renderer/src/lib/installHelpers.ts:41 emitTelemetryAction second-argument={ guardrail_type: guardrailType, flow, stage }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.install.guardrail.blocked,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-CFC3F2C00AB5,comfy.desktop.install.method.selected,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/views/InstallWizardModal.vue:467 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.install.method.selected', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/QuickInstallModal.vue:143 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.install.method.selected', {]","projects/comfy/Comfy-Desktop/src/renderer/src/views/InstallWizardModal.vue:467 emitTelemetryAction second-argument={ source_id: source.id, source_category: source.category || source.id, flow: 'wizard' }; projects/comfy/Comfy-Desktop/src/renderer/src/views/QuickInstallModal.vue:143 emitTelemetryAction second-argument={ source_id: standalone.id, source_category: standalone.category || standalone.id, flow: 'quick' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.install.method.selected,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-FBE23C754BA9,comfy.desktop.install.phase,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/sources/standalone/install.ts:64 [mainTelemetry.emit; mainTelemetry.emit('comfy.desktop.install.phase', props)]; projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:47 [literal-reference; 'comfy.desktop.install.phase',]","projects/comfy/Comfy-Desktop/src/main/sources/standalone/install.ts:64 mainTelemetry.emit second-argument=props; Exact construction at projects/comfy/Comfy-Desktop/src/main/sources/standalone/install.ts:43-64 is {installation_id, variant, phase, status, duration_ms?}; error status additionally supplies error_bucket.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.install.phase,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-8EFFBCDE0E6D,comfy.desktop.install.post_install,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:379 [telemetry.trackedStep; await telemetry.trackedStep('comfy.desktop.install.post_install', installContext, async () => {]","projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:379 telemetry.trackedStep second-argument=installContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters; Exact installContext at projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:361-365 is {installation_id, release_tag, variant_id}.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.install.post_install.start; comfy.desktop.install.post_install.end; comfy.desktop.install.post_install.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-A1BD853FC896,comfy.desktop.install.post_install.error,derived tracked-step failure telemetry event,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:41 [literal-reference; 'comfy.desktop.install.post_install.error',]; projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:379 [trackedStep base comfy.desktop.install.post_install]","derived from projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:379 comfy.desktop.install.post_install context=installContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1104-1109 adds duration_ms, error_bucket, and scrubbed error_message sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.install.post_install.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-27E882690BDE,comfy.desktop.install.standalone,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:367 [telemetry.trackedStep; await telemetry.trackedStep('comfy.desktop.install.standalone', installContext, async () => {]","projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:367 telemetry.trackedStep second-argument=installContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters; Exact installContext at projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:361-365 is {installation_id, release_tag, variant_id}.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.install.standalone.start; comfy.desktop.install.standalone.end; comfy.desktop.install.standalone.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-4BD8005D4855,comfy.desktop.install.standalone.error,derived tracked-step failure telemetry event,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:40 [literal-reference; 'comfy.desktop.install.standalone.error',]; projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:367 [trackedStep base comfy.desktop.install.standalone]","derived from projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:367 comfy.desktop.install.standalone context=installContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1104-1109 adds duration_ms, error_bucket, and scrubbed error_message sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.install.standalone.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-BE6B1A6D30BF,comfy.desktop.install.validation,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerAppHandlers.ts:116 [mainTelemetry.emit; mainTelemetry.emit('comfy.desktop.install.validation', {]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerAppHandlers.ts:116 mainTelemetry.emit second-argument={ passed: result.supported, platform: process.platform, arch: process.arch, reason: result.supported ? null : (result.error ?? 'unsupported') }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.install.validation,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-9DFC8DF8648D,comfy.desktop.install.variant.selected,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/views/InstallWizardModal.vue:625 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.install.variant.selected', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/LoadSnapshotModal.vue:253 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.install.variant.selected', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/QuickInstallModal.vue:182 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.install.variant.selected', {]","projects/comfy/Comfy-Desktop/src/renderer/src/views/InstallWizardModal.vue:625 emitTelemetryAction second-argument={ variant_bucket: toVariantBucket( (option.data?.variantId as string | undefined) || option.value ), recommended: !!option.recommended, flow: 'wizard' }; projects/comfy/Comfy-Desktop/src/renderer/src/views/LoadSnapshotModal.vue:253 emitTelemetryAction second-argument={ variant_bucket: toVariantBucket((option.data?.variantId as string | undefined) || option.value), recommended: !!option.recommended, flow: 'snapshot' }; projects/comfy/Comfy-Desktop/src/renderer/src/views/QuickInstallModal.vue:182 emitTelemetryAction second-argument={ variant_bucket: toVariantBucket((option.data?.variantId as string | undefined) || option.value), recommended: !!option.recommended, flow: 'quick' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.install.variant.selected,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-59137935080B,comfy.desktop.instance.opened_new_window,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/index.ts:1584 [mainTelemetry.emit; mainTelemetry.emit('comfy.desktop.instance.opened_new_window', {]","projects/comfy/Comfy-Desktop/src/main/index.ts:1584 mainTelemetry.emit second-argument={ to_installation_id: installationId, method: 'picker' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.instance.opened_new_window,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-AD19860FA6CE,comfy.desktop.instance.relaunched_after_crash,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/panel/ComfyLifecycleView.vue:219 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.instance.relaunched_after_crash', {]","projects/comfy/Comfy-Desktop/src/renderer/src/panel/ComfyLifecycleView.vue:219 emitTelemetryAction second-argument={ installation_id: props.installationId, crash_to_relaunch_seconds: crashedAtMs != null ? Math.round((Date.now() - crashedAtMs) / 1000) : null }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.instance.relaunched_after_crash,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-27C0AB8E4974,comfy.desktop.instance.return_to_dashboard,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/panel/ComfyLifecycleView.vue:247 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.instance.return_to_dashboard', { from: 'lifecycle', reason })]; projects/comfy/Comfy-Desktop/src/renderer/src/panel/PanelApp.vue:439 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.instance.return_to_dashboard', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/ProgressModal.vue:417 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.instance.return_to_dashboard', { from: 'progress', reason })]; projects/comfy/Comfy-Desktop/src/renderer/src/views/ProgressModal.vue:448 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.instance.return_to_dashboard', {]","projects/comfy/Comfy-Desktop/src/renderer/src/panel/ComfyLifecycleView.vue:247 emitTelemetryAction second-argument={ from: 'lifecycle', reason }; projects/comfy/Comfy-Desktop/src/renderer/src/panel/PanelApp.vue:439 emitTelemetryAction second-argument={ from: 'menu', reason }; projects/comfy/Comfy-Desktop/src/renderer/src/views/ProgressModal.vue:417 emitTelemetryAction second-argument={ from: 'progress', reason }; projects/comfy/Comfy-Desktop/src/renderer/src/views/ProgressModal.vue:448 emitTelemetryAction second-argument={ from: 'progress', reason: 'in_flight' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.instance.return_to_dashboard,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-783B65E53B0D,comfy.desktop.instance.switched,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/index.ts:1672 [mainTelemetry.emit; mainTelemetry.emit('comfy.desktop.instance.switched', {]","projects/comfy/Comfy-Desktop/src/main/index.ts:1672 mainTelemetry.emit second-argument={ from_installation_id: parentEntry.installationId, to_installation_id: installationId, method: 'picker' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.instance.switched,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-4DCCC7A043BB,comfy.desktop.manager.mirror_seed_failed,product telemetry event,analytics event contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:374 [telemetry.capture; telemetry.capture('comfy.desktop.manager.mirror_seed_failed', {]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:374 telemetry.capture second-argument={ error_message: String(err).slice(0, 200), }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.manager.mirror_seed_failed,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-D137C0373911,comfy.desktop.migrate.flow,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts:309 [telemetry.trackedStep; adopted = await telemetry.trackedStep('comfy.desktop.migrate.flow', flowContext, async () => {]; projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts:356 [telemetry.trackedStep; 'comfy.desktop.migrate.flow',]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts:309 telemetry.trackedStep second-argument=flowContext; projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts:356 telemetry.trackedStep second-argument=flowContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters; Exact flowContext at projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts:299-302 is {source_id, source_installation_id}.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.migrate.flow.start; comfy.desktop.migrate.flow.end; comfy.desktop.migrate.flow.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-690032D97ABC,comfy.desktop.migrate.flow.error,derived tracked-step failure telemetry event,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:54 [literal-reference; 'comfy.desktop.migrate.flow.error',]; projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts:309 [trackedStep base comfy.desktop.migrate.flow]; projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts:356 [trackedStep base comfy.desktop.migrate.flow]","derived from projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts:309 comfy.desktop.migrate.flow context=flowContext; derived from projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts:356 comfy.desktop.migrate.flow context=flowContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1104-1109 adds duration_ms, error_bucket, and scrubbed error_message sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.migrate.flow.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-F92F302EB4F5,comfy.desktop.migrate.input,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:268 [telemetry.trackedStep; await telemetry.trackedStep('comfy.desktop.migrate.input', {}, async () => {]","projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:268 telemetry.trackedStep second-argument={}; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.migrate.input.start; comfy.desktop.migrate.input.end; comfy.desktop.migrate.input.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-5A923C7177BA,comfy.desktop.migrate.input.error,derived tracked-step failure telemetry event,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:56 [literal-reference; 'comfy.desktop.migrate.input.error',]; projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:268 [trackedStep base comfy.desktop.migrate.input]","derived from projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:268 comfy.desktop.migrate.input context={}; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1104-1109 adds duration_ms, error_bucket, and scrubbed error_message sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.migrate.input.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-5260A6D93986,comfy.desktop.migrate.models,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:288 [telemetry.trackedStep; await telemetry.trackedStep('comfy.desktop.migrate.models', {}, async () => {]","projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:288 telemetry.trackedStep second-argument={}; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.migrate.models.start; comfy.desktop.migrate.models.end; comfy.desktop.migrate.models.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
