source_file,classification,feature_ids,primary_anchor,reason,extension,bytes
apps/website/src/components/common/ContentSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-F1E02D97832C,COMFY-FRONTEND-SURFACE-F1E02D97832C,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-F1E02D97832C. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,8609
apps/website/src/components/common/EventsSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-4AB003FCF012,COMFY-FRONTEND-SURFACE-4AB003FCF012,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-4AB003FCF012. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2812
apps/website/src/components/common/FAQSection.stories.ts,test-only,COMFY-CLOUD-007,COMFY-CLOUD-007,Storybook scenario or configuration; evidence for variants and visual states.,.ts,672
apps/website/src/components/common/FAQSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-A1CB848F9FF5,COMFY-FRONTEND-SURFACE-A1CB848F9FF5,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-A1CB848F9FF5. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2956
apps/website/src/components/common/FooterLinkColumn.stories.ts,test-only,COMFY-CLOUD-007,COMFY-CLOUD-007,Storybook scenario or configuration; evidence for variants and visual states.,.ts,1105
apps/website/src/components/common/FooterLinkColumn.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-0330C5674325,COMFY-FRONTEND-SURFACE-0330C5674325,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-0330C5674325. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,785
apps/website/src/components/common/GitHubStarBadge.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-4C15489920F4,COMFY-FRONTEND-SURFACE-4C15489920F4,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-4C15489920F4. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,780
apps/website/src/components/common/GlassCard.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-EB98341572E5,COMFY-FRONTEND-SURFACE-EB98341572E5,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-EB98341572E5. At apps/website/src/components/common/GlassCard.vue, GlassCard is a source-specific record/content presentation for props class. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-EB98341572E5.",.vue,268
apps/website/src/components/common/HeaderMain/HeaderMain.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-C383D0BD0449,COMFY-FRONTEND-SURFACE-C383D0BD0449,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-C383D0BD0449. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2505
apps/website/src/components/common/HeaderMain/HeaderMainDesktop.vue,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.vue,2830
apps/website/src/components/common/HeaderMain/HeaderMainMobile.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-FB3989F0FFAD,COMFY-FRONTEND-SURFACE-FB3989F0FFAD,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-FB3989F0FFAD. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,6013
apps/website/src/components/common/HeaderMain/NavColumn.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-C93A031FD8AC,COMFY-FRONTEND-SURFACE-C93A031FD8AC,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-C93A031FD8AC. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1219
apps/website/src/components/common/HeaderMain/NavFeaturedCard.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-1BDC3F77D47F,COMFY-FRONTEND-SURFACE-1BDC3F77D47F,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-1BDC3F77D47F. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,808
apps/website/src/components/common/HeaderMain/NavLinkContent.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-0A66DE036ABA,COMFY-FRONTEND-SURFACE-0A66DE036ABA,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-0A66DE036ABA. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,703
apps/website/src/components/common/JsonLdGraph.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,271
apps/website/src/components/common/NodeBadge.stories.ts,test-only,COMFY-CLOUD-007,COMFY-CLOUD-007,Storybook scenario or configuration; evidence for variants and visual states.,.ts,765
apps/website/src/components/common/NodeBadge.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-8D912333F846,COMFY-FRONTEND-SURFACE-8D912333F846,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-8D912333F846. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1865
apps/website/src/components/common/PlayPauseButton.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-3665F7045CCE,COMFY-FRONTEND-SURFACE-3665F7045CCE,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-3665F7045CCE. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1100
apps/website/src/components/common/ProductCard.stories.ts,test-only,COMFY-CLOUD-007,COMFY-CLOUD-007,Storybook scenario or configuration; evidence for variants and visual states.,.ts,1733
apps/website/src/components/common/ProductCard.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-245080C2DB31,COMFY-FRONTEND-SURFACE-245080C2DB31,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-245080C2DB31. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,866
apps/website/src/components/common/ProductCardsSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-8BEE3EEFF831,COMFY-FRONTEND-SURFACE-8BEE3EEFF831,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-8BEE3EEFF831. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2212
apps/website/src/components/common/ProductHeroBadge.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-659E6BE3CE92,COMFY-FRONTEND-SURFACE-659E6BE3CE92,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-659E6BE3CE92. At apps/website/src/components/common/ProductHeroBadge.vue, ProductHeroBadge is a source-specific label/status decoration for props logoSrc, logoAlt, text. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-659E6BE3CE92.",.vue,1361
apps/website/src/components/common/SectionHeader.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-29BDCE3A782E,COMFY-FRONTEND-SURFACE-29BDCE3A782E,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-29BDCE3A782E. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1150
apps/website/src/components/common/SectionLabel.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-23E895403D8D,COMFY-FRONTEND-SURFACE-23E895403D8D,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-23E895403D8D. At apps/website/src/components/common/SectionLabel.vue, SectionLabel is a source-specific label/status decoration with static source-local markup. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-23E895403D8D.",.vue,175
apps/website/src/components/common/SiteFooter.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-133C3E06AF76,COMFY-FRONTEND-SURFACE-133C3E06AF76,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-133C3E06AF76. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,5615
apps/website/src/components/common/SiteVideo.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-2B9B895EB59A,COMFY-FRONTEND-SURFACE-2B9B895EB59A,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-2B9B895EB59A. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1464
apps/website/src/components/common/SocialProofBarSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-42090F041343,COMFY-FRONTEND-SURFACE-42090F041343,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-42090F041343. At apps/website/src/components/common/SocialProofBarSection.vue, SocialProofBarSection is a source-specific layout and typography wrapper with static source-local markup. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-42090F041343.",.vue,2198
apps/website/src/components/common/VideoPlayer.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-4E1CE7E59F66,COMFY-FRONTEND-SURFACE-4E1CE7E59F66,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-4E1CE7E59F66. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,9992
apps/website/src/components/common/WireNodeLayout.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-9BC8FEA352AC,COMFY-FRONTEND-SURFACE-9BC8FEA352AC,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-9BC8FEA352AC. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,9501
apps/website/src/components/common/brandButton.variants.ts,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.ts,1070
apps/website/src/components/contact/FormSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-F16DFB06D3EC,COMFY-FRONTEND-SURFACE-F16DFB06D3EC,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-F16DFB06D3EC. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2398
apps/website/src/components/contact/HubspotFormEmbed.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-549A46AC3E54,COMFY-FRONTEND-SURFACE-549A46AC3E54,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-549A46AC3E54. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,4537
apps/website/src/components/customers/ArticleNav.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-5DF86430861A,COMFY-FRONTEND-SURFACE-5DF86430861A,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-5DF86430861A. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2778
apps/website/src/components/customers/ContactSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-95F592C98044,COMFY-FRONTEND-SURFACE-95F592C98044,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-95F592C98044. At apps/website/src/components/customers/ContactSection.vue, ContactSection is a source-specific layout and typography wrapper for props locale. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-95F592C98044.",.vue,667
apps/website/src/components/customers/CustomerArticle.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,1955
apps/website/src/components/customers/DetailHeroSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-BA725EFE9FE5,COMFY-FRONTEND-SURFACE-BA725EFE9FE5,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-BA725EFE9FE5. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1694
apps/website/src/components/customers/FeedbackSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-BECBA1AEA028,COMFY-FRONTEND-SURFACE-BECBA1AEA028,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-BECBA1AEA028. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,3208
apps/website/src/components/customers/HeroSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-3776C573409B,COMFY-FRONTEND-SURFACE-3776C573409B,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-3776C573409B. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2742
apps/website/src/components/customers/StorySection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-4FCD9D14273C,COMFY-FRONTEND-SURFACE-4FCD9D14273C,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-4FCD9D14273C. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1949
apps/website/src/components/customers/VideoSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-5C8C45739F9A,COMFY-FRONTEND-SURFACE-5C8C45739F9A,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-5C8C45739F9A. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,710
apps/website/src/components/customers/WhatsNextSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-3312264C2D1E,COMFY-FRONTEND-SURFACE-3312264C2D1E,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-3312264C2D1E. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1586
apps/website/src/components/customers/content/BulletList.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,54
apps/website/src/components/customers/content/Contributors.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,710
apps/website/src/components/customers/content/Figure.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,356
apps/website/src/components/customers/content/Heading.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,95
apps/website/src/components/customers/content/ListItem.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,179
apps/website/src/components/customers/content/Paragraph.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,71
apps/website/src/components/customers/content/Quote.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,365
apps/website/src/components/customers/content/ReadMore.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-4803A602546F,COMFY-FRONTEND-SURFACE-4803A602546F,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-4803A602546F. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,569
apps/website/src/components/customers/content/Section.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,280
apps/website/src/components/customers/content/Steps.astro,cloud/paid,COMFY-CLOUD-007,COMFY-CLOUD-007,Production public website/Cloud surface; cataloged and requires explicit include/defer decision for Sim.,.astro,450
apps/website/src/components/demos/ArcadeEmbed.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-29171E8616AB,COMFY-FRONTEND-SURFACE-29171E8616AB,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-29171E8616AB. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1781
apps/website/src/components/demos/DemoHeroSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-4DCFD3BEEBF6,COMFY-FRONTEND-SURFACE-4DCFD3BEEBF6,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-4DCFD3BEEBF6. At apps/website/src/components/demos/DemoHeroSection.vue, DemoHeroSection is a source-specific layout and typography wrapper for props label, title, description, difficulty, estimatedTime, locale. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-4DCFD3BEEBF6.",.vue,1600
apps/website/src/components/demos/DemoNavSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-E3B1DD8C13AF,COMFY-FRONTEND-SURFACE-E3B1DD8C13AF,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-E3B1DD8C13AF. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1719
apps/website/src/components/demos/DemoTranscript.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-E01F52FD659B,COMFY-FRONTEND-SURFACE-E01F52FD659B,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-E01F52FD659B. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1251
apps/website/src/components/gallery/ContactSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-4E389C4C2332,COMFY-FRONTEND-SURFACE-4E389C4C2332,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-4E389C4C2332. At apps/website/src/components/gallery/ContactSection.vue, ContactSection is a source-specific layout and typography wrapper for props locale. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-4E389C4C2332.",.vue,681
apps/website/src/components/gallery/GalleryCard.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-06F82A23498A,COMFY-FRONTEND-SURFACE-06F82A23498A,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-06F82A23498A. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2668
apps/website/src/components/gallery/GalleryDetailModal.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-D816B3A259B0,COMFY-FRONTEND-SURFACE-D816B3A259B0,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-D816B3A259B0. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,8815
apps/website/src/components/gallery/GalleryItemAttribution.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-FB028ACEE4C2,COMFY-FRONTEND-SURFACE-FB028ACEE4C2,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-FB028ACEE4C2. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,933
apps/website/src/components/gallery/GallerySection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-79F3ED20C9DE,COMFY-FRONTEND-SURFACE-79F3ED20C9DE,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-79F3ED20C9DE. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,4911
apps/website/src/components/gallery/HeroSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-BC995EC26949,COMFY-FRONTEND-SURFACE-BC995EC26949,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-BC995EC26949. At apps/website/src/components/gallery/HeroSection.vue, HeroSection is a source-specific layout and typography wrapper for props locale; child components SectionLabel. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-BC995EC26949.",.vue,835
apps/website/src/components/home/BlobMedia.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-B016892F23C1,COMFY-FRONTEND-SURFACE-B016892F23C1,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-B016892F23C1. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1307
apps/website/src/components/home/BlobRail.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-D7FA844254D4,COMFY-FRONTEND-SURFACE-D7FA844254D4,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-D7FA844254D4. At apps/website/src/components/home/BlobRail.vue, BlobRail is a source-specific render-only presentation for props side. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-D7FA844254D4.",.vue,522
apps/website/src/components/home/BuildWhatSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-EC48A582FF20,COMFY-FRONTEND-SURFACE-EC48A582FF20,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-EC48A582FF20. At apps/website/src/components/home/BuildWhatSection.vue, BuildWhatSection is a source-specific layout and typography wrapper for props locale; child components NodeBadge. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-EC48A582FF20.",.vue,1189
apps/website/src/components/home/CaseStudySpotlightSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-272111E669CE,COMFY-FRONTEND-SURFACE-272111E669CE,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-272111E669CE. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2168
apps/website/src/components/home/GetStartedSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-08E65253F3DD,COMFY-FRONTEND-SURFACE-08E65253F3DD,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-08E65253F3DD. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,3359
apps/website/src/components/home/HeroSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-2E14E555EE64,COMFY-FRONTEND-SURFACE-2E14E555EE64,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-2E14E555EE64. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1563
apps/website/src/components/home/ProductCardsSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-8DF118357FA1,COMFY-FRONTEND-SURFACE-8DF118357FA1,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-8DF118357FA1. At apps/website/src/components/home/ProductCardsSection.vue, ProductCardsSection is a source-specific layout and typography wrapper for props locale; child components ProductCardsSection. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-8DF118357FA1.",.vue,287
apps/website/src/components/home/ProductShowcaseSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-AB23818FA875,COMFY-FRONTEND-SURFACE-AB23818FA875,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-AB23818FA875. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,7140
apps/website/src/components/home/UseCaseSection.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-2753B1EE3A42,COMFY-FRONTEND-SURFACE-2753B1EE3A42,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-2753B1EE3A42. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,8842
apps/website/src/components/icons/BreadthumbIcon.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-30866EB459C8,COMFY-FRONTEND-SURFACE-30866EB459C8,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-30866EB459C8. At apps/website/src/components/icons/BreadthumbIcon.vue, BreadthumbIcon is a source-specific icon/status glyph renderer for props class. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-30866EB459C8.",.vue,929
apps/website/src/components/icons/CheckIcon.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-69603D1B778C,COMFY-FRONTEND-SURFACE-69603D1B778C,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-69603D1B778C. At apps/website/src/components/icons/CheckIcon.vue, CheckIcon is a source-specific icon/status glyph renderer for props class. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-69603D1B778C.",.vue,476
apps/website/src/components/icons/NodeUnionIcon.vue,cloud/paid,COMFY-CLOUD-007 | COMFY-FRONTEND-SURFACE-E3E38CA57012,COMFY-FRONTEND-SURFACE-E3E38CA57012,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-E3E38CA57012. At apps/website/src/components/icons/NodeUnionIcon.vue, NodeUnionIcon is a source-specific icon/status glyph renderer for props class; child components g, defs, clipPath, rect. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-E3E38CA57012.",.vue,1113
