schema_name,classification,availability,evidence_level,confidence,fields,required,bases,source_file,source_line,source_symbol,feature_id,test_evidence,used_by,sim_status,parity_gap
CacheValue,executable Python typed schema,active,test-backed,high,outputs: list = <required> | ui: dict = None,,,comfy_api/latest/_caching.py,14,CacheValue,COMFY-FORMAT-SCHEMA-0207,tests-unit/execution_test/test_cache_provider.py,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema CacheValue.
AudioInput,executable Python typed schema,active,test-backed,high,waveform: torch.Tensor = <required> | sample_rate: int = <required>,,TypedDict,comfy_api/latest/_input/basic_types.py,14,AudioInput,COMFY-FORMAT-SCHEMA-0208,tests-unit/comfy_api_test/video_types_test.py,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema AudioInput.
LatentInput,executable Python typed schema,active,code-inferred,high,samples: torch.Tensor = <required> | noise_mask: Optional[MaskInput] = <required> | batch_index: Optional[list[int]] = <required>,,TypedDict,comfy_api/latest/_input/basic_types.py,26,LatentInput,COMFY-FORMAT-SCHEMA-0209,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema LatentInput.
InputMapOldId,executable Python typed schema,active,code-inferred,high,new_id: str = <required> | old_id: str = <required>,,TypedDict,comfy_api/latest/_io.py,2268,InputMapOldId,COMFY-FORMAT-SCHEMA-0210,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema InputMapOldId.
InputMapSetValue,executable Python typed schema,active,code-inferred,high,new_id: str = <required> | set_value: Any = <required>,,TypedDict,comfy_api/latest/_io.py,2273,InputMapSetValue,COMFY-FORMAT-SCHEMA-0211,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema InputMapSetValue.
NodeInfoV1,executable Python typed schema,active,code-inferred,high,"input: dict = None | input_order: dict[str, list[str]] = None | is_input_list: bool = None | output: list[str] = None | output_is_list: list[bool] = None | output_name: list[str] = None | output_tooltips: list[str] = None | output_matchtypes: list[str] = None | name: str = None | display_name: str = None | description: str = None | python_module: Any = None | category: str = None | output_node: bool = None | deprecated: bool = None | experimental: bool = None | dev_only: bool = None | api_node: bool = None | price_badge: dict | None = None | search_aliases: list[str] = None | essentials_category: str = None | has_intermediate_output: bool = None",,,comfy_api/latest/_io.py,1498,NodeInfoV1,COMFY-FORMAT-SCHEMA-0212,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema NodeInfoV1.
OutputMap,executable Python typed schema,active,code-inferred,high,new_idx: int = <required> | old_idx: int = <required>,,TypedDict,comfy_api/latest/_io.py,2285,OutputMap,COMFY-FORMAT-SCHEMA-0213,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema OutputMap.
PriceBadge,executable Python typed schema,active,code-inferred,high,expr: str = <required> | depends_on: PriceBadgeDepends = field(default_factory=PriceBadgeDepends) | engine: str = field(default='jsonata'),,,comfy_api/latest/_io.py,1567,PriceBadge,COMFY-FORMAT-SCHEMA-0214,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema PriceBadge.
PriceBadgeDepends,executable Python typed schema,active,code-inferred,high,widgets: list[str] = field(default_factory=list) | inputs: list[str] = field(default_factory=list) | input_groups: list[str] = field(default_factory=list),,,comfy_api/latest/_io.py,1524,PriceBadgeDepends,COMFY-FORMAT-SCHEMA-0215,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema PriceBadgeDepends.
Schema,executable Python typed schema,active,test-backed,high,node_id: str = <required> | display_name: str = None | category: str = 'sd' | inputs: list[Input] = field(default_factory=list) | outputs: list[Output] = field(default_factory=list) | hidden: list[Hidden] = field(default_factory=list) | description: str = '' | search_aliases: list[str] = field(default_factory=list) | is_input_list: bool = False | is_output_node: bool = False | is_deprecated: bool = False | is_experimental: bool = False | is_dev_only: bool = False | is_api_node: bool = False | price_badge: PriceBadge | None = None | not_idempotent: bool = False | enable_expand: bool = False | accept_all_inputs: bool = False | essentials_category: str | None = None | has_intermediate_output: bool = False,,,comfy_api/latest/_io.py,1588,Schema,COMFY-FORMAT-SCHEMA-0216,tests-unit/assets_test/test_uploads.py,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Schema.
V3Data,executable Python typed schema,active,code-inferred,high,"hidden_inputs: dict[str, Any] = <required> | dynamic_paths: dict[str, Any] = <required> | dynamic_paths_default_value: dict[str, Any] = <required> | create_dynamic_tuple: bool = <required>",,TypedDict,comfy_api/latest/_io.py,1425,V3Data,COMFY-FORMAT-SCHEMA-0217,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema V3Data.
VideoComponents,executable Python typed schema,active,test-backed,high,images: ImageInput = <required> | frame_rate: Fraction = <required> | audio: Optional[AudioInput] = None | metadata: Optional[dict] = None | alpha: Optional[MaskInput] = None,,,comfy_api/latest/_util/video_types.py,41,VideoComponents,COMFY-FORMAT-SCHEMA-0218,tests-unit/comfy_api_test/video_bit_depth_test.py | tests-unit/comfy_api_test/video_types_test.py,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema VideoComponents.
APIKey,executable Python typed schema,cloud/paid,code-inferred,high,created_at: Optional[datetime] = None | description: Optional[str] = None | id: Optional[str] = None | key_prefix: Optional[str] = None | name: Optional[str] = None,,BaseModel,comfy_api_nodes/apis/__init__.py,15,APIKey,COMFY-FORMAT-SCHEMA-0219,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema APIKey.
ActionJobResult,executable Python typed schema,cloud/paid,code-inferred,high,"action_job_id: Optional[str] = Field(None, description='Identifier of the job this result belongs to') | action_run_id: Optional[str] = Field(None, description='Identifier of the run this result belongs to') | author: Optional[str] = Field(None, description='The author of the commit') | avg_vram: Optional[int] = Field(None, description='The average VRAM used by the job') | branch_name: Optional[str] = Field(None, description='Name of the relevant git branch') | comfy_run_flags: Optional[str] = Field(None, description='The comfy run flags. E.g. `--low-vram`') | commit_hash: Optional[str] = Field(None, description='The hash of the commit') | commit_id: Optional[str] = Field(None, description='The ID of the commit') | commit_message: Optional[str] = Field(None, description='The message of the commit') | commit_time: Optional[int] = Field(None, description='The Unix timestamp when the commit was made') | cuda_version: Optional[str] = Field(None, description='CUDA version used') | end_time: Optional[int] = Field(None, description='The end time of the job as a Unix timestamp.') | git_repo: Optional[str] = Field(None, description='The repository name') | id: Optional[UUID] = Field(None, description='Unique identifier for the job result') | job_trigger_user: Optional[str] = Field(None, description='The user who triggered the job.') | machine_stats: Optional[MachineStats] = None | operating_system: Optional[str] = Field(None, description='Operating system used') | peak_vram: Optional[int] = Field(None, description='The peak VRAM used by the job') | pr_number: Optional[str] = Field(None, description='The pull request number') | python_version: Optional[str] = Field(None, description='PyTorch version used') | pytorch_version: Optional[str] = Field(None, description='PyTorch version used') | start_time: Optional[int] = Field(None, description='The start time of the job as a Unix timestamp.') | status: Optional[WorkflowRunStatus] = None | storage_file: Optional[StorageFile] = None | workflow_name: Optional[str] = Field(None, description='Name of the workflow')",,BaseModel,comfy_api_nodes/apis/__init__.py,4407,ActionJobResult,COMFY-FORMAT-SCHEMA-0220,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ActionJobResult.
AuditLog,executable Python typed schema,cloud/paid,code-inferred,high,"createdAt: Optional[datetime] = Field(None, description='The date and time the event was created') | event_id: Optional[str] = Field(None, description='the id of the event') | event_type: Optional[str] = Field(None, description='the type of the event') | params: Optional[Dict[str, Any]] = Field(None, description='data related to the event')",,BaseModel,comfy_api_nodes/apis/__init__.py,29,AuditLog,COMFY-FORMAT-SCHEMA-0221,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema AuditLog.
BFLAsyncResponse,executable Python typed schema,cloud/paid,code-inferred,high,"id: str = Field(..., title='Id') | polling_url: str = Field(..., title='Polling Url')",,BaseModel,comfy_api_nodes/apis/__init__.py,40,BFLAsyncResponse,COMFY-FORMAT-SCHEMA-0222,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLAsyncResponse.
BFLAsyncWebhookResponse,executable Python typed schema,cloud/paid,code-inferred,high,"id: str = Field(..., title='Id') | status: str = Field(..., title='Status') | webhook_url: str = Field(..., title='Webhook Url')",,BaseModel,comfy_api_nodes/apis/__init__.py,45,BFLAsyncWebhookResponse,COMFY-FORMAT-SCHEMA-0223,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLAsyncWebhookResponse.
BFLCannyInputs,executable Python typed schema,cloud/paid,code-inferred,high,"canny_high_threshold: Optional[CannyHighThreshold] = Field(default_factory=lambda : CannyHighThreshold.model_validate(200), description='High threshold for Canny edge detection', title='Canny High Threshold') | canny_low_threshold: Optional[CannyLowThreshold] = Field(default_factory=lambda : CannyLowThreshold.model_validate(50), description='Low threshold for Canny edge detection', title='Canny Low Threshold') | control_image: Optional[str] = Field(None, description='Base64 encoded image to use as control input if no preprocessed image is provided', title='Control Image') | guidance: Optional[Guidance] = Field(default_factory=lambda : Guidance.model_validate(30), description='Guidance strength for the image generation process', title='Guidance') | output_format: Optional[BFLOutputFormat] = Field('jpeg', description=""Output format for the generated image. Can be 'jpeg' or 'png'."") | preprocessed_image: Optional[str] = Field(None, description='Optional pre-processed image that will bypass the control preprocessing step', title='Preprocessed Image') | prompt: str = Field(..., description='Text prompt for image generation', examples=['ein fantastisches bild'], title='Prompt') | prompt_upsampling: Optional[bool] = Field(False, description='Whether to perform upsampling on the prompt', title='Prompt Upsampling') | safety_tolerance: Optional[int] = Field(2, description='Tolerance level for input and output moderation. Between 0 and 6, 0 being most strict, 6 being least strict.', ge=0, le=6, title='Safety Tolerance') | seed: Optional[int] = Field(None, description='Optional seed for reproducibility', examples=[42], title='Seed') | steps: Optional[Steps] = Field(default_factory=lambda : Steps.model_validate(50), description='Number of steps for the image generation process', title='Steps') | webhook_secret: Optional[str] = Field(None, description='Optional secret for webhook signature verification', title='Webhook Secret') | webhook_url: Optional[WebhookUrl] = Field(None, description='URL to receive webhook notifications', title='Webhook Url')",,BaseModel,comfy_api_nodes/apis/__init__.py,4453,BFLCannyInputs,COMFY-FORMAT-SCHEMA-0224,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLCannyInputs.
BFLDepthInputs,executable Python typed schema,cloud/paid,code-inferred,high,"control_image: Optional[str] = Field(None, description='Base64 encoded image to use as control input', title='Control Image') | guidance: Optional[Guidance] = Field(default_factory=lambda : Guidance.model_validate(15), description='Guidance strength for the image generation process', title='Guidance') | output_format: Optional[BFLOutputFormat] = Field('jpeg', description=""Output format for the generated image. Can be 'jpeg' or 'png'."") | preprocessed_image: Optional[str] = Field(None, description='Optional pre-processed image that will bypass the control preprocessing step', title='Preprocessed Image') | prompt: str = Field(..., description='Text prompt for image generation', examples=['ein fantastisches bild'], title='Prompt') | prompt_upsampling: Optional[bool] = Field(False, description='Whether to perform upsampling on the prompt', title='Prompt Upsampling') | safety_tolerance: Optional[int] = Field(2, description='Tolerance level for input and output moderation. Between 0 and 6, 0 being most strict, 6 being least strict.', ge=0, le=6, title='Safety Tolerance') | seed: Optional[int] = Field(None, description='Optional seed for reproducibility', examples=[42], title='Seed') | steps: Optional[Steps] = Field(default_factory=lambda : Steps.model_validate(50), description='Number of steps for the image generation process', title='Steps') | webhook_secret: Optional[str] = Field(None, description='Optional secret for webhook signature verification', title='Webhook Secret') | webhook_url: Optional[WebhookUrl] = Field(None, description='URL to receive webhook notifications', title='Webhook Url')",,BaseModel,comfy_api_nodes/apis/__init__.py,4522,BFLDepthInputs,COMFY-FORMAT-SCHEMA-0225,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLDepthInputs.
BFLFluxKontextMaxGenerateRequest,executable Python typed schema,cloud/paid,code-inferred,high,"guidance: Optional[float] = Field(3, description='The guidance scale for generation', ge=1.0, le=20.0) | input_image: str = Field(..., description='Base64 encoded image to be edited') | prompt: str = Field(..., description='The text prompt describing what to edit on the image') | steps: Optional[int] = Field(50, description='Number of inference steps', ge=1, le=50)",,BaseModel,comfy_api_nodes/apis/__init__.py,97,BFLFluxKontextMaxGenerateRequest,COMFY-FORMAT-SCHEMA-0226,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxKontextMaxGenerateRequest.
BFLFluxKontextMaxGenerateResponse,executable Python typed schema,cloud/paid,code-inferred,high,"id: str = Field(..., description='Job ID for tracking') | polling_url: str = Field(..., description='URL to poll for results')",,BaseModel,comfy_api_nodes/apis/__init__.py,110,BFLFluxKontextMaxGenerateResponse,COMFY-FORMAT-SCHEMA-0227,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxKontextMaxGenerateResponse.
BFLFluxKontextProGenerateRequest,executable Python typed schema,cloud/paid,code-inferred,high,"guidance: Optional[float] = Field(3, description='The guidance scale for generation', ge=1.0, le=20.0) | input_image: str = Field(..., description='Base64 encoded image to be edited') | prompt: str = Field(..., description='The text prompt describing what to edit on the image') | steps: Optional[int] = Field(50, description='Number of inference steps', ge=1, le=50)",,BaseModel,comfy_api_nodes/apis/__init__.py,115,BFLFluxKontextProGenerateRequest,COMFY-FORMAT-SCHEMA-0228,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxKontextProGenerateRequest.
BFLFluxKontextProGenerateResponse,executable Python typed schema,cloud/paid,code-inferred,high,"id: str = Field(..., description='Job ID for tracking') | polling_url: str = Field(..., description='URL to poll for results')",,BaseModel,comfy_api_nodes/apis/__init__.py,128,BFLFluxKontextProGenerateResponse,COMFY-FORMAT-SCHEMA-0229,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxKontextProGenerateResponse.
BFLFluxPro11GenerateRequest,executable Python typed schema,cloud/paid,code-inferred,high,"height: int = Field(..., description='Height of the generated image') | image_prompt: Optional[str] = Field(None, description='Optional image prompt') | output_format: Optional[OutputFormat] = Field(None, description='Output image format') | prompt: str = Field(..., description='The main text prompt for image generation') | prompt_upsampling: Optional[bool] = Field(None, description='Whether to use prompt upsampling') | safety_tolerance: Optional[int] = Field(None, description='Safety tolerance level') | seed: Optional[int] = Field(None, description='Random seed for reproducibility') | webhook_secret: Optional[str] = Field(None, description='Optional webhook secret for async processing') | webhook_url: Optional[str] = Field(None, description='Optional webhook URL for async processing') | width: int = Field(..., description='Width of the generated image')",,BaseModel,comfy_api_nodes/apis/__init__.py,138,BFLFluxPro11GenerateRequest,COMFY-FORMAT-SCHEMA-0230,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxPro11GenerateRequest.
BFLFluxPro11GenerateResponse,executable Python typed schema,cloud/paid,code-inferred,high,"id: str = Field(..., description='Job ID for tracking') | polling_url: str = Field(..., description='URL to poll for results')",,BaseModel,comfy_api_nodes/apis/__init__.py,159,BFLFluxPro11GenerateResponse,COMFY-FORMAT-SCHEMA-0231,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxPro11GenerateResponse.
BFLFluxProExpandInputs,executable Python typed schema,cloud/paid,code-inferred,high,"bottom: Optional[Bottom] = Field(0, description='Number of pixels to expand at the bottom of the image', title='Bottom') | guidance: Optional[Guidance2] = Field(default_factory=lambda : Guidance2.model_validate(60), description='Guidance strength for the image generation process', title='Guidance') | image: str = Field(..., description='A Base64-encoded string representing the image you wish to expand.', title='Image') | left: Optional[Left] = Field(0, description='Number of pixels to expand on the left side of the image', title='Left') | output_format: Optional[BFLOutputFormat] = Field('jpeg', description=""Output format for the generated image. Can be 'jpeg' or 'png'."") | prompt: Optional[str] = Field('', description='The description of the changes you want to make. This text guides the expansion process, allowing you to specify features, styles, or modifications for the expanded areas.', examples=['ein fantastisches bild'], title='Prompt') | prompt_upsampling: Optional[bool] = Field(False, description='Whether to perform upsampling on the prompt. If active, automatically modifies the prompt for more creative generation', title='Prompt Upsampling') | right: Optional[Right] = Field(0, description='Number of pixels to expand on the right side of the image', title='Right') | safety_tolerance: Optional[int] = Field(2, description='Tolerance level for input and output moderation. Between 0 and 6, 0 being most strict, 6 being least strict.', examples=[2], ge=0, le=6, title='Safety Tolerance') | seed: Optional[int] = Field(None, description='Optional seed for reproducibility', title='Seed') | steps: Optional[Steps2] = Field(default_factory=lambda : Steps2.model_validate(50), description='Number of steps for the image generation process', examples=[50], title='Steps') | top: Optional[Top] = Field(0, description='Number of pixels to expand at the top of the image', title='Top') | webhook_secret: Optional[str] = Field(None, description='Optional secret for webhook signature verification', title='Webhook Secret') | webhook_url: Optional[WebhookUrl] = Field(None, description='URL to receive webhook notifications', title='Webhook Url')",,BaseModel,comfy_api_nodes/apis/__init__.py,4581,BFLFluxProExpandInputs,COMFY-FORMAT-SCHEMA-0232,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxProExpandInputs.
BFLFluxProFillInputs,executable Python typed schema,cloud/paid,code-inferred,high,"guidance: Optional[Guidance2] = Field(default_factory=lambda : Guidance2.model_validate(60), description='Guidance strength for the image generation process', title='Guidance') | image: str = Field(..., description='A Base64-encoded string representing the image you wish to modify. Can contain alpha mask if desired.', title='Image') | mask: Optional[str] = Field(None, description='A Base64-encoded string representing a mask for the areas you want to modify in the image. The mask should be the same dimensions as the image and in black and white. Black areas (0%) indicate no modification, while white areas (100%) specify areas for inpainting. Optional if you provide an alpha mask in the original image. Validation: The endpoint verifies that the dimensions of the mask match the original image.', title='Mask') | output_format: Optional[BFLOutputFormat] = Field('jpeg', description=""Output format for the generated image. Can be 'jpeg' or 'png'."") | prompt: Optional[str] = Field('', description='The description of the changes you want to make. This text guides the inpainting process, allowing you to specify features, styles, or modifications for the masked area.', examples=['ein fantastisches bild'], title='Prompt') | prompt_upsampling: Optional[bool] = Field(False, description='Whether to perform upsampling on the prompt. If active, automatically modifies the prompt for more creative generation', title='Prompt Upsampling') | safety_tolerance: Optional[int] = Field(2, description='Tolerance level for input and output moderation. Between 0 and 6, 0 being most strict, 6 being least strict.', examples=[2], ge=0, le=6, title='Safety Tolerance') | seed: Optional[int] = Field(None, description='Optional seed for reproducibility', title='Seed') | steps: Optional[Steps2] = Field(default_factory=lambda : Steps2.model_validate(50), description='Number of steps for the image generation process', examples=[50], title='Steps') | webhook_secret: Optional[str] = Field(None, description='Optional secret for webhook signature verification', title='Webhook Secret') | webhook_url: Optional[WebhookUrl] = Field(None, description='URL to receive webhook notifications', title='Webhook Url')",,BaseModel,comfy_api_nodes/apis/__init__.py,4652,BFLFluxProFillInputs,COMFY-FORMAT-SCHEMA-0233,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxProFillInputs.
BFLFluxProGenerateRequest,executable Python typed schema,cloud/paid,code-inferred,high,"guidance_scale: Optional[float] = Field(None, description='The guidance scale for generation.', ge=1.0, le=20.0) | height: int = Field(..., description='The height of the image to generate.', ge=64, le=2048) | negative_prompt: Optional[str] = Field(None, description='The negative prompt for image generation.') | num_images: Optional[int] = Field(None, description='The number of images to generate.', ge=1, le=4) | num_inference_steps: Optional[int] = Field(None, description='The number of inference steps.', ge=1, le=100) | prompt: str = Field(..., description='The text prompt for image generation.') | seed: Optional[int] = Field(None, description='The seed value for reproducibility.') | width: int = Field(..., description='The width of the image to generate.', ge=64, le=2048)",,BaseModel,comfy_api_nodes/apis/__init__.py,225,BFLFluxProGenerateRequest,COMFY-FORMAT-SCHEMA-0234,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxProGenerateRequest.
BFLFluxProGenerateResponse,executable Python typed schema,cloud/paid,code-inferred,high,"id: str = Field(..., description='The unique identifier for the generation task.') | polling_url: str = Field(..., description='URL to poll for the generation result.')",,BaseModel,comfy_api_nodes/apis/__init__.py,248,BFLFluxProGenerateResponse,COMFY-FORMAT-SCHEMA-0235,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLFluxProGenerateResponse.
BFLHTTPValidationError,executable Python typed schema,cloud/paid,code-inferred,high,"detail: Optional[List[BFLValidationError]] = Field(None, title='Detail')",,BaseModel,comfy_api_nodes/apis/__init__.py,4710,BFLHTTPValidationError,COMFY-FORMAT-SCHEMA-0236,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLHTTPValidationError.
BFLValidationError,executable Python typed schema,cloud/paid,code-inferred,high,"loc: List[Union[str, int]] = Field(..., title='Location') | msg: str = Field(..., title='Message') | type: str = Field(..., title='Error Type')",,BaseModel,comfy_api_nodes/apis/__init__.py,258,BFLValidationError,COMFY-FORMAT-SCHEMA-0237,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BFLValidationError.
BulkNodeVersionResult,executable Python typed schema,cloud/paid,code-inferred,high,"error_message: Optional[str] = Field(None, description='Error message if retrieval failed (only present if status is error)') | identifier: NodeVersionIdentifier = <required> | node_version: Optional[NodeVersion] = None | status: Status = Field(..., description='Status of the retrieval operation')",,BaseModel,comfy_api_nodes/apis/__init__.py,5707,BulkNodeVersionResult,COMFY-FORMAT-SCHEMA-0238,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BulkNodeVersionResult.
BulkNodeVersionsRequest,executable Python typed schema,cloud/paid,code-inferred,high,"node_versions: List[NodeVersionIdentifier] = Field(..., description='List of node ID and version pairs to retrieve')",,BaseModel,comfy_api_nodes/apis/__init__.py,4714,BulkNodeVersionsRequest,COMFY-FORMAT-SCHEMA-0239,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BulkNodeVersionsRequest.
BulkNodeVersionsResponse,executable Python typed schema,cloud/paid,code-inferred,high,"node_versions: List[BulkNodeVersionResult] = Field(..., description='List of retrieved node versions with their status')",,BaseModel,comfy_api_nodes/apis/__init__.py,5717,BulkNodeVersionsResponse,COMFY-FORMAT-SCHEMA-0240,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema BulkNodeVersionsResponse.
Card,executable Python typed schema,cloud/paid,code-inferred,high,installments: Optional[Any] = None | mandate_options: Optional[Any] = None | network: Optional[Any] = None | request_three_d_secure: Optional[str] = None,,BaseModel,comfy_api_nodes/apis/__init__.py,3853,Card,COMFY-FORMAT-SCHEMA-0241,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Card.
CharacterRef,executable Python typed schema,cloud/paid,code-inferred,high,identity0: Optional[LumaImageIdentity] = None,,BaseModel,comfy_api_nodes/apis/__init__.py,5290,CharacterRef,COMFY-FORMAT-SCHEMA-0242,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema CharacterRef.
Checks,executable Python typed schema,cloud/paid,code-inferred,high,address_line1_check: Optional[Any] = None | address_postal_code_check: Optional[Any] = None | cvc_check: Optional[str] = None,,BaseModel,comfy_api_nodes/apis/__init__.py,3768,Checks,COMFY-FORMAT-SCHEMA-0243,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Checks.
ClaimMyNodeRequest,executable Python typed schema,cloud/paid,code-inferred,high,"GH_TOKEN: str = Field(..., description='GitHub token to verify if the user owns the repo of the node')",,BaseModel,comfy_api_nodes/apis/__init__.py,270,ClaimMyNodeRequest,COMFY-FORMAT-SCHEMA-0244,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ClaimMyNodeRequest.
