feature_id,row_kind,pack,version,node_identifier,labels,cloud_disabled,source_file,line,evidence_level,target_status,parity_decision
COMFY-CLI-CQL-870805523012,node pack,comfyui-frame-interpolation,1.0.8,,,false,comfy_cli/cql/data/supported_nodes.yaml,230,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-58B9C9FC0E00,node policy,comfyui-frame-interpolation,1.0.8,GMFSS Fortuna VFI,NetworkAccess,true,comfy_cli/cql/data/supported_nodes.yaml,233,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-4F6067FAFDF3,node policy,comfyui-frame-interpolation,1.0.8,M2M VFI,NetworkAccess,true,comfy_cli/cql/data/supported_nodes.yaml,235,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-8AB96AE5015F,node policy,comfyui-frame-interpolation,1.0.8,Sepconv VFI,NetworkAccess,true,comfy_cli/cql/data/supported_nodes.yaml,237,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-C646ADE9C519,node policy,comfyui-frame-interpolation,1.0.8,AMT VFI,NetworkAccess,true,comfy_cli/cql/data/supported_nodes.yaml,239,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-26B651C2C0D5,node policy,comfyui-frame-interpolation,1.0.8,STMFNet VFI,NetworkAccess,true,comfy_cli/cql/data/supported_nodes.yaml,241,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-84DC35AB16C9,node pack,comfyui-impact-subpack,1.3.5,,,false,comfy_cli/cql/data/supported_nodes.yaml,244,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-2444810501F7,node pack,ComfyUI-SCAIL-Pose,1.0.1,,,false,comfy_cli/cql/data/supported_nodes.yaml,247,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-FF6398E783C7,node pack,https://github.com/gseth/ControlAltAI-Nodes@721492b66c9cede8ae23ae10615462ad80cfd061,,,,false,comfy_cli/cql/data/supported_nodes.yaml,251,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-C489761A117D,node policy,https://github.com/gseth/ControlAltAI-Nodes@721492b66c9cede8ae23ae10615462ad80cfd061,,FluxAttentionControl,Stateful | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,254,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-0E3012839D62,node pack,https://github.com/ClownsharkBatwing/RES4LYF@0dc91c0817e8b40b429b2f5dd26fc7b1c3cd0c53,,,,false,comfy_cli/cql/data/supported_nodes.yaml,258,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-47004CF2C95F,node policy,https://github.com/ClownsharkBatwing/RES4LYF@0dc91c0817e8b40b429b2f5dd26fc7b1c3cd0c53,,ConditioningToBase64,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,265,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-3C537F6A2140,node policy,https://github.com/ClownsharkBatwing/RES4LYF@0dc91c0817e8b40b429b2f5dd26fc7b1c3cd0c53,,Base64ToConditioning,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,267,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-E5F8DBCFFA68,node policy,https://github.com/ClownsharkBatwing/RES4LYF@0dc91c0817e8b40b429b2f5dd26fc7b1c3cd0c53,,ClownsharKSamplerOptions,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,269,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-25B4219CC992,node policy,https://github.com/ClownsharkBatwing/RES4LYF@0dc91c0817e8b40b429b2f5dd26fc7b1c3cd0c53,,SamplerOptions_TimestepScaling,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,272,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-380D67D45606,node policy,https://github.com/ClownsharkBatwing/RES4LYF@0dc91c0817e8b40b429b2f5dd26fc7b1c3cd0c53,,Sigmas Math1,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,274,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-C65333335672,node policy,https://github.com/ClownsharkBatwing/RES4LYF@0dc91c0817e8b40b429b2f5dd26fc7b1c3cd0c53,,Sigmas Math3,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,276,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-028F21EF7968,node policy,https://github.com/ClownsharkBatwing/RES4LYF@0dc91c0817e8b40b429b2f5dd26fc7b1c3cd0c53,,TextLoadFile,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,278,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-3CA2AB806668,node policy,https://github.com/ClownsharkBatwing/RES4LYF@0dc91c0817e8b40b429b2f5dd26fc7b1c3cd0c53,,UNetSave,WritesToDisk | CreatesLargeOutputs,true,comfy_cli/cql/data/supported_nodes.yaml,280,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-6B9E71004E81,node pack,comfyui_layerstyle,2.0.32,,,false,comfy_cli/cql/data/supported_nodes.yaml,284,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-6A27C602F495,node policy,comfyui_layerstyle,2.0.32,LayerUtility: ImageTaggerSave,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,288,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-1AA6A534B7A4,node policy,comfyui_layerstyle,2.0.32,LayerUtility: ImageTaggerSaveV2,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,290,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-C7B6DD477E0C,node policy,comfyui_layerstyle,2.0.32,LayerUtility: LoadImagesFromPath,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,292,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-0A1E1CA25B87,node policy,comfyui_layerstyle,2.0.32,LayerUtility: PurgeVRAM,Stateful | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,294,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-AF2081C0495C,node policy,comfyui_layerstyle,2.0.32,LayerUtility: PurgeVRAM V2,Stateful | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,297,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-6A21D9C96DEA,node policy,comfyui_layerstyle,2.0.32,LayerUtility: QueueStop,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,300,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-1736720610F1,node policy,comfyui_layerstyle,2.0.32,LayerMask: RemBgUltra,NetworkAccess | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,302,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-386D41CAC327,node policy,comfyui_layerstyle,2.0.32,LayerMask: RmBgUltra V2,NetworkAccess | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,305,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-2E58CD506465,node policy,comfyui_layerstyle,2.0.32,LayerFilter: LightLeak,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,308,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-D5ADEECC3C8E,node pack,ComfyUI_LayerStyle_Advance,2.0.37,,,false,comfy_cli/cql/data/supported_nodes.yaml,311,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-665B29DA55B1,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: SaveImagePlus,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,315,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-D03EB742A650,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: SaveImagePlusV2,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,317,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-2FF286B28278,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: LoadPSD,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,319,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-FE68794DECDD,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: Gemini,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,321,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-0DC9E7895E7B,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: GeminiV2,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,323,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-EA2A8B587DE8,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerMask: ObjectDetectorGemini,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,325,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-41851553D63A,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerMask: ObjectDetectorGeminiV2,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,327,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-4D8C84C08120,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: GeminiImageEdit,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,329,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-500960FAD3F1,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: DeepSeekAPI,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,331,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-FD9C02C18588,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: DeepSeekAPIV2,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,333,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-AC1CB7E7CF7C,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: ZhipuGLM4V,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,335,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-FEED4269920F,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: ZhipuGLM4,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,337,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-49A7CA08AF36,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: JimengI2IAPI,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,339,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-DAE5A6ABC0F5,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: PromptEmbellish,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,341,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-00FFC16A25F8,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: PromptTagger,RequiresExternalAPI,true,comfy_cli/cql/data/supported_nodes.yaml,343,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-72DEE594B114,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: LoadJoyCaption2Model,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,345,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-48F966DBFE70,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: JoyCaption2,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,347,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-54EEE8031A90,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: JoyCaption2ExtraOptions,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,349,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-20795DC0C61A,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: JoyCaption2Split,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,351,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-2E207D64204E,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: LoadJoyCaptionBeta1Model,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,353,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-4FAC9149E438,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: JoyCaptionBeta1,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,355,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-D1CEDBEFB8CE,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: JoyCaptionBeta1ExtraOptions,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,357,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-00F1FFDC2A21,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: LlamaVision,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,359,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-2FE02B5B2A6C,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: PhiPrompt,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,361,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-EFFB4786AFAD,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: AddBlindWaterMark,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,363,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-2CD9011D8AE8,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: ShowBlindWaterMark,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,365,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-439E00693FE1,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: ImageRewardFilter,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,367,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-DE05F4114666,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerFilter: LightLeak,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,369,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-36E1ADCE4975,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerMask: Florence2Ultra,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,374,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-FA77FC91C34C,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerMask: LoadFlorence2Model,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,376,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-0B30683B9F74,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerUtility: Florence2Image2Prompt,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,378,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-CDDFA3F24ACC,node policy,ComfyUI_LayerStyle_Advance,2.0.37,LayerMask: HumanPartsUltra,NetworkAccess | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,380,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-671E2DA23D48,node pack,https://github.com/filliptm/ComfyUI_Fill-ChatterBox@2f72aca98e4ceda18caceaef91ddf5683f5f093e,,,,false,comfy_cli/cql/data/supported_nodes.yaml,385,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-CFA90A5E23E2,node pack,comfyui-qwenmultiangle,0.6.1,,,false,comfy_cli/cql/data/supported_nodes.yaml,389,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-80C11A9782EF,node pack,https://github.com/lquesada/ComfyUI-Prompt-Combinator@3576ace3f2776918c1046b6674fbe345a46dba2f,,,,false,comfy_cli/cql/data/supported_nodes.yaml,394,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-E6ACAB1D71F9,node policy,https://github.com/lquesada/ComfyUI-Prompt-Combinator@3576ace3f2776918c1046b6674fbe345a46dba2f,,PromptCombinatorExportGallery,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,397,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-BFA94FDA6B89,node pack,https://github.com/lihaoyun6/ComfyUI-FlashVSR_Ultra_Fast@4820b3f02347bddcbbb9a5a85ab7638fe976366e,,,,false,comfy_cli/cql/data/supported_nodes.yaml,401,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-07BAA49BDC88,node pack,https://github.com/numz/ComfyUI-SeedVR2_VideoUpscaler@4490bd1f482e026674543386bb2a4d176da245b9,,,,false,comfy_cli/cql/data/supported_nodes.yaml,405,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-7528789436DC,node pack,https://github.com/flybirdxx/ComfyUI-Qwen-TTS@5e97d3cce967c842aeee02854725c371c8a101d7,,,,false,comfy_cli/cql/data/supported_nodes.yaml,408,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-CE6BAEC3223D,node policy,https://github.com/flybirdxx/ComfyUI-Qwen-TTS@5e97d3cce967c842aeee02854725c371c8a101d7,,FB_Qwen3TTSSaveVoice,WritesToDisk | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,411,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-6C98F699C9EB,node policy,https://github.com/flybirdxx/ComfyUI-Qwen-TTS@5e97d3cce967c842aeee02854725c371c8a101d7,,FB_Qwen3TTSLoadSpeaker,ReadsArbitraryFile | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,414,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-071ABE97EB40,node pack,comfyui-sam3,0.1.2,,,false,comfy_cli/cql/data/supported_nodes.yaml,418,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-04B04A014705,node pack,https://github.com/jtydhr88/ComfyUI-UltraShape1@2f8ea9b59bda7528ea2884b0868e205ece342e9e,,,,false,comfy_cli/cql/data/supported_nodes.yaml,421,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-D9FC8D7DFD27,node policy,https://github.com/jtydhr88/ComfyUI-UltraShape1@2f8ea9b59bda7528ea2884b0868e205ece342e9e,,UltraShapeSaveGLB,WritesToDisk | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,424,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-8335FBED8109,node policy,https://github.com/jtydhr88/ComfyUI-UltraShape1@2f8ea9b59bda7528ea2884b0868e205ece342e9e,,UltraShapeMeshSelector,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,427,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-B3CFC8369CDC,node pack,comfyui-rmbg,3.0.0,,,false,comfy_cli/cql/data/supported_nodes.yaml,430,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-9E8EFB9BC5BC,node policy,comfyui-rmbg,3.0.0,AILab_LoadImage,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,434,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-F3D60BD1B674,node policy,comfyui-rmbg,3.0.0,AILab_LoadImageSimple,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,436,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-D8A6B05D5CA4,node policy,comfyui-rmbg,3.0.0,AILab_LoadImageAdvanced,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,438,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-66703FB6EF74,node policy,comfyui-rmbg,3.0.0,AILab_LoadImageBatch,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,440,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-EB1253E2E537,node policy,comfyui-rmbg,3.0.0,AILab_YoloV8,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,442,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-177D666CF64D,node policy,comfyui-rmbg,3.0.0,AILab_YoloV8Adv,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,444,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-65421EF0B266,node policy,comfyui-rmbg,3.0.0,Segment,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,446,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-C9BC8CF75457,node policy,comfyui-rmbg,3.0.0,SegmentV2,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,448,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-71AFEAA06282,node pack,ComfyUI-QwenVL,2.1.1,,,false,comfy_cli/cql/data/supported_nodes.yaml,451,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-46C74ECA526E,node policy,ComfyUI-QwenVL,2.1.1,AILab_QwenVL_GGUF,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,454,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
