feature_id,product,domain,module,primary_symbol,exported_symbols,classification,disposition,availability,source_availability,evidence_level,confidence,source_evidence,test_evidence,broad_anchor,candidate_predicate,actor,trigger,preconditions,inputs_defaults_flags,observable_success,state_concurrency,error_cancel_retry_recovery,persistence_serialization,interfaces_side_effects,platform_cloud_variants,independent_validation,infrastructure_disposition,source_sha256
COMFY-FRONTMOD-E5707C233D77,ComfyUI-Frontend,cloud-account-state,src/composables/useVueFeatureFlags.ts,useVueFeatureFlags,useVueFeatureFlags,frontend functional module,functional-capability,cloud/paid,cloud/paid,code-inferred,medium,src/composables/useVueFeatureFlags.ts:37; sha256=65c47d12e56f15cae9cc909f39eb00d47ee903a9d226e2d3a46afbaa71721345,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-CLOUD-003,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Authenticated cloud user,"The actor invokes useVueFeatureFlags, dispatches one of its named transitions, or consumes its reactive state from src/composables/useVueFeatureFlags.ts.","broad anchor=COMFY-CLOUD-003; dependencies=@vueuse/core, vue, @/platform/settings/settingStore, ../lib/litegraph/src/litegraph; availability=cloud/paid",export declarations=export const useVueFeatureFlags = createSharedComposable(; flags/guards=no statically named feature guard,useVueFeatureFlags shall provide vue feature flags behavior; its independently testable contract exposes useVueFeatureFlags. exports=useVueFeatureFlags; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.,"state primitives=computed(, watch(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","Source branches or propagation primitives: try {. Tests shall cover rejected dependencies, invalid/empty values, cancellation where declared, retry where declared, cleanup, and preservation of the last committed state.",useVueFeatureFlags declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=@vueuse/core, vue, @/platform/settings/settingStore, ../lib/litegraph/src/litegraph; effects=no direct I/O token identified; route_literals=none","Cloud/account capability; entitlement, authentication, workspace role, region, billing state, and remote feature flags can disable or vary behavior.","Import src/composables/useVueFeatureFlags.ts; exercise useVueFeatureFlags and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useVueFeatureFlags; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",65c47d12e56f15cae9cc909f39eb00d47ee903a9d226e2d3a46afbaa71721345
COMFY-FRONTMOD-60D8D45272F4,ComfyUI-Frontend,workflow-lifecycle-sharing,src/composables/useWorkflowStatusDismissal.ts,useWorkflowStatusDismissal,useWorkflowStatusDismissal,frontend functional module,functional-capability,active,active,test-backed,high,src/composables/useWorkflowStatusDismissal.ts:6; sha256=63bbfccb3550bc2f0bfb76c80d6dffb8df9268f1c5e87972974d06cfdbe5fb23,src/composables/useWorkflowStatusDismissal.test.ts,COMFY-UI-005,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author or sharing/import consumer,"The actor invokes useWorkflowStatusDismissal, dispatches one of its named transitions, or consumes its reactive state from src/composables/useWorkflowStatusDismissal.ts.","broad anchor=COMFY-UI-005; dependencies=vue, @/platform/workflow/management/stores/workflowStore, @/stores/executionStore; availability=active",export declarations=export function useWorkflowStatusDismissal() {; flags/guards=no statically named feature guard,useWorkflowStatusDismissal shall provide workflow status dismissal behavior; its independently testable contract exposes useWorkflowStatusDismissal. exports=useWorkflowStatusDismissal; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.,state primitives=watch(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.,"useWorkflowStatusDismissal declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useWorkflowStatusDismissal declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=vue, @/platform/workflow/management/stores/workflowStore, @/stores/executionStore; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/useWorkflowStatusDismissal.ts; exercise useWorkflowStatusDismissal and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useWorkflowStatusDismissal; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",63bbfccb3550bc2f0bfb76c80d6dffb8df9268f1c5e87972974d06cfdbe5fb23
COMFY-FRONTMOD-8162C15910BA,ComfyUI-Frontend,workflow-lifecycle-sharing,src/composables/useWorkflowTemplateSelectorDialog.ts,useWorkflowTemplateSelectorDialog,useWorkflowTemplateSelectorDialog,frontend functional module,functional-capability,active,active,test-backed,high,src/composables/useWorkflowTemplateSelectorDialog.ts:11; sha256=15e62ac6da2b6e859605c207f58808d479a78f26fd34c28dcc01af8e4c8e203d,src/composables/useWorkflowTemplateSelectorDialog.test.ts,COMFY-WORKFLOW-008,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author or sharing/import consumer,"The actor invokes useWorkflowTemplateSelectorDialog, dispatches one of its named transitions, or consumes its reactive state from src/composables/useWorkflowTemplateSelectorDialog.ts.","broad anchor=COMFY-WORKFLOW-008; dependencies=@/components/custom/widget/WorkflowTemplateSelectorDialog.vue, @/platform/telemetry, @/platform/telemetry/types, @/services/dialogService, @/services/useNewUserService, @/stores/dialogStore; availability=active",export declarations=export const useWorkflowTemplateSelectorDialog = () => {; flags/guards=isNewUser,"useWorkflowTemplateSelectorDialog shall provide workflow template selector dialog behavior; its independently testable contract exposes useWorkflowTemplateSelectorDialog; named transitions hide, show. exports=useWorkflowTemplateSelectorDialog; actions=hide, show; store_ids=none; effects=dialog service.","useWorkflowTemplateSelectorDialog is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","useWorkflowTemplateSelectorDialog declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useWorkflowTemplateSelectorDialog declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=@/components/custom/widget/WorkflowTemplateSelectorDialog.vue, @/platform/telemetry, @/platform/telemetry/types, @/services/dialogService, @/services/useNewUserService, @/stores/dialogStore; effects=dialog service; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/useWorkflowTemplateSelectorDialog.ts; exercise useWorkflowTemplateSelectorDialog and hide, show with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useWorkflowTemplateSelectorDialog; actions=hide, show; store_ids=none; effects=dialog service.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",15e62ac6da2b6e859605c207f58808d479a78f26fd34c28dcc01af8e4c8e203d
COMFY-FRONTMOD-54A4A6C13F1E,ComfyUI-Frontend,application-ui-state,src/composables/useZoomControls.ts,useZoomControls,useZoomControls,frontend functional module,functional-capability,active,active,code-inferred,medium,src/composables/useZoomControls.ts:3; sha256=20e46f84163c156184fa643e5e56ed58bd2e5e265c52072611ffb6fe8977ce2d,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-UI-005,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Frontend user or owning application surface,"The actor invokes useZoomControls, dispatches one of its named transitions, or consumes its reactive state from src/composables/useZoomControls.ts.",broad anchor=COMFY-UI-005; dependencies=vue; availability=active,"export declarations=export function useZoomControls() {; flags/guards=isModalVisible, hasActivePopup","useZoomControls shall provide zoom controls behavior; its independently testable contract exposes useZoomControls; named transitions showModal, hideModal, toggleModal. exports=useZoomControls; actions=showModal, hideModal, toggleModal; store_ids=none; effects=returned values or reactive state only.","state primitives=ref(, computed(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useZoomControls declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useZoomControls declares no direct durable storage primitive; returned values/state are owned by its consumer.,imports=vue; effects=no direct I/O token identified; route_literals=none,"Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/useZoomControls.ts; exercise useZoomControls and showModal, hideModal, toggleModal with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useZoomControls; actions=showModal, hideModal, toggleModal; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",20e46f84163c156184fa643e5e56ed58bd2e5e265c52072611ffb6fe8977ce2d
COMFY-FRONTMOD-AF52E89EED6B,ComfyUI-Frontend,assets-specialized-media,src/platform/assets/composables/media/IAssetsProvider.ts,IAssetsProvider,IAssetsProvider,infrastructure-only,infrastructure-only,infrastructure-only,active,code-inferred,medium,src/platform/assets/composables/media/IAssetsProvider.ts:9; sha256=d10fd62fc33b37dead997e8f1b6ef1749e0fc6b4f330aacc05d3d82e34d3ee0b,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-ASSET-001,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,A consuming module imports IAssetsProvider from src/platform/assets/composables/media/IAssetsProvider.ts and invokes/reads it under the source signature.,"broad anchor=COMFY-ASSET-001; dependencies=vue, @/platform/assets/schemas/assetSchema; availability=active","export declarations=export interface IAssetsProvider {; flags/guards=hasMore, isLoadingMore","A consuming COMFY-ASSET-001 capability imports IAssetsProvider and receives the exact source-defined types, pure values, mapping result, shader/schema object, or test fake without this module owning a separate user state transition. exports=IAssetsProvider; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.",state primitives=plain TypeScript values; async/lifetime primitives=Promise; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.,"IAssetsProvider declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",IAssetsProvider declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=vue, @/platform/assets/schemas/assetSchema; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/platform/assets/composables/media/IAssetsProvider.ts; exercise IAssetsProvider and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=IAssetsProvider; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.","Type-only provider interface for media, loading/error state, pagination, fetch, refresh, and load-more operations.",d10fd62fc33b37dead997e8f1b6ef1749e0fc6b4f330aacc05d3d82e34d3ee0b
COMFY-FRONTMOD-769AA76533FC,ComfyUI-Frontend,assets-specialized-media,src/platform/assets/composables/media/assetMappers.ts,getAssetType,"getAssetType, mapTaskOutputToAssetItem, mapInputFileToAssetItem",infrastructure-only,infrastructure-only,infrastructure-only,active,test-backed,high,src/platform/assets/composables/media/assetMappers.ts:13; sha256=63f5c46516bf1b1c3bb75296e3b6e04f4398f58d26004fe67f5c643ed8b40497,src/platform/assets/composables/media/assetMappers.test.ts,COMFY-ASSET-001,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,A consuming module imports getAssetType from src/platform/assets/composables/media/assetMappers.ts and invokes/reads it under the source signature.,"broad anchor=COMFY-ASSET-001; dependencies=@/platform/assets/schemas/assetSchema, @/platform/assets/schemas/assetMetadataSchema, @/platform/assets/schemas/mediaAssetSchema, @/platform/distribution/cloudPreviewUtil, @/scripts/api, @/stores/queueStore; availability=active",export declarations=export function getAssetType(tags?: string[]): AssetContext['type'] {; export function mapTaskOutputToAssetItem(; export function mapInputFileToAssetItem(; flags/guards=no statically named feature guard,"A consuming COMFY-ASSET-001 capability imports getAssetType, mapTaskOutputToAssetItem, mapInputFileToAssetItem and receives the exact source-defined types, pure values, mapping result, shader/schema object, or test fake without this module owning a separate user state transition. exports=getAssetType, mapTaskOutputToAssetItem, mapInputFileToAssetItem; actions=mapTaskOutputToAssetItem, mapInputFileToAssetItem; store_ids=none; effects=Comfy URL construction.","getAssetType is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","getAssetType declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",getAssetType declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=@/platform/assets/schemas/assetSchema, @/platform/assets/schemas/assetMetadataSchema, @/platform/assets/schemas/mediaAssetSchema, @/platform/distribution/cloudPreviewUtil, @/scripts/api, @/stores/queueStore; effects=Comfy URL construction; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/platform/assets/composables/media/assetMappers.ts; exercise getAssetType and mapTaskOutputToAssetItem, mapInputFileToAssetItem with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=getAssetType, mapTaskOutputToAssetItem, mapInputFileToAssetItem; actions=mapTaskOutputToAssetItem, mapInputFileToAssetItem; store_ids=none; effects=Comfy URL construction.",Deterministic queue/file-to-AssetItem mapping and URL construction primitives; provider and asset-browser flows own I/O and state.,63f5c46516bf1b1c3bb75296e3b6e04f4398f58d26004fe67f5c643ed8b40497
COMFY-FRONTMOD-E5D3D809721B,ComfyUI-Frontend,assets-specialized-media,src/platform/assets/composables/media/useAssetsApi.ts,useAssetsApi,useAssetsApi,frontend functional module,functional-capability,active,active,code-inferred,medium,src/platform/assets/composables/media/useAssetsApi.ts:10; sha256=5ac23aa0040411e99ca9000b9912f1ef237266a2b17054cd2d33314799f9b2ca,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-ASSET-001,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useAssetsApi, dispatches one of its named transitions, or consumes its reactive state from src/platform/assets/composables/media/useAssetsApi.ts.","broad anchor=COMFY-ASSET-001; dependencies=vue, @/platform/assets/schemas/assetSchema, @/stores/assetsStore; availability=active","export declarations=export function useAssetsApi(directory: 'input' | 'output') {; flags/guards=hasMore, hasMoreHistory, isLoadingMore",useAssetsApi shall provide assets api behavior; its independently testable contract exposes useAssetsApi; named transitions refresh. exports=useAssetsApi; actions=refresh; store_ids=none; effects=returned values or reactive state only.,"state primitives=computed(; async/lifetime primitives=async, Promise, await; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useAssetsApi declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useAssetsApi declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=vue, @/platform/assets/schemas/assetSchema, @/stores/assetsStore; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/platform/assets/composables/media/useAssetsApi.ts; exercise useAssetsApi and refresh with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useAssetsApi; actions=refresh; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",5ac23aa0040411e99ca9000b9912f1ef237266a2b17054cd2d33314799f9b2ca
COMFY-FRONTMOD-70DCF81065C3,ComfyUI-Frontend,assets-specialized-media,src/platform/assets/composables/media/useFlatOutputAssets.ts,useFlatOutputAssets,useFlatOutputAssets,frontend functional module,functional-capability,active,active,code-inferred,medium,src/platform/assets/composables/media/useFlatOutputAssets.ts:7; sha256=3b47242a406b7b5644503752cc7039d28a73699b3f3f77c4c50a696412a427dd,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-ASSET-001,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useFlatOutputAssets, dispatches one of its named transitions, or consumes its reactive state from src/platform/assets/composables/media/useFlatOutputAssets.ts.","broad anchor=COMFY-ASSET-001; dependencies=pinia, @/stores/assetsStore, ./IAssetsProvider; availability=active","export declarations=export function useFlatOutputAssets(): IAssetsProvider {; flags/guards=hasMore, isLoadingMore",useFlatOutputAssets shall provide flat output assets behavior; its independently testable contract exposes useFlatOutputAssets. exports=useFlatOutputAssets; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.,"useFlatOutputAssets is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","useFlatOutputAssets declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useFlatOutputAssets declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=pinia, @/stores/assetsStore, ./IAssetsProvider; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/platform/assets/composables/media/useFlatOutputAssets.ts; exercise useFlatOutputAssets and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useFlatOutputAssets; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",3b47242a406b7b5644503752cc7039d28a73699b3f3f77c4c50a696412a427dd
COMFY-FRONTMOD-82717CD40452,ComfyUI-Frontend,assets-specialized-media,src/platform/assets/composables/useAssetBrowser.ts,useAssetBrowser,"AssetDisplayItem, useAssetBrowser",frontend functional module,functional-capability,active,active,test-backed,high,src/platform/assets/composables/useAssetBrowser.ts:90; sha256=54a3318135a790374d5e77f16157499ff9fcfaa4246928f156d7814c51fd6e01,src/platform/assets/composables/useAssetBrowser.test.ts,COMFY-ASSET-001,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useAssetBrowser, dispatches one of its named transitions, or consumes its reactive state from src/platform/assets/composables/useAssetBrowser.ts.","broad anchor=COMFY-ASSET-001; dependencies=vue, @vueuse/integrations/useFuse, pinia, @/i18n, @/platform/assets/types/filterTypes, @/platform/assets/schemas/assetSchema, @/platform/assets/composables/useAssetFilterOptions, @/platform/assets/utils/assetFilterUtils; availability=active",export declarations=export interface AssetDisplayItem extends AssetItem {; export function useAssetBrowser(; flags/guards=isImportedSelected,"useAssetBrowser shall provide asset browser behavior; its independently testable contract exposes AssetDisplayItem, useAssetBrowser; named transitions updateFilters. exports=AssetDisplayItem, useAssetBrowser; actions=updateFilters; store_ids=none; effects=returned values or reactive state only.","state primitives=ref(, computed(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useAssetBrowser declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useAssetBrowser declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=vue, @vueuse/integrations/useFuse, pinia, @/i18n, @/platform/assets/types/filterTypes, @/platform/assets/schemas/assetSchema, @/platform/assets/composables/useAssetFilterOptions, @/platform/assets/utils/assetFilterUtils; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/platform/assets/composables/useAssetBrowser.ts; exercise useAssetBrowser and updateFilters with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=AssetDisplayItem, useAssetBrowser; actions=updateFilters; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",54a3318135a790374d5e77f16157499ff9fcfaa4246928f156d7814c51fd6e01
COMFY-FRONTMOD-10FDE92D3449,ComfyUI-Frontend,assets-specialized-media,src/platform/assets/composables/useAssetBrowserDialog.ts,useAssetBrowserDialog,useAssetBrowserDialog,frontend functional module,functional-capability,active,active,test-backed,high,src/platform/assets/composables/useAssetBrowserDialog.ts:32; sha256=ec8d3a6cbf200b8ec40975d9a64c895acbbaf6f11b92c465590ed0426ab1fd66,src/platform/assets/composables/useAssetBrowserDialog.test.ts,COMFY-ASSET-001,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useAssetBrowserDialog, dispatches one of its named transitions, or consumes its reactive state from src/platform/assets/composables/useAssetBrowserDialog.ts.","broad anchor=COMFY-ASSET-001; dependencies=@/platform/assets/components/AssetBrowserModal.vue, @/platform/assets/schemas/assetSchema, @/services/dialogService, @/stores/dialogStore; availability=active",export declarations=export const useAssetBrowserDialog = () => {; flags/guards=no statically named feature guard,"useAssetBrowserDialog shall provide asset browser dialog behavior; its independently testable contract exposes useAssetBrowserDialog; named transitions hide, show, handleAssetSelected. exports=useAssetBrowserDialog; actions=hide, show, handleAssetSelected; store_ids=none; effects=dialog service.","useAssetBrowserDialog is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","useAssetBrowserDialog declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useAssetBrowserDialog declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=@/platform/assets/components/AssetBrowserModal.vue, @/platform/assets/schemas/assetSchema, @/services/dialogService, @/stores/dialogStore; effects=dialog service; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/platform/assets/composables/useAssetBrowserDialog.ts; exercise useAssetBrowserDialog and hide, show, handleAssetSelected with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useAssetBrowserDialog; actions=hide, show, handleAssetSelected; store_ids=none; effects=dialog service.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",ec8d3a6cbf200b8ec40975d9a64c895acbbaf6f11b92c465590ed0426ab1fd66
COMFY-FRONTMOD-E8E81129F136,ComfyUI-Frontend,assets-specialized-media,src/platform/assets/composables/useAssetFilterOptions.ts,useAssetFilterOptions,useAssetFilterOptions,frontend functional module,functional-capability,active,active,test-backed,high,src/platform/assets/composables/useAssetFilterOptions.ts:15; sha256=31fda611304e3d5b17f14d2a0315baf90180b42d9d16f5f346d5cb6dd15e79b5,src/platform/assets/composables/useAssetFilterOptions.test.ts,COMFY-ASSET-001,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useAssetFilterOptions, dispatches one of its named transitions, or consumes its reactive state from src/platform/assets/composables/useAssetFilterOptions.ts.","broad anchor=COMFY-ASSET-001; dependencies=es-toolkit, vue, vue-i18n, @/components/ui/select/types, @/platform/assets/schemas/assetSchema, @/platform/assets/types/filterTypes, @/platform/assets/utils/assetMetadataUtils; availability=active",export declarations=export function useAssetFilterOptions(assets: MaybeRefOrGetter<AssetItem[]>) {; flags/guards=no statically named feature guard,useAssetFilterOptions shall provide asset filter options behavior; its independently testable contract exposes useAssetFilterOptions. exports=useAssetFilterOptions; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.,"useAssetFilterOptions is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","useAssetFilterOptions declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useAssetFilterOptions declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=es-toolkit, vue, vue-i18n, @/components/ui/select/types, @/platform/assets/schemas/assetSchema, @/platform/assets/types/filterTypes, @/platform/assets/utils/assetMetadataUtils; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/platform/assets/composables/useAssetFilterOptions.ts; exercise useAssetFilterOptions and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useAssetFilterOptions; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",31fda611304e3d5b17f14d2a0315baf90180b42d9d16f5f346d5cb6dd15e79b5
