feature_id,product,domain,name,classification,availability,evidence_level,confidence,source_file,symbol,test,documentation,runtime_observation,actor,trigger,preconditions,inputs_defaults,permissions_flags,success_behavior,interaction_accessibility,state_concurrency,error_recovery,persistence_serialization,interfaces_side_effects,platform_localization_variants,zed_status,zed_evidence,parity_gap,zed_acceptance,automated_validation,manual_validation,open_questions_assumptions
COMFY-GRAPH-368,ComfyUI-Frontend,graph,"errorsTabModeAware.spec: Bypassing a node hides its error, un-bypassing restores it",test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:139,"test('Bypassing a node hides its error, un-bypassing restores it')",browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:139,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,"Bypassing a node hides its error, un-bypassing restores it","Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Bypassing a node hides its error, un-bypassing restores it`.","With the same deterministic fixture, Zed passes the behavioral assertion: Bypassing a node hides its error, un-bypassing restores it.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:139 to the GPUI/protocol parity harness.,"Replay Bypassing a node hides its error, un-bypassing restores it with pointer and keyboard where applicable.",Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-369,ComfyUI-Frontend,graph,errorsTabModeAware.spec: Pasting a node with missing model increases referencing node count,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:196,test('Pasting a node with missing model increases referencing node count'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:196,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Pasting a node with missing model increases referencing node count,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Pasting a node with missing model increases referencing node count`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Pasting a node with missing model increases referencing node count.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:196 to the GPUI/protocol parity harness.,Replay Pasting a node with missing model increases referencing node count with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-370,ComfyUI-Frontend,graph,errorsTabModeAware.spec: Pasting a bypassed node does not add a new error,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:220,test('Pasting a bypassed node does not add a new error'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:220,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Pasting a bypassed node does not add a new error,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Pasting a bypassed node does not add a new error`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Pasting a bypassed node does not add a new error.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:220 to the GPUI/protocol parity harness.,Replay Pasting a bypassed node does not add a new error with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-371,ComfyUI-Frontend,graph,errorsTabModeAware.spec: Deleting a node with missing model removes its error,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:242,test('Deleting a node with missing model removes its error'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:242,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Deleting a node with missing model removes its error,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Deleting a node with missing model removes its error`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Deleting a node with missing model removes its error.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:242 to the GPUI/protocol parity harness.,Replay Deleting a node with missing model removes its error with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-372,ComfyUI-Frontend,graph,errorsTabModeAware.spec: Selecting a node keeps all errors visible and shows selection context,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:288,test('Selecting a node keeps all errors visible and shows selection context'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:288,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Selecting a node keeps all errors visible and shows selection context,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Selecting a node keeps all errors visible and shows selection context`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Selecting a node keeps all errors visible and shows selection context.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:288 to the GPUI/protocol parity harness.,Replay Selecting a node keeps all errors visible and shows selection context with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-373,ComfyUI-Frontend,graph,"errorsTabModeAware.spec: Bypassing a node hides its error, un-bypassing restores it",test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:343,"test('Bypassing a node hides its error, un-bypassing restores it')",browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:343,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,"Bypassing a node hides its error, un-bypassing restores it","Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Bypassing a node hides its error, un-bypassing restores it`.","With the same deterministic fixture, Zed passes the behavioral assertion: Bypassing a node hides its error, un-bypassing restores it.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:343 to the GPUI/protocol parity harness.,"Replay Bypassing a node hides its error, un-bypassing restores it with pointer and keyboard where applicable.",Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-374,ComfyUI-Frontend,graph,errorsTabModeAware.spec: Pasting a bypassed node does not add a new error,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:369,test('Pasting a bypassed node does not add a new error'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:369,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Pasting a bypassed node does not add a new error,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Pasting a bypassed node does not add a new error`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Pasting a bypassed node does not add a new error.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:369 to the GPUI/protocol parity harness.,Replay Pasting a bypassed node does not add a new error with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-375,ComfyUI-Frontend,graph,errorsTabModeAware.spec: Selecting a node collapses unrelated groups and highlights its rows,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:435,test('Selecting a node collapses unrelated groups and highlights its rows'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:435,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Selecting a node collapses unrelated groups and highlights its rows,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Selecting a node collapses unrelated groups and highlights its rows`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Selecting a node collapses unrelated groups and highlights its rows.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:435 to the GPUI/protocol parity harness.,Replay Selecting a node collapses unrelated groups and highlights its rows with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-376,ComfyUI-Frontend,graph,"errorsTabModeAware.spec: Bypassing a subgraph hides interior errors, un-bypassing restores them",test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:699,"test('Bypassing a subgraph hides interior errors, un-bypassing restores them')",browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:699,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,"Bypassing a subgraph hides interior errors, un-bypassing restores them","Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Bypassing a subgraph hides interior errors, un-bypassing restores them`.","With the same deterministic fixture, Zed passes the behavioral assertion: Bypassing a subgraph hides interior errors, un-bypassing restores them.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:699 to the GPUI/protocol parity harness.,"Replay Bypassing a subgraph hides interior errors, un-bypassing restores them with pointer and keyboard where applicable.",Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-377,ComfyUI-Frontend,graph,errorsTabModeAware.spec: Deleting a node inside a subgraph removes its missing model error,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:737,test('Deleting a node inside a subgraph removes its missing model error'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:737,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Deleting a node inside a subgraph removes its missing model error,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Deleting a node inside a subgraph removes its missing model error`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Deleting a node inside a subgraph removes its missing model error.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:737 to the GPUI/protocol parity harness.,Replay Deleting a node inside a subgraph removes its missing model error with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-378,ComfyUI-Frontend,graph,errorsTabModeAware.spec: Deleting a node inside a subgraph removes its missing node-type error,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:773,test('Deleting a node inside a subgraph removes its missing node-type error'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:773,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Deleting a node inside a subgraph removes its missing node-type error,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Deleting a node inside a subgraph removes its missing node-type error`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Deleting a node inside a subgraph removes its missing node-type error.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:773 to the GPUI/protocol parity harness.,Replay Deleting a node inside a subgraph removes its missing node-type error with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-379,ComfyUI-Frontend,graph,"errorsTabModeAware.spec: Bypassing a node inside a subgraph hides its error, un-bypassing restores it",test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:804,"test('Bypassing a node inside a subgraph hides its error, un-bypassing restores it')",browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:804,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,"Bypassing a node inside a subgraph hides its error, un-bypassing restores it","Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Bypassing a node inside a subgraph hides its error, un-bypassing restores it`.","With the same deterministic fixture, Zed passes the behavioral assertion: Bypassing a node inside a subgraph hides its error, un-bypassing restores it.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:804 to the GPUI/protocol parity harness.,"Replay Bypassing a node inside a subgraph hides its error, un-bypassing restores it with pointer and keyboard where applicable.",Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-380,ComfyUI-Frontend,graph,errorsTabModeAware.spec: Entering a bypassed subgraph does not resurface interior missing model error,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:864,test('Entering a bypassed subgraph does not resurface interior missing model error'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:864,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Entering a bypassed subgraph does not resurface interior missing model error,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Entering a bypassed subgraph does not resurface interior missing model error`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Entering a bypassed subgraph does not resurface interior missing model error.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:864 to the GPUI/protocol parity harness.,Replay Entering a bypassed subgraph does not resurface interior missing model error with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-381,ComfyUI-Frontend,graph,infoTab.spec: should show node help content,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/infoTab.spec.ts:15,test('should show node help content'),browser_tests/tests/propertiesPanel/infoTab.spec.ts:15,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,should show node help content,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `infoTab.spec: should show node help content`.,"With the same deterministic fixture, Zed passes the behavioral assertion: should show node help content.",Adapt browser_tests/tests/propertiesPanel/infoTab.spec.ts:15 to the GPUI/protocol parity harness.,Replay should show node help content with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-382,ComfyUI-Frontend,graph,nodeSelection.spec: should show node title in panel header,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/nodeSelection.spec.ts:18,test('should show node title in panel header'),browser_tests/tests/propertiesPanel/nodeSelection.spec.ts:18,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,should show node title in panel header,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeSelection.spec: should show node title in panel header`.,"With the same deterministic fixture, Zed passes the behavioral assertion: should show node title in panel header.",Adapt browser_tests/tests/propertiesPanel/nodeSelection.spec.ts:18 to the GPUI/protocol parity harness.,Replay should show node title in panel header with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-GRAPH-383,ComfyUI-Frontend,graph,nodeSelection.spec: should not show Nodes tab for single node,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/nodeSelection.spec.ts:28,test('should not show Nodes tab for single node'),browser_tests/tests/propertiesPanel/nodeSelection.spec.ts:28,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,should not show Nodes tab for single node,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeSelection.spec: should not show Nodes tab for single node`.,"With the same deterministic fixture, Zed passes the behavioral assertion: should not show Nodes tab for single node.",Adapt browser_tests/tests/propertiesPanel/nodeSelection.spec.ts:28 to the GPUI/protocol parity harness.,Replay should not show Nodes tab for single node with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
