surface,member,interface,consumer,feature_id,source,contract,trust_boundary,evidence_level,source_signature,signature_confidence,unresolved_schema
window.api,getModelsSections,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1264,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1264 (source) => L1264: getModelsSections(): Promise<ModelsResult>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getModelsSections does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1264 (source) => L1264: getModelsSections(): Promise<ModelsResult>,typed-static-signature,"The static declaration for window.api.getModelsSections does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getMediaSections,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1265,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1265 (source) => L1265: getMediaSections(): Promise<SettingsSection[]>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getMediaSections does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1265 (source) => L1265: getMediaSections(): Promise<SettingsSection[]>,typed-static-signature,"The static declaration for window.api.getMediaSections does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getUniqueName,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1266,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1266 (source) => L1266: getUniqueName(baseName: string): Promise<string>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getUniqueName does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1266 (source) => L1266: getUniqueName(baseName: string): Promise<string>,typed-static-signature,"The static declaration for window.api.getUniqueName does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,setSetting,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-149,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1267,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1267 (source) => L1267: setSetting(key: string, value: unknown): Promise<void>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.setSetting does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,"projects/comfy/Comfy-Desktop/src/types/ipc.ts:1267 (source) => L1267: setSetting(key: string, value: unknown): Promise<void>",typed-static-signature,"The static declaration for window.api.setSetting does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getSetting,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-149,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1268,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1268 (source) => L1268: getSetting(key: string): Promise<unknown>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getSetting does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1268 (source) => L1268: getSetting(key: string): Promise<unknown>,typed-static-signature,"The static declaration for window.api.getSetting does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getResolvedTheme,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-150,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1271,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1271 (source) => L1271: getResolvedTheme(): Promise<ResolvedTheme>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getResolvedTheme does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1271 (source) => L1271: getResolvedTheme(): Promise<ResolvedTheme>,typed-static-signature,"The static declaration for window.api.getResolvedTheme does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getAppVersion,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1274,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1274 (source) => L1274: getAppVersion(): Promise<string>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getAppVersion does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1274 (source) => L1274: getAppVersion(): Promise<string>,typed-static-signature,"The static declaration for window.api.getAppVersion does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getStableTags,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1278,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1278 (source) => L1278: getStableTags(): Promise<string[]>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getStableTags does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1278 (source) => L1278: getStableTags(): Promise<string[]>,typed-static-signature,"The static declaration for window.api.getStableTags does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getCloudCapacity,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-165,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1283,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1283 (source) => L1283: getCloudCapacity(): Promise<CloudCapacityStatus>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getCloudCapacity does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1283 (source) => L1283: getCloudCapacity(): Promise<CloudCapacityStatus>,typed-static-signature,"The static declaration for window.api.getCloudCapacity does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getCloudUserTier,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-166,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1284,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1284 (source) => L1284: getCloudUserTier(): Promise<CloudUserTier>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getCloudUserTier does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1284 (source) => L1284: getCloudUserTier(): Promise<CloudUserTier>,typed-static-signature,"The static declaration for window.api.getCloudUserTier does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,quitApp,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-070,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1285,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1285 (source) => L1285: quitApp(): Promise<void>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.quitApp does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1285 (source) => L1285: quitApp(): Promise<void>,typed-static-signature,"The static declaration for window.api.quitApp does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,relaunchApp,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-054,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1286,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1286 (source) => L1286: relaunchApp(): Promise<void>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.relaunchApp does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1286 (source) => L1286: relaunchApp(): Promise<void>,typed-static-signature,"The static declaration for window.api.relaunchApp does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,resetZoom,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-180,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1287,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1287 (source) => L1287: resetZoom(): Promise<void>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.resetZoom does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1287 (source) => L1287: resetZoom(): Promise<void>,typed-static-signature,"The static declaration for window.api.resetZoom does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getSystemInfo,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1288,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1288 (source) => L1288: getSystemInfo(): Promise<SystemInfo>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getSystemInfo does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1288 (source) => L1288: getSystemInfo(): Promise<SystemInfo>,typed-static-signature,"The static declaration for window.api.getSystemInfo does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getInstallationDdContext,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-022,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1289,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1289 (source) => L1289: getInstallationDdContext(installationId: string): Promise<InstallationDdContext | null>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getInstallationDdContext does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1289 (source) => L1289: getInstallationDdContext(installationId: string): Promise<InstallationDdContext | null>,typed-static-signature,"The static declaration for window.api.getInstallationDdContext does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getInstallsInventory,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-022,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1295,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1295 (source) => L1295: getInstallsInventory(): Promise<InstallsInventory>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getInstallsInventory does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1295 (source) => L1295: getInstallsInventory(): Promise<InstallsInventory>,typed-static-signature,"The static declaration for window.api.getInstallsInventory does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getDeviceId,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1296,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1296 (source) => L1296: getDeviceId(): Promise<string>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getDeviceId does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1296 (source) => L1296: getDeviceId(): Promise<string>,typed-static-signature,"The static declaration for window.api.getDeviceId does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,checkForUpdate,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-107,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1299,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1299 (source) => L1299: checkForUpdate(): Promise<{ available: boolean; version?: string; error?: string }>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.checkForUpdate does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1299 (source) => L1299: checkForUpdate(): Promise<{ available: boolean; version?: string; error?: string }>,typed-static-signature,"The static declaration for window.api.checkForUpdate does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,downloadUpdate,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1300,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1300 (source) => L1300: downloadUpdate(): Promise<void>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.downloadUpdate does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1300 (source) => L1300: downloadUpdate(): Promise<void>,typed-static-signature,"The static declaration for window.api.downloadUpdate does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,installUpdate,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-022,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1301,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1301 (source) => L1301: installUpdate(): Promise<void>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.installUpdate does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1301 (source) => L1301: installUpdate(): Promise<void>,typed-static-signature,"The static declaration for window.api.installUpdate does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getUpdateCapabilities,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-107,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1302,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1302 (source) => L1302: getUpdateCapabilities(): Promise<{ canAutoUpdate: boolean; systemManaged: boolean }>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getUpdateCapabilities does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1302 (source) => L1302: getUpdateCapabilities(): Promise<{ canAutoUpdate: boolean; systemManaged: boolean }>,typed-static-signature,"The static declaration for window.api.getUpdateCapabilities does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,getAppUpdateState,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-107,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1310,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1310 (source) => L1310: getAppUpdateState(): Promise<AppUpdateState>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.getAppUpdateState does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1310 (source) => L1310: getAppUpdateState(): Promise<AppUpdateState>,typed-static-signature,"The static declaration for window.api.getAppUpdateState does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,listModelDownloads,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1313,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1313 (source) => L1313: listModelDownloads(): Promise<ModelDownloadProgress[]>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.listModelDownloads does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1313 (source) => L1313: listModelDownloads(): Promise<ModelDownloadProgress[]>,typed-static-signature,"The static declaration for window.api.listModelDownloads does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,pauseModelDownload,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1314,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1314 (source) => L1314: pauseModelDownload(url: string): Promise<boolean>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.pauseModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1314 (source) => L1314: pauseModelDownload(url: string): Promise<boolean>,typed-static-signature,"The static declaration for window.api.pauseModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,resumeModelDownload,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1315,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1315 (source) => L1315: resumeModelDownload(url: string): Promise<boolean>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.resumeModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1315 (source) => L1315: resumeModelDownload(url: string): Promise<boolean>,typed-static-signature,"The static declaration for window.api.resumeModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,cancelModelDownload,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1316,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1316 (source) => L1316: cancelModelDownload(url: string): Promise<boolean>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.cancelModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1316 (source) => L1316: cancelModelDownload(url: string): Promise<boolean>,typed-static-signature,"The static declaration for window.api.cancelModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,dismissModelDownload,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1321,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1321 (source) => L1321: dismissModelDownload(url: string): Promise<boolean>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.dismissModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1321 (source) => L1321: dismissModelDownload(url: string): Promise<boolean>,typed-static-signature,"The static declaration for window.api.dismissModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,clearFinishedModelDownloads,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1324,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1324 (source) => L1324: clearFinishedModelDownloads(): Promise<number>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.clearFinishedModelDownloads does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1324 (source) => L1324: clearFinishedModelDownloads(): Promise<number>,typed-static-signature,"The static declaration for window.api.clearFinishedModelDownloads does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,retryModelDownload,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1328,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1328 (source) => L1328: retryModelDownload(url: string): Promise<boolean>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.retryModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1328 (source) => L1328: retryModelDownload(url: string): Promise<boolean>,typed-static-signature,"The static declaration for window.api.retryModelDownload does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
