path,classification,feature_ids,coverage_disposition,reason
projects/comfy/Comfy-Desktop/src/main/lib/comfy-args.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/comfy-feature-flags.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/comfy-feature-flags.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/comfyContentScript.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/comfyContentScript.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.test.ts,test-only,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.ts,production,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/comfyTerminalContentScript.test.ts,test-only,COMFY-DESKTOP-091,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/comfyTerminalContentScript.ts,production,COMFY-DESKTOP-091,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/comfyui-releases.test.ts,test-only,COMFY-DESKTOP-107,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/comfyui-releases.ts,production,COMFY-DESKTOP-107,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/contextMenu.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/contextMenu.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/copy.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/crashBuffer.test.ts,test-only,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/crashBuffer.ts,production,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/crashDumps.test.ts,test-only,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/crashDumps.ts,production,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/delete.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/desktopDetect.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/desktopDetect.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/devShortcuts.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/devShortcuts.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/deviceId.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/deviceId.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/disk.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/download.test.ts,test-only,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/download.ts,production,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/downloadAttribution.test.ts,test-only,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/downloadAttribution.ts,production,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/e2eHooks.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/e2eOverrides.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/executionTap.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/exitCodeInfo.test.ts,test-only,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/exitCodeInfo.ts,production,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/experiments.test.ts,test-only,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/experiments.ts,production,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/extract.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/fetch.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/fetch.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/file-lock-info.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/file-lock-info.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/firstUseDetection.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/git.test.ts,test-only,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/git.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/github-mirror.test.ts,test-only,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/github-mirror.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/githubStars.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/globalSettingsEvents.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/gpu.test.ts,test-only,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/gpu.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/hardwareTap.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/hardwareTap.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/i18n.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/installer.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/installer.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/broadcast.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/broadcast.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/index.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/installDirState.test.ts,test-only,COMFY-DESKTOP-001;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerAppHandlers.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerAssetDownloadHandlers.ts,production,COMFY-DESKTOP-136;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerCrashHandlers.ts,production,COMFY-DESKTOP-099;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerDownloadHandlers.ts,production,COMFY-DESKTOP-136;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerInstallationHandlers.ts,production,COMFY-DESKTOP-001;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerLogsHandlers.ts,production,COMFY-DESKTOP-095;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerSessionHandlers.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerSettingsHandlers.ts,production,COMFY-DESKTOP-149;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerSnapshotHandlers.ts,production,COMFY-DESKTOP-121;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerTelemetryHandlers.test.ts,test-only,COMFY-DESKTOP-167;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerTelemetryHandlers.ts,production,COMFY-DESKTOP-167;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerTerminalHandlers.ts,production,COMFY-DESKTOP-091;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/basic.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/basic.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/copy.integration.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/copy.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/delegate.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/delete.integration.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/delete.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/index.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.test.ts,test-only,COMFY-DESKTOP-051;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts,production,COMFY-DESKTOP-051;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/types.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/withAbortable.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionStartTelemetry.ts,production,COMFY-DESKTOP-167;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/ipc/shared.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/lastSession.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/lastSession.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/launchPhases.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/launchProgress.test.ts,test-only,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/launchProgress.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/localMigration.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/logRotation.test.ts,test-only,COMFY-DESKTOP-095,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/logRotation.ts,production,COMFY-DESKTOP-095,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/logged-process.test.ts,test-only,COMFY-DESKTOP-095;COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/logged-process.ts,production,COMFY-DESKTOP-095;COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/logsBroadcast.ts,production,COMFY-DESKTOP-095,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/logsPopoutWindow.ts,production,COMFY-DESKTOP-095;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/managerConfig.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/managerConfig.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/migrate.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/models.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/models.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/nodes.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/nodes.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/oem.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/oem.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/opMarker.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/opMarker.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/paths.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/paths.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/pip.test.ts,test-only,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/pip.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/popoutWindows.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/popoutWindows.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/process.test.ts,test-only,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/process.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/processErrorHandlers.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/pythonEnv.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/quit-state.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/r2Mirror.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/r2Mirror.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/relaunchPage.test.ts,test-only,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/relaunchPage.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/release-cache-startup.ts,production,COMFY-DESKTOP-107,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/release-cache.test.ts,test-only,COMFY-DESKTOP-107,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/release-cache.ts,production,COMFY-DESKTOP-107,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/safe-file.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/snapshots/diff.ts,production,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/snapshots/exportImport.ts,production,COMFY-DESKTOP-121;COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/snapshots/index.ts,production,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/snapshots/restore.ts,production,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.test.ts,test-only,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.ts,production,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/snapshots/tabData.ts,production,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/snapshots/types.ts,production,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,test-only,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/stderrTail.test.ts,test-only,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/stderrTail.ts,production,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/telemetry.test.ts,test-only,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts,production,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/terminal.test.ts,test-only,COMFY-DESKTOP-091,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/terminal.ts,production,COMFY-DESKTOP-091,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/terminalPopoutWindow.ts,production,COMFY-DESKTOP-091;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/theme.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/titleBarOverlay.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/updateSplash.ts,production,COMFY-DESKTOP-107,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/updater.test.ts,test-only,COMFY-DESKTOP-107,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/updater.ts,production,COMFY-DESKTOP-107,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/userTier.test.ts,test-only,COMFY-DESKTOP-162,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/userTier.ts,production,COMFY-DESKTOP-162,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/util.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/vcRuntimeAudit.test.ts,test-only,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/vcRuntimeAudit.ts,production,COMFY-DESKTOP-099,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/version-resolve.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/version-resolve.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/version.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/main/lib/version.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/main/lib/windowState.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/lib/zoom.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/menu.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/menu.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
