feature_id,product,domain,name,classification,availability,evidence_level,confidence,source_evidence,test_evidence,actor_trigger,observable_behavior,failure_cancellation_recovery,persistence_side_effects,sim_status,sim_evidence,parity_gap,acceptance,validation,open_questions
COMFY-DESKTOP-117,Comfy-Desktop,updates-snapshots-and-downloads,Transactional ComfyUI update,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/sources/standalone/updateOrchestrator.ts,projects/comfy/Comfy-Desktop/src/main/sources/standalone/updateOrchestrator.integration.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Core checkout and dependency changes form one visible operation and roll back when dependency sync fails.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source owns a Python/ComfyUI installation, process, dependency, or release lifecycle that production Sim forbids; the corresponding native profile, Rust worker, artifact, update, and recovery lifecycle is not implemented.","Sim shall reproduce the user-visible lifecycle states of the source observation (`Core checkout and dependency changes form one visible operation and roll back when dependency sync fails.`) through native runtime profiles, Sim-owned Rust workers, artifacts, journals, logs, cancellation, rollback, and crash recovery. Legacy installation records remain read-only migration inputs; production shall not probe, create, launch, update, or delete Python/ComfyUI environments.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-118,Comfy-Desktop,updates-snapshots-and-downloads,Custom-node update,independently-testable-capability,conditional,test-backed,high,projects/comfy/Comfy-Desktop/src/main/sources/standalone/actions.ts,projects/comfy/Comfy-Desktop/src/main/sources/standalone/actions.integration.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Installed custom nodes can be updated with progress and per-node failure reporting.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source installs or updates Python custom nodes or ComfyUI-Manager state, which production Sim forbids; the equivalent Rust/WASM plugin lifecycle and legacy mapping are not implemented.","Sim shall preserve the visible operation states and failures of the source observation (`Installed custom nodes can be updated with progress and per-node failure reporting.`) while operating only on signed/versioned Rust or WASM plugins with explicit ports, grants, snapshots, rollback, cancellation, and deterministic legacy identifier mappings. Python packages and Manager configuration remain inactive migration data and are never executed or updated.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-119,Comfy-Desktop,updates-snapshots-and-downloads,Pre-update snapshot,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/sources/standalone/updateOrchestrator.ts,projects/comfy/Comfy-Desktop/src/main/sources/standalone/updateOrchestrator.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",A snapshot is created before a managed update and remains available after success or rollback.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A snapshot is created before a managed update and remains available after success or rollback.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-120,Comfy-Desktop,updates-snapshots-and-downloads,Interrupted update recovery,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/opMarker.ts,projects/comfy/Comfy-Desktop/src/main/lib/opMarker.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Startup recognizes an unfinished update marker and offers deterministic repair/rollback.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Startup recognizes an unfinished update marker and offers deterministic repair/rollback.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-121,Comfy-Desktop,updates-snapshots-and-downloads,Manual snapshot creation,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","A user can create a version-1 snapshot of core revision, packages, and custom nodes.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source installs or updates Python custom nodes or ComfyUI-Manager state, which production Sim forbids; the equivalent Rust/WASM plugin lifecycle and legacy mapping are not implemented.","Sim shall preserve the visible operation states and failures of the source observation (`A user can create a version-1 snapshot of core revision, packages, and custom nodes.`) while operating only on signed/versioned Rust or WASM plugins with explicit ports, grants, snapshots, rollback, cancellation, and deterministic legacy identifier mappings. Python packages and Manager configuration remain inactive migration data and are never executed or updated.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-122,Comfy-Desktop,updates-snapshots-and-downloads,Automatic boot/restart snapshots,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Lifecycle-triggered snapshots are labeled boot or restart and bounded by retention policy.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Lifecycle-triggered snapshots are labeled boot or restart and bounded by retention policy.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-123,Comfy-Desktop,updates-snapshots-and-downloads,Snapshot list and detail,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/tabData.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",The UI lists snapshots and shows exact package/repository metadata for a selected file.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: The UI lists snapshots and shows exact package/repository metadata for a selected file.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-124,Comfy-Desktop,updates-snapshots-and-downloads,Snapshot diff,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/diff.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","A snapshot compares against previous or current state with added, removed, and changed entries.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A snapshot compares against previous or current state with added, removed, and changed entries.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-125,Comfy-Desktop,updates-snapshots-and-downloads,Snapshot restore,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/restore.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","Restore requires confirmation, stops active Comfy, applies revisions/dependencies, reports partial failures, and creates a post-restore snapshot.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Restore requires confirmation, stops active Comfy, applies revisions/dependencies, reports partial failures, and creates a post-restore snapshot.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-126,Comfy-Desktop,updates-snapshots-and-downloads,Snapshot deletion,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",A selected snapshot is deleted only after destructive confirmation.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A selected snapshot is deleted only after destructive confirmation.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-127,Comfy-Desktop,updates-snapshots-and-downloads,Single snapshot export,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/exportImport.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",A snapshot exports as a versioned comfyui-desktop-2 envelope through an OS save dialog.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A snapshot exports as a versioned comfyui-desktop-2 envelope through an OS save dialog.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-128,Comfy-Desktop,updates-snapshots-and-downloads,All-snapshot export,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/exportImport.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",All snapshots export as a versioned multi-snapshot envelope without overwriting silently.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: All snapshots export as a versioned multi-snapshot envelope without overwriting silently.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-129,Comfy-Desktop,updates-snapshots-and-downloads,Snapshot import preview,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/exportImport.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",File chooser or drag-and-drop validates type/version and previews contents before import.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: File chooser or drag-and-drop validates type/version and previews contents before import.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-130,Comfy-Desktop,updates-snapshots-and-downloads,Snapshot import conflict diff,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/exportImport.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Existing filenames/content are compared and conflicts are shown before confirmation.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Existing filenames/content are compared and conflicts are shown before confirmation.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-131,Comfy-Desktop,updates-snapshots-and-downloads,Snapshot import confirmation,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/snapshots/exportImport.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Confirmed compatible snapshots import atomically and report imported count and restore candidate.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Confirmed compatible snapshots import atomically and report imported count and restore candidate.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-132,Comfy-Desktop,updates-snapshots-and-downloads,Model download request,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.ts,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","A hosted Comfy page can request .safetensors, .sft, .ckpt, .pth, or .pt into an allowed model directory.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A hosted Comfy page can request .safetensors, .sft, .ckpt, .pth, or .pt into an allowed model directory.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-133,Comfy-Desktop,updates-snapshots-and-downloads,Asset download request,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.ts,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",A hosted page can download a sanitized asset path inside an allowed input/output root.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A hosted page can download a sanitized asset path inside an allowed input/output root.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-134,Comfy-Desktop,updates-snapshots-and-downloads,Download path containment,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.ts,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","Traversal, unsupported extensions, and destinations outside configured roots are rejected before network access.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Traversal, unsupported extensions, and destinations outside configured roots are rejected before network access.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-135,Comfy-Desktop,updates-snapshots-and-downloads,Download filename collision handling,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.ts,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Existing names receive deterministic unique suffixes and partial files never replace good content.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Existing names receive deterministic unique suffixes and partial files never replace good content.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-136,Comfy-Desktop,updates-snapshots-and-downloads,Download progress states,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.ts,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","Downloads transition through pending, downloading, paused, completed, error, or cancelled with bytes, rate, and ETA.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Downloads transition through pending, downloading, paused, completed, error, or cancelled with bytes, rate, and ETA.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-137,Comfy-Desktop,updates-snapshots-and-downloads,Pause and resume download,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.ts,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Active downloads pause without losing partial data and resume from a supported byte offset.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Active downloads pause without losing partial data and resume from a supported byte offset.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-138,Comfy-Desktop,updates-snapshots-and-downloads,Cancel download,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.ts,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","Cancellation aborts network work, removes temporary artifacts, and leaves a dismissible terminal record.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Cancellation aborts network work, removes temporary artifacts, and leaves a dismissible terminal record.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-139,Comfy-Desktop,updates-snapshots-and-downloads,Retry failed download,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.ts,projects/comfy/Comfy-Desktop/src/main/lib/comfyDownloadManager.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Retry reuses the original validated request and returns to pending/downloading state.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Retry reuses the original validated request and returns to pending/downloading state.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
