feature_id,disposition,placement,owner_task_id
COMFY-FRONTEND-SURFACE-171943F7382D,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-835B185B0F67,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9BEFA9FAC31D,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-0567E144BC6F,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-0CF7D3E865AA,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-35DE68144F68,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-C536352296D5,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A1574E117EEA,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-DE46A80B2B01,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E952A5D5B273,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-B60EF79337DF,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-72C8585D94CE,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-5A50A02BD559,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-D8C31CC110C6,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-C497EBDDB324,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-630B8B7B4F28,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-F687781D27BB,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-7C5920E3CA0B,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9C3EA3B0E14D,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-0591933A82F9,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-7FD5EE783605,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E0721BF6DF9C,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A22CF9B385D8,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-769BE08A1525,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-D6D4894042DD,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-3348F92ED060,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-79835CA6B0C3,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-30C3A7778039,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-445E7D5BE7B4,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-82FF73A55B5D,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-31D5CB9FFA27,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-FE3677C71851,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9AAD195149F2,place,ExtensionCompatibilityHost,comfy-parity-frontend-extension-compatibility
COMFY-FRONTEND-SURFACE-5D394F1E279C,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-6CB2C117711F,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-395E3F112538,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-45AB470FF5CC,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E0F5D89D6210,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-C75582BABAF3,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-783F687F9BDA,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-EAC956C79B67,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A0E1CB98D113,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-C90418E3E664,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-C848F9168781,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-5F000E6D6AC7,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E3DC25C2FBD5,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-BF6E75BC926A,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-4544160E522E,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-21BC8E29B213,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-7DD73129E5DD,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E928F815EBE0,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-8FFCEE72B0DB,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-5EFB73DAEAE6,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-DED5550A26AD,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-51D46BA4F102,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-AA063B7A6DBF,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F06AD2C0EA8F,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-D04BE6D728FE,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-15340B04A9C6,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-8F9CC3D941F4,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-1D80BC23A045,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A1450D3C8A89,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-84CC2251401E,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-2C531A2594AB,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-BACF1A34654E,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A2AD9F3031BA,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-88955071664F,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9B4929053697,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-182A56B5324F,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-92DDC9501893,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-0FBD1E3393F8,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-5B43968B5F11,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-8440C02B270B,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-8AFB1F9151FD,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-8F0F9CCBD1C7,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-A14880B71D8A,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-E291FD2847F6,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-C21650B7EE34,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-309C9B3A848A,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-C797B20EEF4B,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-24C985658EF2,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-5310A9077C74,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-7F02817E7E3A,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-89A7B900E70A,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-A4E70AB0B0E5,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-2CDCCC288D47,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-D8279CD974FF,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-38E96207BC0C,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-346F28FD473D,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-2B33F11CA8C9,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-AFDEA934E9E6,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E6E4B8EE2543,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-401C5F66D374,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F0449BE87A63,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-D4269AA2E321,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-922B12C3CA3D,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-13D60A1C8BC8,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9FF7285B275B,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B17EEBE95F62,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-ADF00C74CD55,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-BF465DCBC444,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-66BD4C843C9B,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-6503D79D318C,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-D593DFD5CCF0,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-EF5DAAD5E4E1,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-9CC4DDBDE380,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F81B12CA5FAE,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F555546CD9B7,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-2231F7E8D4DC,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-920B92F67D35,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-20A01A831618,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F7223A6667BB,place,GraphWorkspaceItem,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-2B5D23ADD911,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-048A7D4ABBA0,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-C63EE5E6B7B9,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A059A1C2F676,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-DA2777B4CAA2,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-AADF6327D6BD,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B39B2FCA4231,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-DB523D2D87F5,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-98BFBD39551D,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E8C1E247C8B0,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-9834CFEDACE3,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F89135607ED1,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-24C82D772CA9,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9A01B1008F03,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-96527CBD24C1,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-8E952427FCF2,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A593FC1D0461,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-2670264F1900,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E1C6EA70C28D,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-AE1521A4EA2E,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B72AC7D77508,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E61CAB7BE8C6,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-96E648D4332F,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-9E11E45253BF,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-2C3A937A7AC5,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-70A62B0C6A4C,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E2E720E2D19F,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-4AFF13A1C238,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-FD4220486C1C,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-FC4FCE59CE5C,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-172617E63FB2,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A94EB531C856,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-64A9CD0AD698,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F442889B1730,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-9921316BBD1C,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-6117CD8889CE,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E7AD5C2341E2,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-D330290F8662,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-3C659586534C,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-5460AF399455,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-2D7838D1C4D9,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-0C2FA888B566,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-850AC2E168E1,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E66EDB5881B5,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-4FEAFBF170E9,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-0395C7D21E05,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-197AEF273142,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-64000CE2A78E,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-4F023EB56503,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-D41FBFD8A9CA,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-6152C60F8E5F,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-C7B6A6ED2C61,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B1FF42D94413,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-731C53B8F547,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-79CE02C29671,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-4BB9506F83DD,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-483AAECC5A6F,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-5ED29D4A8987,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-2C2BC39A3DAC,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F451A80C270D,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-77BFB73B9D77,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-CC26DE3C8565,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-ED6E98B3E3AC,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-082310BDA672,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-CDAFF26D5B26,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-193FCD2E9BFD,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-19BAB3FC51C6,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-BA68BC33A2AB,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-67797BF57062,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-63A4ABE54AC4,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-F494BDB6FD2E,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-052D51C10184,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-0C01631C3DFA,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-BE5BE58D2FDE,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-26F40752861E,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-9433A9A04082,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-6085B98C498A,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-F6FF6DAE75BF,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-F3428874E71D,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-9F0D36286AB9,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-FB9FC24AF7FA,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-BC42336531A9,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-B2FD664FE518,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-EB00D564F240,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A14F4CA91E43,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-E721F4A4F9B9,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-97D04E89D68E,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-DB8A04DB9D97,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-09D4A5984EB8,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-F69CDE266EDA,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-11AAA816CCA7,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E61F814BB0B8,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-1D36B00A021F,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A8C737E2422C,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-3B10A0262229,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-69C27BCE70C2,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-3D88A94F26D3,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-ED268F9C6D9B,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-8254E347FA37,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E1C5DCE401B2,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E20D574FEA22,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-8C7B667A7A35,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-A9C528607EEC,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-C8FA582B97F0,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F89C36BB456A,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-5715E0B1A754,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-7915CCE0BD6F,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-26F68460C234,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-846F6B07AD19,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-D73EACB0E8BB,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-57995BAF3D1D,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-7102C44752C1,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-9B66CAE4DDB9,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-DF7AEF284597,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-803AB643B5EB,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-6B41B7F1B98C,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-816AF0737F6D,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-5097BBF826AA,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E31AEF887F6F,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E33591D72157,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-AE50087F33FE,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-2196EA6C5EE2,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-46494CB6FC1E,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-FEA73C52C995,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-F227F62CE792,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-170FCD639119,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-51E2E35C29E9,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A86DF160FAD3,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-FC6C3A6EFD91,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-0EE397AF4870,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-FC97C9C04F33,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-F8D88B735DE1,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-D0F366A341E5,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-90C3EF5B75E1,place,WorkspaceShellItem,comfy-parity-workflow-experience
