record_id,path,title,description,role,domain,availability,document_evidence_level,corroboration_status,corroborated_feature_ids,native_parity_treatment
COMFY-DOC-8B35748C79BE,built-in-nodes/File3DToSplat.mdx,File3DToSplat - ComfyUI Built-in Node Documentation,"Complete documentation for the File3DToSplat node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0172,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9F417B598B39,built-in-nodes/FlipSigmas.mdx,FlipSigmas - ComfyUI Built-in Node Documentation,"Complete documentation for the FlipSigmas node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0173,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-78A6A2F53865,built-in-nodes/Flux2ImageNode.mdx,Flux2ImageNode - ComfyUI Built-in Node Documentation,"Complete documentation for the Flux2ImageNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0174,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B2355F2D20DC,built-in-nodes/Flux2Scheduler.mdx,Flux2Scheduler - ComfyUI Built-in Node Documentation,"Complete documentation for the Flux2Scheduler node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0177,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-AAAB64AE9406,built-in-nodes/FluxDisableGuidance.mdx,FluxDisableGuidance - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxDisableGuidance node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0178,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2342A5F69047,built-in-nodes/FluxEraseNode.mdx,FluxEraseNode - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxEraseNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0179,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-40260668F751,built-in-nodes/FluxGuidance.mdx,FluxGuidance - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxGuidance node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0180,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9D4CBD715837,built-in-nodes/FluxKVCache.mdx,FluxKVCache - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxKVCache node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0185,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-6A103398CC3F,built-in-nodes/FluxKontextImageScale.mdx,FluxKontextImageScale - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxKontextImageScale node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0181,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-EDEF0F3DD823,built-in-nodes/FluxKontextMultiReferenceLatentMethod.mdx,FluxKontextMultiReferenceLatentMethod - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxKontextMultiReferenceLatentMethod node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0183,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-EEED9D1B9130,built-in-nodes/FluxProCannyNode.mdx,FluxProCannyNode - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxProCannyNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-371F310D8D19,built-in-nodes/FluxProDepthNode.mdx,FluxProDepthNode - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxProDepthNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-18EB18E6D8D7,built-in-nodes/FluxProExpandNode.mdx,FluxProExpandNode - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxProExpandNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0186,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-060BE232B654,built-in-nodes/FluxProFillNode.mdx,FluxProFillNode - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxProFillNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0187,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-148B57A2E419,built-in-nodes/FluxProImageNode.mdx,FluxProImageNode - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxProImageNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-3076DAB03FD5,built-in-nodes/FluxProUltraImageNode.mdx,FluxProUltraImageNode - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxProUltraImageNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0188,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-889545D01F5D,built-in-nodes/FluxVTONode.mdx,FluxVTONode - ComfyUI Built-in Node Documentation,"Complete documentation for the FluxVTONode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0189,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7A2457CD3C53,built-in-nodes/FrameInterpolate.mdx,FrameInterpolate - ComfyUI Built-in Node Documentation,"Complete documentation for the FrameInterpolate node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0190,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8D7D11501818,built-in-nodes/FrameInterpolationModelLoader.mdx,FrameInterpolationModelLoader - ComfyUI Built-in Node Documentation,"Complete documentation for the FrameInterpolationModelLoader node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0191,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-50E1AC592131,built-in-nodes/FreSca.mdx,FreSca - ComfyUI Built-in Node Documentation,"Complete documentation for the FreSca node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0194,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-BC0656B36297,built-in-nodes/FreeU.mdx,FreeU - ComfyUI Built-in Node Documentation,"Complete documentation for the FreeU node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0192,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-611B03268991,built-in-nodes/FreeU_V2.mdx,FreeU_V2 - ComfyUI Built-in Node Documentation,"Complete documentation for the FreeU_V2 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0193,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7633F6A03063,built-in-nodes/GITSScheduler.mdx,GITSScheduler - ComfyUI Built-in Node Documentation,"Complete documentation for the GITSScheduler node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0208,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-FE231365ED24,built-in-nodes/GLIGENLoader.mdx,GLIGENLoader - ComfyUI Built-in Node Documentation,"Complete documentation for the GLIGENLoader node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0209,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-99C256BAC08A,built-in-nodes/GLIGENTextBoxApply.mdx,GLIGENTextBoxApply - ComfyUI Built-in Node Documentation,"Complete documentation for the GLIGENTextBoxApply node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0210,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8EC4162B21EE,built-in-nodes/GLSLShader.mdx,GLSLShader - ComfyUI Built-in Node Documentation,"Complete documentation for the GLSLShader node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0211,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-A07952255BEE,built-in-nodes/GeminiImage.mdx,GeminiImage - ComfyUI Built-in Node Documentation,"Complete documentation for the GeminiImage node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-class-name-exact; executable-backend-registry,COMFY-NODE-0196,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-13E81C192511,built-in-nodes/GeminiImage2Node.mdx,GeminiImage2Node - ComfyUI Built-in Node Documentation,"Complete documentation for the GeminiImage2Node node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0195,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-F80500AE0D86,built-in-nodes/GeminiImageNode.mdx,GeminiImageNode - ComfyUI Built-in Node Documentation,"Complete documentation for the GeminiImageNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0196,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-6B44084C8279,built-in-nodes/GeminiInputFiles.mdx,GeminiInputFiles - ComfyUI Built-in Node Documentation,"Complete documentation for the GeminiInputFiles node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0197,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-19250E591946,built-in-nodes/GeminiNanoBanana2.mdx,GeminiNanoBanana2 - ComfyUI Built-in Node Documentation,"Complete documentation for the GeminiNanoBanana2 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0198,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-41D54C0D2D9B,built-in-nodes/GeminiNanoBanana2V2.mdx,GeminiNanoBanana2V2 - ComfyUI Built-in Node Documentation,"Complete documentation for the GeminiNanoBanana2V2 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0199,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-544688314583,built-in-nodes/GeminiNode.mdx,GeminiNode - ComfyUI Built-in Node Documentation,"Complete documentation for the GeminiNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0200,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E6DE09E5E986,built-in-nodes/GeminiNodeV2.mdx,GeminiNodeV2 - ComfyUI Built-in Node Documentation,"Complete documentation for the GeminiNodeV2 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0201,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9682762950AB,built-in-nodes/GeminiVideoOmni.mdx,GeminiVideoOmni - ComfyUI Built-in Node Documentation,"Complete documentation for the GeminiVideoOmni node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0202,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E277E867F4E5,built-in-nodes/GenerateTracks.mdx,GenerateTracks - ComfyUI Built-in Node Documentation,"Complete documentation for the GenerateTracks node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0203,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9CE9C9EC95A2,built-in-nodes/GetICLoRAParameters.mdx,GetICLoRAParameters - ComfyUI Built-in Node Documentation,"Complete documentation for the GetICLoRAParameters node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0204,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C82EFF4C929D,built-in-nodes/GetImageSize.mdx,GetImageSize - ComfyUI Built-in Node Documentation,"Complete documentation for the GetImageSize node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0205,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4B8526DE733F,built-in-nodes/GetSplatCount.mdx,GetSplatCount - ComfyUI Built-in Node Documentation,"Complete documentation for the GetSplatCount node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0206,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-73C409883B69,built-in-nodes/GetVideoComponents.mdx,GetVideoComponents - ComfyUI Built-in Node Documentation,"Complete documentation for the GetVideoComponents node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0207,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D9640FB3B024,built-in-nodes/GrokImageEditNode.mdx,GrokImageEditNode - ComfyUI Built-in Node Documentation,"Complete documentation for the GrokImageEditNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0212,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9EFEBE8BE17D,built-in-nodes/GrokImageEditNodeV2.mdx,GrokImageEditNodeV2 - ComfyUI Built-in Node Documentation,"Complete documentation for the GrokImageEditNodeV2 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0213,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5D259076E083,built-in-nodes/GrokImageNode.mdx,GrokImageNode - ComfyUI Built-in Node Documentation,"Complete documentation for the GrokImageNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0214,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9551AA25FA52,built-in-nodes/GrokVideoEditNode.mdx,GrokVideoEditNode - ComfyUI Built-in Node Documentation,"Complete documentation for the GrokVideoEditNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0215,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-94B63FDEC166,built-in-nodes/GrokVideoExtendNode.mdx,GrokVideoExtendNode - ComfyUI Built-in Node Documentation,"Complete documentation for the GrokVideoExtendNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0216,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-6AEA7BD27D4E,built-in-nodes/GrokVideoNode.mdx,GrokVideoNode - ComfyUI Built-in Node Documentation,"Complete documentation for the GrokVideoNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0217,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-638765C039A2,built-in-nodes/GrokVideoReferenceNode.mdx,GrokVideoReferenceNode - ComfyUI Built-in Node Documentation,"Complete documentation for the GrokVideoReferenceNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0218,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-A62110AB6F38,built-in-nodes/GrowMask.mdx,GrowMask - ComfyUI Built-in Node Documentation,"Complete documentation for the GrowMask node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0219,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-33ECD8789083,built-in-nodes/HappyHorseImageToVideoApi.mdx,HappyHorseImageToVideoApi - ComfyUI Built-in Node Documentation,"Complete documentation for the HappyHorseImageToVideoApi node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0220,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-14E6EF13176F,built-in-nodes/HappyHorseReferenceVideoApi.mdx,HappyHorseReferenceVideoApi - ComfyUI Built-in Node Documentation,"Complete documentation for the HappyHorseReferenceVideoApi node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0221,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D69C0C812953,built-in-nodes/HappyHorseTextToVideoApi.mdx,HappyHorseTextToVideoApi - ComfyUI Built-in Node Documentation,"Complete documentation for the HappyHorseTextToVideoApi node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0222,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7AF62162C399,built-in-nodes/HappyHorseVideoEditApi.mdx,HappyHorseVideoEditApi - ComfyUI Built-in Node Documentation,"Complete documentation for the HappyHorseVideoEditApi node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0223,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-573177E40A84,built-in-nodes/HiDreamO1PatchSeamSmoothing.mdx,HiDreamO1PatchSeamSmoothing - ComfyUI Built-in Node Documentation,"Complete documentation for the HiDreamO1PatchSeamSmoothing node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0224,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-870796AA8F80,built-in-nodes/HiDreamO1ReferenceImages.mdx,HiDreamO1ReferenceImages - ComfyUI Built-in Node Documentation,"Complete documentation for the HiDreamO1ReferenceImages node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0225,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-AC51253F3195,built-in-nodes/HitPawGeneralImageEnhance.mdx,HitPawGeneralImageEnhance - ComfyUI Built-in Node Documentation,"Complete documentation for the HitPawGeneralImageEnhance node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0226,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B8B8664A619C,built-in-nodes/HitPawVideoEnhance.mdx,HitPawVideoEnhance - ComfyUI Built-in Node Documentation,"Complete documentation for the HitPawVideoEnhance node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0227,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CC8E3CE6C895,built-in-nodes/Hunyuan3Dv2Conditioning.mdx,Hunyuan3Dv2Conditioning - ComfyUI Built-in Node Documentation,"Complete documentation for the Hunyuan3Dv2Conditioning node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0228,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7EBF5ED90F90,built-in-nodes/Hunyuan3Dv2ConditioningMultiView.mdx,Hunyuan3Dv2ConditioningMultiView - ComfyUI Built-in Node Documentation,"Complete documentation for the Hunyuan3Dv2ConditioningMultiView node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0229,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-66E37A255522,built-in-nodes/HunyuanImageToVideo.mdx,HunyuanImageToVideo - ComfyUI Built-in Node Documentation,"Complete documentation for the HunyuanImageToVideo node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0230,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-438FB7D45E23,built-in-nodes/HunyuanRefinerLatent.mdx,HunyuanRefinerLatent - ComfyUI Built-in Node Documentation,"Complete documentation for the HunyuanRefinerLatent node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0231,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CFFAAB3ED600,built-in-nodes/HunyuanVideo15ImageToVideo.mdx,HunyuanVideo15ImageToVideo - ComfyUI Built-in Node Documentation,"Complete documentation for the HunyuanVideo15ImageToVideo node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0232,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CD1493780736,built-in-nodes/HunyuanVideo15LatentUpscaleWithModel.mdx,HunyuanVideo15LatentUpscaleWithModel - ComfyUI Built-in Node Documentation,"Complete documentation for the HunyuanVideo15LatentUpscaleWithModel node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0233,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D880C4E9393D,built-in-nodes/HunyuanVideo15SuperResolution.mdx,HunyuanVideo15SuperResolution - ComfyUI Built-in Node Documentation,"Complete documentation for the HunyuanVideo15SuperResolution node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0234,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-518720AAEA24,built-in-nodes/HyperTile.mdx,HyperTile - ComfyUI Built-in Node Documentation,"Complete documentation for the HyperTile node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0236,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
