feature_id,command_id,command_path,scope,name,kind,flags,annotation,value_type,nullable,value_arity,cardinality,repeatable,choices,constraints,boolean_forms,default,default_source,required,hidden,envvar,help,source_file,line,type_evidence,evidence_level,target_status,parity_decision
COMFY-CLI-PARAM-B7D51DEBB26A,COMFY-CLI-CMD-D5C6B6A5304A,comfy jobs ls,command,host,option,--host,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Server host (defaults to background or 127.0.0.1).,comfy_cli/command/jobs.py,353,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-901116B39D44,COMFY-CLI-CMD-D5C6B6A5304A,comfy jobs ls,command,limit,option,--limit,int,integer,false,1,0..1 values,false,,{},,10,10,false,false,,How many history entries to include.,comfy_cli/command/jobs.py,355,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-1D3E1132A043,COMFY-CLI-CMD-D5C6B6A5304A,comfy jobs ls,command,local_only,option,--local-only,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Only read the on-disk state files; skip the server query. Useful when offline.,comfy_cli/command/jobs.py,360,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-C6E7C43532AB,COMFY-CLI-CMD-D5C6B6A5304A,comfy jobs ls,command,orphaned,option,--orphaned,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Show only jobs whose background watcher died (error.code == watcher_crashed). Implies --local-only because the server doesn't track watcher liveness.,comfy_cli/command/jobs.py,368,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-57CA7CFED472,COMFY-CLI-CMD-D5C6B6A5304A,comfy jobs ls,command,port,option,--port,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,Server port (defaults to background or 8188).,comfy_cli/command/jobs.py,354,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-898530CE1285,COMFY-CLI-CMD-D5C6B6A5304A,comfy jobs ls,command,watch,option,--watch,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Live-refresh the table every 2s (pretty mode only). Ctrl-C to exit.,comfy_cli/command/jobs.py,380,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-3D371E5EE1F0,COMFY-CLI-CMD-D5C6B6A5304A,comfy jobs ls,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,'local' (default) or 'cloud'. Cloud requires `comfy auth login`.,comfy_cli/command/jobs.py,356,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-A9B407BC2CCA,COMFY-CLI-CMD-CE8B0C60703F,comfy jobs status,command,host,option,--host,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/jobs.py,591,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-EA4C50CDEA79,COMFY-CLI-CMD-CE8B0C60703F,comfy jobs status,command,port,option,--port,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/jobs.py,592,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-2D191476A496,COMFY-CLI-CMD-CE8B0C60703F,comfy jobs status,command,prompt_id,argument,,str,string,false,1,1 value,false,,{},,,<required>,true,false,,The prompt_id returned by `comfy run`.,comfy_cli/command/jobs.py,590,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-7B98B347E8AF,COMFY-CLI-CMD-CE8B0C60703F,comfy jobs status,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,'local' (default) or 'cloud'.,comfy_cli/command/jobs.py,593,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-488AB788F528,COMFY-CLI-CMD-0DCAB9115E78,comfy jobs wait,command,host,option,--host,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/jobs.py,845,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-8DE4EBBA87FA,COMFY-CLI-CMD-0DCAB9115E78,comfy jobs wait,command,poll_interval,option,--poll-interval,float,number,false,1,0..1 values,false,,{},,5.0,5.0,false,false,,Seconds between status polls (these are long jobs; don't hammer).,comfy_cli/command/jobs.py,848,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-A980D911EF3E,COMFY-CLI-CMD-0DCAB9115E78,comfy jobs wait,command,port,option,--port,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/jobs.py,846,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-088F8F99BEF8,COMFY-CLI-CMD-0DCAB9115E78,comfy jobs wait,command,prompt_ids,argument,,list[str] | None,string,true,variadic,0..* values,true,,{},,,None,false,false,,prompt_ids to wait on (omit and use --all to wait on every tracked job).,comfy_cli/command/jobs.py,841,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-500079B3E5D5,COMFY-CLI-CMD-0DCAB9115E78,comfy jobs wait,command,timeout,option,--timeout,float,number,false,1,0..1 values,false,,{},,1800.0,1800.0,false,false,,Give up after this many seconds total.,comfy_cli/command/jobs.py,852,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-B7BB5CE42B15,COMFY-CLI-CMD-0DCAB9115E78,comfy jobs wait,command,wait_all,option,--all,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Wait on all locally-tracked non-terminal jobs.,comfy_cli/command/jobs.py,853,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-C0F23F01A6DD,COMFY-CLI-CMD-0DCAB9115E78,comfy jobs wait,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,'local' (default) or 'cloud'.,comfy_cli/command/jobs.py,847,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-4735D3F389C8,COMFY-CLI-CMD-0210446D9C2D,comfy jobs watch,command,host,option,--host,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/jobs.py,1129,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-F6FAD6008475,COMFY-CLI-CMD-0210446D9C2D,comfy jobs watch,command,max_wait,option,--max-wait,float,number,false,1,0..1 values,false,,{},,600.0,600.0,false,false,,Cloud-only: give up after this many seconds total.,comfy_cli/command/jobs.py,1140,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-21BC9F1C2B8D,COMFY-CLI-CMD-0210446D9C2D,comfy jobs watch,command,poll_interval,option,--poll-interval,float,number,false,1,0..1 values,false,,{},,1.5,1.5,false,false,,Cloud-only: seconds between status polls.,comfy_cli/command/jobs.py,1136,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-77F572B62902,COMFY-CLI-CMD-0210446D9C2D,comfy jobs watch,command,port,option,--port,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/jobs.py,1130,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-853E673C63A5,COMFY-CLI-CMD-0210446D9C2D,comfy jobs watch,command,prompt_id,argument,,str,string,false,1,1 value,false,,{},,,<required>,true,false,,The prompt_id returned by `comfy run`.,comfy_cli/command/jobs.py,1128,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-0F585B64F4D6,COMFY-CLI-CMD-0210446D9C2D,comfy jobs watch,command,timeout,option,--timeout,int,integer,false,1,0..1 values,false,,{},,30,30,false,false,,Per-recv (or per-poll) timeout in seconds.,comfy_cli/command/jobs.py,1131,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-4AD1B60F67E1,COMFY-CLI-CMD-0210446D9C2D,comfy jobs watch,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,'local' (WebSocket) or 'cloud' (HTTP polling).,comfy_cli/command/jobs.py,1132,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-D1EF8000D74A,COMFY-CLI-CMD-704AAB5AC1A0,comfy launch,command,background,option,--background,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Launch ComfyUI in background,comfy_cli/cmdline.py,1094,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-4111E5F20B4E,COMFY-CLI-CMD-704AAB5AC1A0,comfy launch,command,extra,argument,,list[str],string,false,variadic,0..* values,true,,{},,,None,false,false,,,comfy_cli/cmdline.py,1093,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-9DF2B96F2190,COMFY-CLI-CMD-704AAB5AC1A0,comfy launch,command,frontend_pr,option,--frontend-pr,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,"Use a specific frontend PR. Supports formats: username:branch, #123, or PR URL",comfy_cli/cmdline.py,1095,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-A17506220BFC,COMFY-CLI-CMD-95F616C80614,comfy logs,command,tail,option,--tail,int,integer,false,1,0..1 values,false,,{},,200,200,false,false,,Number of trailing log lines to show (capped for JSON payloads).,comfy_cli/cmdline.py,1110,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-67838F54F485,COMFY-CLI-CMD-95F616C80614,comfy logs,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Routing target. Only 'local' is supported.,comfy_cli/cmdline.py,1114,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-E725D599C79A,COMFY-CLI-CMD-88BED798528E,comfy manager migrate-legacy,command,yes,option,--yes | -y,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Skip confirmation prompt,comfy_cli/command/custom_nodes/command.py,303,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-1D60506A06CF,COMFY-CLI-CMD-BA3D36D7F3C8,comfy manager uv-compile-default,command,enabled,argument,,bool,boolean,false,1,1 value,false,,{},,,<required>,true,false,,"true to enable, false to disable",comfy_cli/command/custom_nodes/command.py,430,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-840A33C63C89,COMFY-CLI-CMD-73E7FD254830,comfy model download,command,downloader,option,--downloader,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Download backend: 'httpx' (default) or 'aria2' (requires aria2 RPC server).,comfy_cli/command/models/models.py,238,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-10DD8BD87236,COMFY-CLI-CMD-73E7FD254830,comfy model download,command,filename,option,--filename,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,The filename to save the model.,comfy_cli/command/models/models.py,215,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-B2FF5729D43E,COMFY-CLI-CMD-73E7FD254830,comfy model download,command,relative_path,option,--relative-path,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,The relative path from the current workspace to install the model.,comfy_cli/command/models/models.py,208,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-7743FC47014B,COMFY-CLI-CMD-73E7FD254830,comfy model download,command,set_civitai_api_token,option,--set-civitai-api-token,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Set the CivitAI API token to use for model downloading.,comfy_cli/command/models/models.py,222,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-489C93BA2E49,COMFY-CLI-CMD-73E7FD254830,comfy model download,command,set_hf_api_token,option,--set-hf-api-token,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Set the Hugging Face API token to use for model downloading.,comfy_cli/command/models/models.py,230,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-B72935155965,COMFY-CLI-CMD-73E7FD254830,comfy model download,command,url,option,--url,str,string,false,1,1 value,false,,{},,,<required>,true,false,,The URL from which to download the model.,comfy_cli/command/models/models.py,204,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-7E002E270089,COMFY-CLI-CMD-2F3265AA0BF5,comfy model list,command,relative_path,option,--relative-path,str,string,false,1,0..1 values,false,,{},,,DEFAULT_COMFY_MODEL_PATH,false,false,,The relative path from the current workspace where the models are stored.,comfy_cli/command/models/models.py,453,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-2D2F1DC313C7,COMFY-CLI-CMD-AA2ACE85EF11,comfy model remove,command,confirm,option,--confirm,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Confirm for deletion and skip the prompt,comfy_cli/command/models/models.py,386,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-CD5E815819EF,COMFY-CLI-CMD-AA2ACE85EF11,comfy model remove,command,model_names,option,--model-names,list[str] | None,string,true,1 per occurrence,0..* values,true,,{},,,None,false,false,,"List of model filenames to delete, separated by spaces",comfy_cli/command/models/models.py,381,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-07847BCF24AB,COMFY-CLI-CMD-AA2ACE85EF11,comfy model remove,command,relative_path,option,--relative-path,str,string,false,1,0..1 values,false,,{},,,DEFAULT_COMFY_MODEL_PATH,false,false,,The relative path from the current workspace where the models are stored.,comfy_cli/command/models/models.py,376,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-70DCB4F0E75D,COMFY-CLI-CMD-33F9DE2059B6,comfy models list-folder,command,folder,argument,,str,string,false,1,1 value,false,,{},,,<required>,true,false,,"Folder name (e.g. 'loras', 'checkpoints').",comfy_cli/command/models/search.py,223,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-45002A459965,COMFY-CLI-CMD-33F9DE2059B6,comfy models list-folder,command,limit,option,--limit,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,Cap output to N rows.,comfy_cli/command/models/search.py,228,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-897786B7F7E9,COMFY-CLI-CMD-33F9DE2059B6,comfy models list-folder,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Override the resolved routing mode.,comfy_cli/command/models/search.py,224,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-9F162D7FB66E,COMFY-CLI-CMD-9784AD26C3AE,comfy models list-folders,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Override the resolved routing mode.,comfy_cli/command/models/search.py,157,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-E41C5EF66037,COMFY-CLI-CMD-EC1B2AD720A3,comfy models search,command,include_public,option,--include-public/--mine-only,bool,boolean,false,0,0..1 flag occurrences,false,,{},--include-public | --mine-only,true,True,false,false,,Cloud only: include public/shared assets (default true). On local this flag is ignored.,comfy_cli/command/models/search.py,456,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-C856E0871880,COMFY-CLI-CMD-EC1B2AD720A3,comfy models search,command,limit,option,--limit,int,integer,false,1,0..1 values,false,,{},,20,20,false,false,,Cap results.,comfy_cli/command/models/search.py,452,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-1BC72DCE2AD0,COMFY-CLI-CMD-EC1B2AD720A3,comfy models search,command,text,option,--text | -t,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Substring on the model name (case-insensitive on cloud).,comfy_cli/command/models/search.py,442,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-EB554A6C2D24,COMFY-CLI-CMD-EC1B2AD720A3,comfy models search,command,type_,option,--type,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,"Model type: lora, checkpoint, vae, controlnet, …",comfy_cli/command/models/search.py,448,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-3C0B4675CF81,COMFY-CLI-CMD-EC1B2AD720A3,comfy models search,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Override the resolved routing mode.,comfy_cli/command/models/search.py,463,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-08FC1E929AEB,COMFY-CLI-CMD-5434AE46FE8E,comfy models show,command,name,argument,,str,string,false,1,1 value,false,,{},,,<required>,true,false,,Exact model filename (e.g. 'wan2.2_vae.safetensors').,comfy_cli/command/models/search.py,530,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-E991F17C8C2C,COMFY-CLI-CMD-5434AE46FE8E,comfy models show,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Override the resolved routing mode.,comfy_cli/command/models/search.py,531,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-95501CCBC669,COMFY-CLI-CMD-E9DAF0B6C299,comfy node bisect start,command,extra,argument,,list[str],string,false,variadic,0..* values,true,,{},,,None,false,false,,,comfy_cli/command/custom_nodes/bisect_custom_nodes.py,148,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-1E2470D969F4,COMFY-CLI-CMD-E9DAF0B6C299,comfy node bisect start,command,pinned_nodes,option,--pinned-nodes,str,string,false,1,0..1 values,false,,{},,,'',false,false,,Pinned nodes always enable during the bisect,comfy_cli/command/custom_nodes/bisect_custom_nodes.py,147,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-BD6595ED2593,COMFY-CLI-CMD-B8A9F2B635F0,comfy node deps-in-workflow,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,944,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-9A594BEA9D00,COMFY-CLI-CMD-B8A9F2B635F0,comfy node deps-in-workflow,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,952,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-A2A4AFBCF8B3,COMFY-CLI-CMD-B8A9F2B635F0,comfy node deps-in-workflow,command,output,option,--output,str,string,false,1,1 value,false,,{},,,<required>,true,false,,Output file (.json),comfy_cli/command/custom_nodes/command.py,943,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-A5DA34CB104F,COMFY-CLI-CMD-B8A9F2B635F0,comfy node deps-in-workflow,command,workflow,option,--workflow,str,string,false,1,1 value,false,,{},,,<required>,true,false,,Workflow file (.json/.png),comfy_cli/command/custom_nodes/command.py,942,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-BFBE78AD54B2,COMFY-CLI-CMD-5571B2E4B8B3,comfy node disable,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,791,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-27EECAF57273,COMFY-CLI-CMD-5571B2E4B8B3,comfy node disable,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,799,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-2A4CD24436B8,COMFY-CLI-CMD-5571B2E4B8B3,comfy node disable,command,nodes,argument,,list[str],string,false,variadic,1..* values,true,,"{""autocompletion"": ""node_or_all_completer""}",,,<required>,true,false,,[all|List of custom nodes to disable],comfy_cli/command/custom_nodes/command.py,786,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-889719C363E1,COMFY-CLI-CMD-CF43D400CEBD,comfy node enable,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,818,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-086CAB5FC8A8,COMFY-CLI-CMD-CF43D400CEBD,comfy node enable,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,826,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-26C05494A062,COMFY-CLI-CMD-CF43D400CEBD,comfy node enable,command,nodes,argument,,list[str],string,false,variadic,1..* values,true,,"{""autocompletion"": ""node_or_all_completer""}",,,<required>,true,false,,[all|List of custom nodes to enable],comfy_cli/command/custom_nodes/command.py,813,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-361365E4CC18,COMFY-CLI-CMD-E53911EB7BFB,comfy node fix,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,845,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-E5D2E7F76855,COMFY-CLI-CMD-E53911EB7BFB,comfy node fix,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,861,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-AFC554C81C2C,COMFY-CLI-CMD-E53911EB7BFB,comfy node fix,command,nodes,argument,,list[str],string,false,variadic,1..* values,true,,"{""autocompletion"": ""node_or_all_completer""}",,,<required>,true,false,,[all|List of custom nodes to fix],comfy_cli/command/custom_nodes/command.py,840,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-427B646BF453,COMFY-CLI-CMD-E53911EB7BFB,comfy node fix,command,uv_compile,option,--uv-compile/--no-uv-compile,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},--uv-compile | --no-uv-compile,,None,false,false,,"After fixing, batch-resolve all dependencies via uv pip compile (requires ComfyUI-Manager v4.1+)",comfy_cli/command/custom_nodes/command.py,853,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-6537D39A90A0,COMFY-CLI-CMD-1E8F7EFD4A1B,comfy node install,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,557,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-D870D9301D4E,COMFY-CLI-CMD-1E8F7EFD4A1B,comfy node install,command,exit_on_fail,option,--exit-on-fail,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Exit on failure,comfy_cli/command/custom_nodes/command.py,589,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-322B070DF5E7,COMFY-CLI-CMD-1E8F7EFD4A1B,comfy node install,command,fast_deps,option,--fast-deps,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Use new fast dependency installer,comfy_cli/command/custom_nodes/command.py,565,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-2F5AC2C04759,COMFY-CLI-CMD-1E8F7EFD4A1B,comfy node install,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,596,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-8EDB425EAB44,COMFY-CLI-CMD-1E8F7EFD4A1B,comfy node install,command,no_deps,option,--no-deps,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Skip dependency installation,comfy_cli/command/custom_nodes/command.py,573,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-1D66E9B59988,COMFY-CLI-CMD-1E8F7EFD4A1B,comfy node install,command,nodes,argument,,list[str],string,false,variadic,1..* values,true,,"{""autocompletion"": ""node_completer""}",,,<required>,true,false,,List of custom nodes to install,comfy_cli/command/custom_nodes/command.py,556,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
