feature_id,product,domain,component_surface,parent_feature_ids,classification,availability,evidence_level,confidence,source_file,source_symbol,props,emits,handlers,test_evidence,actor,trigger,preconditions,inputs_defaults,observable_success,interaction_accessibility,state_concurrency,failure_recovery,persistence_serialization,interfaces_side_effects,disposition_reason,zed_status,zed_evidence,parity_gap,observable_zed_acceptance,automated_validation,manual_validation,open_questions
COMFY-DESKTOP-RENDERER-DD2CFC73EDF9,Comfy-Desktop,desktop-renderer-surface,Snapshot restore diff preview and destructive confirmation,COMFY-DESKTOP-124;COMFY-DESKTOP-125;COMFY-DESKTOP-176,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/RestoreModal.vue,Vue SFC RestoreModal; <script setup> starts L1; <template> starts L29.,L9 exact type body: diffData: SnapshotDiffData | null loading: boolean. Defaults: none declared here; optional props are undefined.,L16 exact emit type body: cancel: [] confirm: [].,No locally declared named handler; template events delegate directly to typed emits or composable bindings.,No focused existing test directly mounts this component; source contract is code-inferred.,A user previewing a snapshot restore.,"The diff loads, the user cancels/outside-dismisses, or confirms a nonempty restore.",diffData may be null and loading is required; a nonempty SnapshotDiffData supplies summary badges and details.,"Loading, empty, and nonempty diff states are distinct; confirm renders only for a nonempty diff.","The modal summarizes ComfyUI/channel/node/package changes, renders SnapshotDiffView, and emits confirm or cancel without performing restore directly.",Native buttons are keyboard operable and shared overlay handling supports Escape/outside cancellation; the legacy markup lacks a local role/name/focus declaration.,Diff state is parent-owned; overlay gesture tracking prevents content-originated clicks from cancelling.,Null/loading/empty diffs cannot confirm; cancellation has no restore side effect; owner surfaces restore failure/partial recovery.,No direct persistence; confirmed restore invokes the separately cataloged snapshot service.,"useModalOverlay, SnapshotDiffView, and Vue cancel/confirm emits.",The nonempty-only destructive gate and exact diff projection are independent restore contracts.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Snapshot restore diff preview and destructive confirmation contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The modal summarizes ComfyUI/channel/node/package changes, renders SnapshotDiffView, and emits confirm or cancel without performing restore directly. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-DD2CFC73EDF9; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Snapshot restore diff preview and destructive confirmation side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-8E1D70D56A8F,Comfy-Desktop,desktop-renderer-surface,"Snapshot ComfyUI, channel, custom-node, and package diff projection",COMFY-DESKTOP-124;COMFY-DESKTOP-130,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotDiffView.vue,Vue SFC SnapshotDiffView; <script setup> starts L1; <template> starts L32.,"L8 exact type body: diff: SnapshotDiffResult /** Collapse the Custom Nodes + Pip Packages sections to count headers, for * tight surfaces where a large diff would overflow. */ collapsible?: boolean. Defaults: none declared here; optional props are undefined.",No defineEmits contract; actions use an injected bridge/composable or the component is presentational.,formatVersion@L27,No focused existing test directly mounts this component; source contract is code-inferred.,A user inspecting or confirming a snapshot difference.,"A SnapshotDiffResult renders, and optional collapsible node/package headings are clicked.",diff is required; collapsible is optional and false when absent.,Only changed sections render; collapsed node/package groups start closed and noncollapsible groups are always shown.,"Added, removed, changed, version, commit-shortening, enabled-state, ComfyUI-version, and update-channel transitions render with exact before/after semantics.","The source collapsible headings are click-only divs with no button role, aria-expanded, or key handler; this is an explicit accessibility gap for the Zed acceptance test.",Node and package expansion are independent local booleans; input diff changes do not explicitly reset them.,Empty change classes render nothing; absent version falls back to a seven-character commit or question mark.,No persistence; disclosure state is local/transient.,Pure SnapshotDiffResult projection and local disclosure state.,Diff formatting and the click-only source disclosure behavior must be traceable rather than hidden under snapshot support.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Snapshot ComfyUI, channel, custom-node, and package diff projection contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Added, removed, changed, version, commit-shortening, enabled-state, ComfyUI-version, and update-channel transitions render with exact before/after semantics. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-8E1D70D56A8F; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Snapshot ComfyUI, channel, custom-node, and package diff projection side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-2F898A4C9F1C,Comfy-Desktop,desktop-renderer-surface,Imported snapshot-file timeline and newest-state preview,COMFY-DESKTOP-129;COMFY-DESKTOP-131,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotFilePreviewContent.vue,Vue SFC SnapshotFilePreviewContent; <script setup> starts L1; <template> starts L21.,L7 exact type body: preview: SnapshotFilePreview. Defaults: none declared here; optional props are undefined.,No defineEmits contract; actions use an injected bridge/composable or the component is presentational.,triggerLabel@L16,No focused existing test directly mounts this component; source contract is code-inferred.,A user reviewing a parsed snapshot import file.,A SnapshotFilePreview renders and the user toggles custom-node or package detail.,"preview is required and includes installation identity, ordered snapshots, and newest snapshot environment.",Custom nodes start expanded and packages collapsed; the first timeline record receives the current tag.,"The surface shows source name/count, trigger/date/version/node/package timeline, newest environment, enabled node state, and package versions.",The source disclosure headings are click-only divs without button/aria-expanded/keyboard behavior; textual state remains selectable/readable.,Two independent local disclosure booleans persist for the component mount.,Empty node/package lists render an em dash; malformed data is rejected by the parent parser rather than silently accepted here.,No persistence; this is a read-only preview of the candidate import.,SnapshotFilePreview projection plus snapshots formatting helpers.,Timeline/current/newest semantics and disclosure defaults are visible import-decision behavior.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Imported snapshot-file timeline and newest-state preview contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The surface shows source name/count, trigger/date/version/node/package timeline, newest environment, enabled node state, and package versions. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-2F898A4C9F1C; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Imported snapshot-file timeline and newest-state preview side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-6237AC4E4458,Comfy-Desktop,desktop-renderer-surface,"Snapshot detail, diff-mode, environment, and searchable dependency inspector",COMFY-DESKTOP-123;COMFY-DESKTOP-124,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotInspector.vue,Vue SFC SnapshotInspector; <script setup> starts L1; <template> starts L58.,L11 exact type body: detail: SnapshotDetailData | null detailLoading: boolean diffMode: 'previous' | 'current' | null diffData: SnapshotDiffData | null diffLoading: boolean snapshotIndex: number totalSnapshots: number context: SnapshotListData['context'] | null. Defaults: none declared here; optional props are undefined.,L24 exact emit type body: 'toggle-diff': [mode: 'previous' | 'current'].,watch@L35,No focused existing test directly mounts this component; source contract is code-inferred.,A user expanding a snapshot history row.,"Detail/diff data arrives, the user switches previous/current diff, searches, or toggles node/package sections.","Detail/loading, diff mode/data/loading, snapshot index/count, and optional context are required.","Nodes start expanded, packages collapsed, and searches empty; previous/current controls disable at the corresponding history boundary.","The inspector shows loading, no-change, exact diff, environment facts, filtered custom nodes, and filtered pip packages; changing detail resets both searches and disclosures.",Diff controls and search fields are keyboard-operable; source section disclosures are click-only divs lacking button/expanded keyboard semantics and require explicit parity remediation.,Detail changes synchronously reset local state; diff loading is independent and stale-result prevention belongs to the owner.,"Boundary diff controls cannot fire, empty searches show no-results text, and absent detail never projects stale previous content.",No direct persistence; inspection/search/disclosure state is transient.,"Vue toggle-diff(mode) emit, SnapshotDiffView, diffHasChanges, and formatting helpers.","Search reset, boundary gating, and diff/detail concurrency are independently observable.",missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Snapshot detail, diff-mode, environment, and searchable dependency inspector contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The inspector shows loading, no-change, exact diff, environment facts, filtered custom nodes, and filtered pip packages; changing detail resets both searches and disclosures. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-6237AC4E4458; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Snapshot detail, diff-mode, environment, and searchable dependency inspector side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-A367B9A056D8,Comfy-Desktop,desktop-renderer-surface,Minimal draggable custom title bar,COMFY-DESKTOP-076;COMFY-DESKTOP-085,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/TitleBar.vue,Vue SFC TitleBar; <script setup> starts L1; <template> starts L11.,L4 exact type body: title?: string. Defaults: none declared here; optional props are undefined.,No defineEmits contract; actions use an injected bridge/composable or the component is presentational.,No locally declared named handler; template events delegate directly to typed emits or composable bindings.,No focused existing test directly mounts this component; source contract is code-inferred.,A Desktop window user.,A renderer mounts the title bar and the user drags its drag region.,Optional title; platform is inferred from navigator.userAgent.,Absent title leaves only the drag region; macOS uses traffic-light spacing and other platforms reserve right-side window controls.,The header paints the localized/provided title with ellipsis and exposes an app-region drag target to move the native window.,The title text is noninteractive; native OS window controls and their keyboard/accessibility behavior remain outside this component.,Platform computation is mount-local and stateless after render.,A missing title does not remove window dragging; platform misidentification affects spacing but not title state.,No persistence; native window bounds are persisted by the host service.,CSS app-region: drag and navigator user-agent platform branch.,Window dragging and platform control spacing are functional native-shell behavior.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Minimal draggable custom title bar contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The header paints the localized/provided title with ellipsis and exposes an app-region drag target to move the native window. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-A367B9A056D8; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Minimal draggable custom title bar side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-44373866E776,Comfy-Desktop,desktop-renderer-surface,Cloud-benefits choice modal,COMFY-DESKTOP-037;COMFY-DESKTOP-162;COMFY-DESKTOP-165;COMFY-DESKTOP-176,functional,cloud/paid,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/WhyTryCloudModal.vue,Vue SFC WhyTryCloudModal; <script setup> starts L1; <template> starts L48.,No defineProps contract; this root/host consumes bridge or composable state.,L7 exact emit type body: close: [] 'try-cloud': [].,onOverlayMouseDown@L24; onOverlayClick@L27; onKeydown@L31; onMounted@L35; onUnmounted@L42,No focused existing test directly mounts this component; source contract is code-inferred.,A first-use user deciding between local and Comfy Cloud.,"The modal is shown and the user closes, continues locally, tries cloud, clicks the backdrop, or presses Escape.",Localized title/benefit array and cloud/local action labels are available.,The benefit list comes from i18n messages; backdrop dismiss requires both pointer down and click on the overlay.,Close and continue-local both emit close; try-cloud emits its distinct action; benefit text and both choices remain visible before any account operation.,"role=dialog, aria-modal, localized aria-label, focusable container, labeled close, Escape, and native buttons are declared; focus capture/restore is not implemented locally.",Only backdrop gesture tracking is local; cloud authentication/capacity state belongs to the owner.,Dismissal performs no cloud mutation; try-cloud failure must return to an actionable first-use state through the owner.,No direct persistence; the onboarding owner records the selected path only after the emitted action succeeds.,Vue close/try-cloud emits and localized benefit messages; cloud/auth effects are external.,This is the explicit cloud/paid decision boundary and cannot be omitted from the renderer inventory.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Cloud-benefits choice modal contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Close and continue-local both emit close; try-cloud emits its distinct action; benefit text and both choices remain visible before any account operation. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-44373866E776; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Cloud-benefits choice modal side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-03024D76F761,Comfy-Desktop,desktop-renderer-surface,Decorative Comfy C logo primitive,COMFY-DESKTOP-095,presentational/infrastructure-only,infrastructure-only,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/icons/ComfyCLogo.vue,Vue SFC ComfyCLogo; <script setup> starts L1; <template> starts L5.,L2 exact type body: size?: number | string. Defaults: size: 24,No defineEmits contract; actions use an injected bridge/composable or the component is presentational.,No locally declared named handler; template events delegate directly to typed emits or composable bindings.,No focused existing test directly mounts this component; source contract is code-inferred.,A renderer composing branded status or empty-state chrome.,The parent renders the icon with an optional size.,The consuming surface supplies any semantic label because the SVG is deliberately decorative.,size defaults to 24 and accepts number or string.,The SVG renders at the requested size and emits no action.,aria-hidden=true makes the glyph decorative; the consuming surface must provide the accessible label.,Stateless and synchronous.,Invalid styling affects only presentation and cannot invoke an operation.,No persistence.,Inline SVG only.,Explicit presentational/infrastructure classification: the glyph has no independently invokable capability.,deferred,No standalone Zed component is required; this presentational/infrastructure contract is validated through each consuming Comfy-specific GPUI surface.,No Comfy-specific Zed implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: This source-specific presentational contract is not separately mapped in Zed; inventory and validate its semantic/decorative effect through every consuming Comfy GPUI surface: Explicit presentational/infrastructure classification: the glyph has no independently invokable capability.,Every consuming Zed Comfy surface shall preserve this noninteractive render contract without creating a standalone workflow requirement: The SVG renders at the requested size and emits no action.,Parameterize consuming GPUI visual/accessibility tests with COMFY-DESKTOP-RENDERER-03024D76F761; verify the semantic grouping or decorative-hidden effect without a standalone action surface.,"Exercise Decorative Comfy C logo primitive side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-895AD039F8D5,Comfy-Desktop,desktop-renderer-surface,"ComfyUI instance settings tab shell, navigation, operations, and primary actions",COMFY-DESKTOP-024;COMFY-DESKTOP-030;COMFY-DESKTOP-067;COMFY-DESKTOP-084;COMFY-DESKTOP-149;COMFY-DESKTOP-165;COMFY-DESKTOP-181;COMFY-DESKTOP-185,functional,active,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/components/settings/ComfyUISettingsContent.vue,Vue SFC ComfyUISettingsContent; <script setup> starts L1; <template> starts L846.,"L76 exact type body: installation: Installation | null initialTab?: ComfyUISettingsTab /** Action id to fire automatically once `sections` load. Consumed * once per (autoAction, autoActionNonce) transition. */ autoAction?: string | null /** Bumped on each explicit (re)open. The popup is cached, so keying * the consumed-guard on this nonce lets a repeat trigger re-fire. */ autoActionNonce?: number globalSettingsSnapshot?: StorageSnapshot /** When set and the active tab is `'update'`, the Update tab body is * replaced with an inline progress / result view. */ activeOperation?: ActiveOperation | null /** Install attached to the host window. Decides whether the footer * primary action restarts in-place (this window) or focuses the * install's already-open window (another window). */ activeInstallationId?: string | null /** Host view-kind (from the picker snapshot). Drives the state-aware * navigation decision for the footer CTA + caret. Defaults to a dashboard * host for callers that don't pass it. */ currentView?: ViewKind /** Raw active-install category of the host (`null` on a dashboard host). */ currentCategory?: Category | null. Defaults: initialTab: 'update', showBack: false, autoAction: null, autoActionNonce: 0, activeOperation: null, activeInstallationId: null, currentView: 'dashboard', currentCategory: null, globalSettingsSnapshot: () => ({ sharedDirectoriesFields: [], modelsDirs: [], modelsSystemDefault: '' })","L117 exact emit type body: 'show-progress': [opts: ShowProgressOpts] /** Install was removed; host should close and tear down the window. */ 'navigate-list': [] 'request-close': [] /** Backend stopped from the preview; host dismisses the whole popup so the * window's stopped-relaunch card shows. */ 'request-dismiss': [] /** Footer primary CTA. Carries the resolved `NavDecision`; the picker routes * its verb through the instance-action dispatcher. */ 'primary-action': [decision: NavDecision] /** Caret split-button item (e.g. ""Open in new window""). Carries the secondary * `NavDecision` the user picked. */ 'open-new-window': [decision: NavDecision] 'op-cancel': [] 'op-retry': [] 'op-dismiss': [].",isTabLabelHidden@L406; handleTabKeydown@L410; toggleMoreMenu@L427; closeMoreMenu@L430; openArgsPage@L439; handleOpenPath@L443; closeSubPage@L446; selectTab@L455; handleArgsUpdate@L500; handleUrlUpdate@L518; handleSnapshotAction@L525; handleSnapshotsRefresh@L529; resolveNavLabel@L554; navIcon@L572; navIconFor@L594; actionIcon@L632; handlePrimaryAction@L669; toggleCaretMenu@L682; closeCaretMenu@L685; handleCaretPick@L688; formatSpeed@L742; clearCountdown@L798; watch@L140; watch@L147; watch@L196; watch@L199; watch@L236; watch@L363; watch@L473; watch@L779; watch@L806; watch@L831; onMounted@L390; onUnmounted@L401; onUnmounted@L835,projects/comfy/Comfy-Desktop/src/renderer/src/components/settings/ComfyUISettingsContent.test.ts,A panel or title-popup user managing one Comfy installation.,"The installation/operation/settings snapshot changes or the user navigates tabs/subpages, edits fields, runs actions, opens paths/windows, or controls an operation.","Installation, host mode, refresh/operation/action props, and useComfyUISettings/useInstanceNavState services determine tabs, sections, action decisions, and update behavior.","Settings/details are refreshed per install/channel with a ten-second main-side staleness guard; operation states distinguish inflight, success, error, and cancellation.","The shell renders status/storage/update/snapshots/console/section tabs, args subpage, progress overlay, notices, capacity block, primary/split/more actions, and emits every service request with the selected install/action/field.","role=tablist/tab, aria-selected, roving tabindex, arrow/Home/End handling, progressbar values, status/live regions, disabled-state explanations, and focus restoration for menus are source-defined.","Watchers reject stale install/action transitions, preserve explicit local tab state, prevent navigation during blocking operations, and auto-dismiss successful operations after the source countdown.",No installation shows empty state; load errors remain visible; cloud disabled blocks primary/window actions; cancellation/retry/dismiss remain distinct; failed field updates surface owner-provided errors.,"Field edits persist through useComfyUISettings; nav/tab/menu/progress state is transient, while installation settings and pending-restart state survive through host storage.","window.api.openPath plus useComfyUISettings/useInstanceNavState/useCloudCapacity; emits show-progress, update installation, navigation/close/dismiss, primary/open-window, field/action, operation cancel/retry/dismiss.","This is the concrete cross-host settings workflow, not merely a registry projection.",missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the ComfyUI instance settings tab shell, navigation, operations, and primary actions contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The shell renders status/storage/update/snapshots/console/section tabs, args subpage, progress overlay, notices, capacity block, primary/split/more actions, and emits every service request with the selected install/action/field. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-895AD039F8D5; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise ComfyUI instance settings tab shell, navigation, operations, and primary actions side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-1923FB082EFD,Comfy-Desktop,desktop-renderer-surface,Accessible modal primitive with focus and scroll ownership,COMFY-DESKTOP-176;COMFY-DESKTOP-181,functional,active,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseModal.vue,Vue SFC BaseModal; <script setup> starts L1; <template> starts L124.,"L12 exact type body: open: boolean size?: Size ariaLabel?: string ariaLabelledby?: string dismissOnEscape?: boolean dismissOnOutside?: boolean showCloseButton?: boolean preventScroll?: boolean /** Opt-in: backdrop-filter is GPU-bound and costly on Electron. */ blurOverlay?: boolean contentClass?: string | string[] | Record<string, boolean>. Defaults: size: 'md', ariaLabel: undefined, ariaLabelledby: undefined, dismissOnEscape: true, dismissOnOutside: true, showCloseButton: true, preventScroll: true, blurOverlay: false, contentClass: undefined",L38 exact emit type body: close: [].,onOverlayMouseDown@L58; onOverlayClick@L62; onCloseClick@L67; lockBodyScroll@L71; unlockBodyScroll@L77; captureAndFocus@L83; restoreFocus@L90; watch@L101; onBeforeUnmount@L115,projects/comfy/Comfy-Desktop/src/renderer/src/components/ui/BaseModal.test.ts,"A renderer opening a modal and its keyboard, pointer, or assistive-technology user.","open transitions true/false, the close button is activated, Escape is handled by useModalOverlay, or a valid outside gesture completes.","open is required; size defaults md, Escape/outside/close-button/scroll-prevention default true, blur false, and one accessible-name prop is required by contract.","Opening captures prior focus, locks body scroll, and focuses the dialog; closing/unmount restores the prior overflow/focus where possible.",The teleported modal emits close only through enabled dismissal paths and presents header/body/footer slots in a size-constrained panel.,"role=dialog, aria-modal, aria-label/labelledby, tabindex=-1, labeled close, focus capture/restore, and focus-visible styling are declared; missing name warns in development.",An immediate watch owns open/close transitions; unmount defensively releases scroll/focus; outside dismissal rechecks current props.,"Disabled Escape/outside paths do nothing, removed return-focus targets are safely ignored, and preexisting body overflow is restored exactly.",No durable state; it temporarily mutates document.body.style.overflow and focus.,"Teleport, Transition, useModalOverlay, body scroll mutation, and Vue close emit.",This primitive defines modal accessibility and cleanup behavior consumed by multiple functional surfaces.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Accessible modal primitive with focus and scroll ownership contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The teleported modal emits close only through enabled dismissal paths and presents header/body/footer slots in a size-constrained panel. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-1923FB082EFD; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Accessible modal primitive with focus and scroll ownership side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-117AF36C58B5,Comfy-Desktop,desktop-renderer-surface,Manage-instance modal adapter,COMFY-DESKTOP-024;COMFY-DESKTOP-076;COMFY-DESKTOP-149;COMFY-DESKTOP-176,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/views/ManageInstallModal.vue,Vue SFC ManageInstallModal; <script setup> starts L1; <template> starts L57.,"L15 exact type body: installation: Installation | null /** Tab to land on. `'settings'` here is DetailModal's launch-settings tab, not global settings. */ initialTab?: DetailTab /** Pre-arm an action ID to auto-fire on mount (chooser-card update / migrate pills). */ autoAction?: string | null. Defaults: initialTab: 'status', autoAction: null,",L28 exact emit type body: close: [] 'show-progress': [opts: ShowProgressOpts] 'navigate-list': [] 'update:installation': [inst: Installation].,handleClose@L40; handleShowProgress@L44; handleNavigateList@L48; handleUpdateInstallation@L52,No focused existing test directly mounts this component; source contract is code-inferred.,A user opening instance management from the dashboard or context action.,"installation changes from null to a record, or child settings requests close/progress/navigation/update.",installation may be null; active operation and autoActionKey default null; sectionsRefreshSeq defaults zero.,open is exactly installation != null and the child receives host=panel plus operation/refresh/action props.,"BaseModal opens with a localized accessible name and delegates the full settings surface while forwarding close, progress, list navigation, and installation updates.",BaseModal provides dialog/focus/scroll behavior; child settings provides keyboard tab/menu behavior.,The parent owns installation identity and operation lifetime; null closes the modal without retaining a stale child.,A null installation renders no settings body; child errors/progress remain visible inside the modal and closing does not silently cancel owner work.,Installation updates are emitted for owner persistence; modal open state is derived and transient.,"BaseModal, ComfyUISettingsContent, and close/show-progress/navigate-list/update:installation emits.",This adapter defines the panel-hosted management lifecycle and close boundary.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Manage-instance modal adapter contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: BaseModal opens with a localized accessible name and delegates the full settings surface while forwarding close, progress, list navigation, and installation updates. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-117AF36C58B5; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Manage-instance modal adapter side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
