feature_id,placement,owner_task_id,command_id,disposition,native_action,context_action,context_infrastructure,context_surface,rationale
COMFY-MENU-134,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,ToggleGroupPin,,Group,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-135,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,RenameGroup,,Group,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-136,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,ChooseGroupColor,,Group,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-137,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,ChooseGroupFontSize,,Group,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-138,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,DeleteGroup,,Group,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-139,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,DisconnectSlot,,Slot,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-140,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,RenameSlot,,Slot,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-141,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,DeleteSlot,,Slot,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-142,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,ToggleRerouteType,,Reroute,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-143,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,ToggleDefaultRerouteType,,Reroute,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-144,GraphWorkspace,comfy-parity-assets-editors-viewers,,deferred,,,,,"node creation, node information, and node-template surface"
COMFY-MENU-145,GraphWorkspace,comfy-parity-assets-editors-viewers,,deferred,,,,,"node creation, node information, and node-template surface"
COMFY-MENU-146,GraphWorkspace,comfy-parity-assets-editors-viewers,,deferred,,,,,"node creation, node information, and node-template surface"
COMFY-MENU-147,MediaEditor,comfy-parity-three-d-latent-content,,gated-or-deferred,,,,,native 3D node and viewer surface
COMFY-MENU-148,MediaEditor,comfy-parity-three-d-latent-content,,gated-or-deferred,,,,,native 3D node and viewer surface
COMFY-MENU-149,MediaEditor,comfy-parity-three-d-latent-content,,gated-or-deferred,,,,,native 3D node and viewer surface
COMFY-MENU-150,MediaEditor,comfy-parity-three-d-latent-content,,gated-or-deferred,,,,,native 3D node and viewer surface
COMFY-MENU-151,MediaEditor,comfy-parity-three-d-latent-content,,gated-or-deferred,,,,,native 3D node and viewer surface
COMFY-MENU-152,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,AddGroupForSelection,,Selection,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-153,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,AddSelectionToGroup,,Group,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-154,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,native,,SelectGroupNodes,,Group,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-155,WorkspaceShell,comfy-parity-graph-context-menu-surfaces,,infrastructure,,,RegisterMenuGroup,Infrastructure,graph context-menu registry and canvas extension infrastructure
COMFY-MENU-156,WorkspaceShell,comfy-parity-graph-context-menu-surfaces,,infrastructure,,,CommandAdapter,Infrastructure,graph context-menu registry and canvas extension infrastructure
COMFY-MENU-157,WorkspaceShell,comfy-parity-graph-context-menu-surfaces,,infrastructure,,,CoreMenuLoader,Infrastructure,graph context-menu registry and canvas extension infrastructure
COMFY-MENU-158,ExtensionHost,comfy-parity-frontend-extension-compatibility,,gated-or-deferred,,,,,versioned extension menu hook and registry surface
COMFY-MENU-159,WorkspaceShell,comfy-parity-graph-context-menu-surfaces,,infrastructure,,,TranslatedRegistryItems,Infrastructure,graph context-menu registry and canvas extension infrastructure
COMFY-MENU-160,WorkspaceShell,comfy-parity-graph-context-menu-surfaces,,infrastructure,,,DropdownRenderer,Infrastructure,graph context-menu registry and canvas extension infrastructure
COMFY-MENU-161,WorkspaceShell,comfy-parity-workflow-experience,,gated-or-deferred,,,,,"workflow lifecycle, template, tab, and App Builder surface"
COMFY-MENU-162,WorkspaceShell,comfy-parity-workflow-experience,,deferred,,,,,"workflow lifecycle, template, tab, and App Builder surface"
COMFY-MENU-163,WorkspaceShell,comfy-parity-workflow-experience,,gated-or-deferred,,,,,"workflow lifecycle, template, tab, and App Builder surface"
COMFY-MENU-164,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,infrastructure,,,ContextMenuConverter,Infrastructure,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-165,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,infrastructure,,,MergedMoreOptions,Infrastructure,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-166,GraphWorkspace,comfy-parity-graph-context-menu-surfaces,,infrastructure,,,NativeContextRenderer,Infrastructure,"native graph, selection, node, group, reroute, and subgraph context menu"
COMFY-MENU-167,ExtensionHost,comfy-parity-frontend-extension-compatibility,,gated-or-deferred,,,,,versioned extension menu hook and registry surface
COMFY-MENU-168,ExtensionHost,comfy-parity-frontend-extension-compatibility,,gated-or-deferred,,,,,versioned extension menu hook and registry surface
COMFY-MENU-169,ExtensionHost,comfy-parity-frontend-extension-compatibility,,gated-or-deferred,,,,,versioned extension menu hook and registry surface
COMFY-MENU-170,NodeLibrary,comfy-parity-assets-editors-viewers,,gated-or-deferred,,,,,node library and tree-folder context surface
COMFY-MENU-171,HelpCenter,comfy-parity-settings-localization-ui,,gated-or-deferred,,,,,"help, documentation, public navigation, and discoverability surface"
COMFY-MENU-172,HelpCenter,comfy-parity-settings-localization-ui,,gated-or-deferred,,,,,"help, documentation, public navigation, and discoverability surface"
COMFY-MENU-173,DesktopIntegration,comfy-parity-desktop-native-ui,,gated-or-deferred,,,,,desktop menu and platform coverage surface
