feature_id,path,top_level,hidden,classification,availability,evidence_level,confidence,help,source_file,symbol,line,registration,tests,target_status,parity_decision,notes
COMFY-CLI-CMD-E9DAF0B6C299,comfy node bisect start,node,false,reachable CLI leaf,active,code-inferred,high,"Start a new bisect session. The initial state is bad with all custom nodes enabled, good with all custom nodes disabled.",comfy_cli/command/custom_nodes/bisect_custom_nodes.py,start,146,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/auth/test_oauth.py | tests/comfy_cli/command/generate/test_adapters.py | tests/comfy_cli/command/generate/test_app_lifecycle.py | tests/comfy_cli/command/generate/test_emit.py | tests/comfy_cli/command/models/test_search.py | tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_bisect_parse.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_logs.py | tests/comfy_cli/command/test_run.py | tests/comfy_cli/command/test_run_json.py | tests/comfy_cli/command/test_templates.py | tests/comfy_cli/command/test_transfer_download.py | tests/comfy_cli/command/test_transfer_redirect.py | tests/comfy_cli/conftest.py | tests/comfy_cli/cql/test_engine.py | tests/comfy_cli/jobs/test_jobs.py | tests/comfy_cli/output/test_branding.py | tests/comfy_cli/output/test_cancellation.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-B8A9F2B635F0,comfy node deps-in-workflow,node,false,reachable CLI leaf,active,code-inferred,high,Generate dependencies file from workflow (.json/.png),comfy_cli/command/custom_nodes/command.py,deps_in_workflow,941,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-5571B2E4B8B3,comfy node disable,node,false,reachable CLI leaf,active,code-inferred,high,Disable custom nodes,comfy_cli/command/custom_nodes/command.py,disable,785,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/auth/test_where.py | tests/comfy_cli/command/generate/test_app.py | tests/comfy_cli/command/generate/test_emit.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_cm_cli_util.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/command/test_setup_consent.py | tests/comfy_cli/test_feedback_commands.py | tests/comfy_cli/test_tracking.py | tests/comfy_cli/test_tracking_providers.py | tests/comfy_cli/test_update.py | tests/e2e/test_e2e.py | tests/e2e/verify_tracking_live.py | tests/uv/test_uv.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-CF43D400CEBD,comfy node enable,node,false,reachable CLI leaf,active,code-inferred,high,Enable custom nodes,comfy_cli/command/custom_nodes/command.py,enable,812,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_cm_cli_util.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/command/test_run_json.py | tests/comfy_cli/command/test_setup_consent.py | tests/comfy_cli/test_feedback_commands.py | tests/comfy_cli/test_tracking.py | tests/comfy_cli/test_tracking_providers.py | tests/e2e/test_e2e.py | tests/e2e/test_e2e_uv_compile.py | tests/e2e/verify_tracking_live.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-E53911EB7BFB,comfy node fix,node,false,reachable CLI leaf,active,code-inferred,high,Fix dependencies of custom nodes,comfy_cli/command/custom_nodes/command.py,fix,839,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/auth/test_oauth.py | tests/comfy_cli/auth/test_store.py | tests/comfy_cli/auth/test_where.py | tests/comfy_cli/cloud/test_client.py | tests/comfy_cli/command/generate/test_adapters.py | tests/comfy_cli/command/generate/test_app.py | tests/comfy_cli/command/generate/test_app_lifecycle.py | tests/comfy_cli/command/generate/test_emit.py | tests/comfy_cli/command/generate/test_spec.py | tests/comfy_cli/command/generate/test_video_poll.py | tests/comfy_cli/command/github/test_pr.py | tests/comfy_cli/command/models/test_search.py | tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_asset_refs.py | tests/comfy_cli/command/test_assets_push.py | tests/comfy_cli/command/test_cm_cli_util.py | tests/comfy_cli/command/test_code_search.py | tests/comfy_cli/command/test_command.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-FAB0E614A883,comfy node init,node,false,reachable CLI leaf,active,code-inferred,high,Init scaffolding for custom node,comfy_cli/command/custom_nodes/command.py,scaffold,1129,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-1E8F7EFD4A1B,comfy node install,node,false,reachable CLI leaf,active,code-inferred,high,Install custom nodes,comfy_cli/command/custom_nodes/command.py,install,555,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/auth/test_oauth.py | tests/comfy_cli/command/github/test_pr.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_assets_push.py | tests/comfy_cli/command/test_cm_cli_util.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_frontend_pr.py | tests/comfy_cli/command/test_launch_frontend_pr.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_npm_help.py | tests/comfy_cli/command/test_preview.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/command/test_transfer_upload.py | tests/comfy_cli/conftest.py | tests/comfy_cli/output/test_branding.py | tests/comfy_cli/output/test_cancellation.py | tests/comfy_cli/output/test_help_json.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-829CDE74EA89,comfy node install-deps,node,false,reachable CLI leaf,active,code-inferred,high,Install dependencies from dependencies file(.json) or workflow(.png/.json),comfy_cli/command/custom_nodes/command.py,install_deps,877,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_cm_cli_util.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py | tests/comfy_cli/test_global_python_install.py | tests/uv/test_uv.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-B712ABFE375D,comfy node pack,node,false,reachable CLI leaf,active,code-inferred,high,Pack the current node into a zip file using git-tracked files and honoring .comfyignore patterns.,comfy_cli/command/custom_nodes/command.py,pack,1267,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/nodes/test_pack.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_npm_help.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/registry/test_config_parser.py | tests/comfy_cli/test_aria2_download.py | tests/comfy_cli/test_custom_nodes_python_resolution.py | tests/comfy_cli/test_feedback_commands.py | tests/comfy_cli/test_global_python_install.py | tests/comfy_cli/test_install_python_resolution.py | tests/e2e/test_e2e.py | tests/e2e/test_e2e_uv_compile.py | tests/test_file_utils_network.py | tests/uv/test_torch_backend_compile.py | tests/uv/test_uv.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-4B0038F4FE47,comfy node publish,node,false,reachable CLI leaf,active,code-inferred,high,Publish node to registry,comfy_cli/command/custom_nodes/command.py,publish,1062,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_pack.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/command/test_run.py | tests/comfy_cli/registry/test_api.py | tests/comfy_cli/registry/test_config_parser.py | tests/comfy_cli/test_feedback_commands.py | tests/comfy_cli/test_tracking.py | tests/comfy_cli/test_workflow_to_api.py | tests/e2e/test_e2e.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-1E1DD0BD64A1,comfy node registry-install,node,true,reachable CLI leaf,developer-only,code-inferred,high,Install a node from the registry,comfy_cli/command/custom_nodes/command.py,registry_install,1187,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-F0AB86E0530C,comfy node registry-list,node,true,reachable CLI leaf,developer-only,code-inferred,high,List all nodes in the registry,comfy_cli/command/custom_nodes/command.py,display_all_nodes,1141,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-E5342D9C6055,comfy node reinstall,node,false,reachable CLI leaf,active,code-inferred,high,Reinstall custom nodes,comfy_cli/command/custom_nodes/command.py,reinstall,639,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/skills/test_installer.py | tests/comfy_cli/test_feedback_commands.py | tests/e2e/test_e2e.py | tests/e2e/test_e2e_uv_compile.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-826B17BE23DA,comfy node restore-dependencies,node,false,reachable CLI leaf,active,code-inferred,high,Restore dependencies from installed custom nodes,comfy_cli/command/custom_nodes/command.py,restore_dependencies,247,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-DEB91178B3DA,comfy node restore-snapshot,node,false,reachable CLI leaf,active,code-inferred,high,Restore snapshot from snapshot file,comfy_cli/command/custom_nodes/command.py,restore_snapshot,204,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-CA2E089292F2,comfy node save-snapshot,node,false,reachable CLI leaf,active,code-inferred,high,Save a snapshot of the current ComfyUI environment,comfy_cli/command/custom_nodes/command.py,save_snapshot,189,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-CAA1ECAD869C,comfy node scaffold,node,false,reachable CLI leaf,active,code-inferred,high,Create a new ComfyUI custom node project using cookiecutter,comfy_cli/command/custom_nodes/command.py,scaffold_cookiecutter,1287,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-8C45BB075D8F,comfy node show,node,false,reachable CLI leaf,active,code-inferred,high,Show node list,comfy_cli/command/custom_nodes/command.py,show,504,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/auth/test_oauth.py | tests/comfy_cli/cloud/test_client.py | tests/comfy_cli/command/generate/test_app.py | tests/comfy_cli/command/generate/test_app_lifecycle.py | tests/comfy_cli/command/models/test_models.py | tests/comfy_cli/command/models/test_search.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_cm_cli_util.py | tests/comfy_cli/command/test_code_search.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/command/test_npm_help.py | tests/comfy_cli/command/test_preview.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/command/test_run_cli.py | tests/comfy_cli/command/test_templates.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-6F5651891285,comfy node simple-show,node,false,reachable CLI leaf,active,code-inferred,high,Show node list (simple mode),comfy_cli/command/custom_nodes/command.py,simple_show,529,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-5E41AD63784F,comfy node uninstall,node,false,reachable CLI leaf,active,code-inferred,high,Uninstall custom nodes,comfy_cli/command/custom_nodes/command.py,uninstall,700,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/skills/test_installer.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-6E8D7F43A65F,comfy node update,node,false,reachable CLI leaf,active,code-inferred,high,Update custom nodes or ComfyUI,comfy_cli/command/custom_nodes/command.py,update,748,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/auth/test_oauth.py | tests/comfy_cli/command/github/test_pr.py | tests/comfy_cli/command/models/test_search.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/command/test_run.py | tests/comfy_cli/command/test_run_json.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/cql/test_engine.py | tests/comfy_cli/cql/test_loader_resilient.py | tests/comfy_cli/jobs/test_jobs.py | tests/comfy_cli/output/test_discovery.py | tests/comfy_cli/output/test_envelope_schemas.py | tests/comfy_cli/output/test_error_code_registry.py | tests/comfy_cli/output/test_panels.py | tests/comfy_cli/test_aria2_download.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-59E803E3843C,comfy node update-cache,node,false,reachable CLI leaf,active,code-inferred,high,Force-fetch remote data and populate local Manager cache (blocking),comfy_cli/command/custom_nodes/command.py,update_cache,453,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-461C7D5A29B0,comfy node uv-sync,node,false,reachable CLI leaf,active,code-inferred,high,Batch-resolve and install all custom node dependencies via uv (requires ComfyUI-Manager v4.1+),comfy_cli/command/custom_nodes/command.py,uv_sync,694,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py | tests/e2e/test_e2e_uv_compile.py | tests/uv/test_uv.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-C74158CE5CAA,comfy node validate,node,false,reachable CLI leaf,active,code-inferred,high,Run validation checks for publishing,comfy_cli/command/custom_nodes/command.py,validate,1018,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/generate/test_schema.py | tests/comfy_cli/command/github/test_pr.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_assets_push.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/command/test_run.py | tests/comfy_cli/command/test_transfer_download.py | tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/cql/test_engine.py | tests/comfy_cli/jobs/test_jobs.py | tests/comfy_cli/output/test_discovery.py | tests/comfy_cli/output/test_envelope_schemas.py | tests/comfy_cli/output/test_renderer.py | tests/comfy_cli/registry/test_config_parser.py | tests/comfy_cli/skills/test_installer.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-68524CB91542,comfy nodes categories,nodes,false,reachable CLI leaf,active,code-inferred,high,Browse the category tree.,comfy_cli/command/nodes.py,categories_cmd,790,decorator,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-61082A1E880E,comfy nodes downstream,nodes,false,reachable CLI leaf,active,code-inferred,high,List nodes that accept any of <name>'s output types.,comfy_cli/command/nodes.py,downstream_cmd,572,decorator,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,nodes,false,reachable CLI leaf,active,code-inferred,high,List node classes. Filter via --produces/--accepts/--category/--pack/--label or boolean flags.,comfy_cli/command/nodes.py,ls_cmd,126,decorator,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-FDE462C15022,comfy nodes path,nodes,false,reachable CLI leaf,active,code-inferred,high,Routed paths from one type to another (e.g. MODEL -> IMAGE).,comfy_cli/command/nodes.py,path_cmd,630,decorator,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-F3D36B5113AA,comfy nodes refresh,nodes,false,reachable CLI leaf,active,code-inferred,high,object_info is fetched live from the server on each command — nothing to refresh.,comfy_cli/command/nodes.py,refresh_cmd,863,decorator,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-77C5CD9DED55,comfy nodes search,nodes,false,reachable CLI leaf,active,code-inferred,high,"Fuzzy-search node classes by name, display name, or description.",comfy_cli/command/nodes.py,search_cmd,399,decorator,tests/comfy_cli/command/models/test_search.py | tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-1C66FC17833A,comfy nodes show,nodes,false,reachable CLI leaf,active,code-inferred,high,"Show the full schema for one node class: inputs, outputs, defaults, constraints.",comfy_cli/command/nodes.py,show_cmd,298,decorator,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-6B71426FB7AB,comfy nodes types,nodes,false,reachable CLI leaf,active,code-inferred,high,"List all connection types in the loaded environment, ranked by connectivity.",comfy_cli/command/nodes.py,types_cmd,716,decorator,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-966ABB06F512,comfy nodes upstream,nodes,false,reachable CLI leaf,active,code-inferred,high,List nodes whose outputs can feed into <name>'s link inputs.,comfy_cli/command/nodes.py,upstream_cmd,514,decorator,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-2A6E5279272F,comfy pr-cache clean,pr-cache,false,reachable CLI leaf,developer-only,code-inferred,high,Clean PR cache,comfy_cli/command/pr_command.py,clean_cache,60,decorator,,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-5C1B634D5D4D,comfy pr-cache list,pr-cache,false,reachable CLI leaf,developer-only,code-inferred,high,List cached PR builds,comfy_cli/command/pr_command.py,list_cached,23,decorator,tests/comfy_cli/command/test_launch_frontend_pr.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-FBD35E2977D0,comfy preview,preview,false,reachable CLI leaf,active,code-inferred,high,"Render a previewable PNG from image, video, or audio.",comfy_cli/command/preview.py,preview_cmd,125,direct command registration,tests/comfy_cli/command/test_preview.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-2372F81B0A51,comfy project init,project,false,reachable CLI leaf,active,code-inferred,high,Initialize the project/1 convention here: comfy.yaml marker + conventional dirs.,comfy_cli/command/project.py,init_cmd,98,decorator,tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_project.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-5C260CD890F9,comfy project status,project,false,reachable CLI leaf,active,code-inferred,high,"Show the governing project: defaults, blueprints, assets vs lock, recent runs.",comfy_cli/command/project.py,status_cmd,151,decorator,tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/skills/test_installer.py | tests/comfy_cli/test_project.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-EBE14C8C341A,comfy run,run,false,reachable CLI leaf,active,code-inferred,high,Run an API workflow. Submits and returns immediately by default; pass --wait to block.,comfy_cli/cmdline.py,run,661,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/auth/test_oauth.py | tests/comfy_cli/cloud/test_client.py | tests/comfy_cli/command/generate/test_app.py | tests/comfy_cli/command/generate/test_app_lifecycle.py | tests/comfy_cli/command/generate/test_emit.py | tests/comfy_cli/command/generate/test_video_poll.py | tests/comfy_cli/command/github/test_pr.py | tests/comfy_cli/command/models/test_models.py | tests/comfy_cli/command/models/test_search.py | tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/nodes/test_node_init.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/nodes/test_pack.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_asset_refs.py | tests/comfy_cli/command/test_assets_push.py | tests/comfy_cli/command/test_cm_cli_util.py | tests/comfy_cli/command/test_code_search.py | tests/comfy_cli/command/test_command.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-428D342120F0,comfy run-cli,run-cli,false,reachable CLI leaf,active,code-inferred,high,Walk through the CLI surface in realtime with a tiny no-model workflow.,comfy_cli/cmdline.py,run_cli,1033,decorator,tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_run_cli.py | tests/comfy_cli/output/test_discovery.py | tests/comfy_cli/output/test_envelope_schemas.py | tests/comfy_cli/test_cmdline_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-F3D6ED691A28,comfy set-default,set-default,false,reachable CLI leaf,active,code-inferred,high,Persist defaults: ComfyUI workspace path and/or `--where` mode.,comfy_cli/cmdline.py,set_default,1171,decorator,tests/comfy_cli/test_cmdline_python_resolution.py | tests/comfy_cli/test_workspace_manager.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-1D98302B4921,comfy setup,setup,false,reachable CLI leaf,active,code-inferred,high,"Interactive setup wizard — routing, auth, and agent skills in one step.",comfy_cli/cmdline.py,setup,1124,decorator,tests/comfy_cli/command/github/test_pr.py | tests/comfy_cli/command/test_run_json.py | tests/comfy_cli/command/test_setup_consent.py | tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/output/test_branding.py | tests/comfy_cli/output/test_discovery.py | tests/comfy_cli/output/test_envelope_schemas.py | tests/comfy_cli/skills/test_installer.py | tests/comfy_cli/test_cm_cli_python_resolution.py | tests/comfy_cli/test_cmdline_python_resolution.py | tests/comfy_cli/test_global_python_install.py | tests/comfy_cli/test_install_python_resolution.py | tests/comfy_cli/test_onboarding.py | tests/e2e/test_e2e_uv_compile.py | tests/test_file_utils_network.py | tests/uv/test_torch_backend_compile.py | tests/uv/test_uv.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
