feature_id,product,domain,name,classification,availability,evidence_level,confidence,actor,trigger,preconditions,inputs_defaults,permissions_flags,success_behavior,variants,state_concurrency,failure_recovery,persistence_side_effects,protocols_dependencies,platform_version,source_evidence,test_evidence,current_zed_status,zed_evidence,exact_parity_gap,acceptance_criteria,automated_validation,manual_validation,open_questions
COMFY-EXEC-056,ComfyUI,exec,Queue status broadcast,queue/protocol,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Queue status broadcast,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Every queue mutation emits status with exec_info.queue_remaining equal to running plus pending count; initial WebSocket status also includes sid.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Every queue mutation emits status with exec_info.queue_remaining equal to running plus pending count; initial WebSocket status also includes sid.,Disconnected socket send errors are logged and ignored.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,server.py:PromptServer.queue_updated/get_queue_info,ComfyUI 0.27.1 snapshot; conditional where marked.,server.py:PromptServer.queue_updated/get_queue_info,tests-unit/app_test/custom_node_manager_test.py | tests-unit/app_test/model_manager_test.py | tests-unit/assets_test/conftest.py | tests-unit/assets_test/helpers.py | tests-unit/assets_test/test_assets_missing_sync.py | tests-unit/assets_test/test_crud.py | tests-unit/assets_test/test_downloads.py | tests-unit/assets_test/test_list_cursor.py | tests-unit/assets_test/test_list_filter.py | tests-unit/assets_test/test_metadata_filters.py | tests-unit/assets_test/test_prompt_id_enforcement.py | tests-unit/assets_test/test_prune_orphaned_assets.py,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Queue status broadcast`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Every queue mutation emits status with exec_info.queue_remaining equal to running plus pending count; initial WebSocket status also includes sid.; It shall also reproduce the cataloged boundary and recovery behavior: Disconnected socket send errors are logged and ignored.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Queue status broadcast, including the named failure branch.",Exercise Queue status broadcast in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-057,ComfyUI,exec,Prompt timing and history status,history/telemetry,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Prompt timing and history status,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Execution messages receive millisecond timestamps; queue metadata records create_time/workflow_id and terminal status success/error/completed/messages.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Execution messages receive millisecond timestamps; queue metadata records create_time/workflow_id and terminal status success/error/completed/messages.,Long execution logs switch to HH:MM:SS formatting after ten minutes.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,execution.py:PromptExecutor.add_message; main.py:prompt_worker; comfy_execution/jobs.py,ComfyUI 0.27.1 snapshot; conditional where marked.,execution.py:PromptExecutor.add_message; main.py:prompt_worker; comfy_execution/jobs.py,tests-unit/execution_test/preview_method_override_test.py | tests/execution/test_execution.py | tests/execution/test_jobs.py,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Prompt timing and history status`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Execution messages receive millisecond timestamps; queue metadata records create_time/workflow_id and terminal status success/error/completed/messages.; It shall also reproduce the cataloged boundary and recovery behavior: Long execution logs switch to HH:MM:SS formatting after ten minutes.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Prompt timing and history status, including the named failure branch.",Exercise Prompt timing and history status in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-058,ComfyUI,exec,Temporary directory startup cleanup,filesystem/recovery,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Temporary directory startup cleanup,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Startup deletes and recreates the configured temp directory before serving.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Startup deletes and recreates the configured temp directory before serving.,Deletion failure propagates from shutil.rmtree; no journaled recovery exists.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,main.py:cleanup_temp/start_comfyui,ComfyUI 0.27.1 snapshot; conditional where marked.,main.py:cleanup_temp/start_comfyui,tests-unit/assets_test/services/test_path_utils.py | tests-unit/comfy_test/folder_path_test.py | tests-unit/server/utils/file_operations_test.py,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Temporary directory startup cleanup`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Startup deletes and recreates the configured temp directory before serving.; It shall also reproduce the cataloged boundary and recovery behavior: Deletion failure propagates from shutil.rmtree; no journaled recovery exists.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Temporary directory startup cleanup, including the named failure branch.",Exercise Temporary directory startup cleanup in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-059,ComfyUI,exec,Port bind collision handling,server recovery,active,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Port bind collision handling,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"Server start catches EADDRINUSE, logs address/port guidance, and exits with SystemExit(1).","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","Server start catches EADDRINUSE, logs address/port guidance, and exits with SystemExit(1).",Other bind failures propagate.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,server.py:PromptServer.start_multi_address,ComfyUI 0.27.1 snapshot; conditional where marked.,server.py:PromptServer.start_multi_address,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Port bind collision handling`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Server start catches EADDRINUSE, logs address/port guidance, and exits with SystemExit(1).; It shall also reproduce the cataloged boundary and recovery behavior: Other bind failures propagate.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Port bind collision handling, including the named failure branch.",Exercise Port bind collision handling in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-060,ComfyUI,exec,Database optional-to-required startup behavior,persistence/recovery,conditional,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Database optional-to-required startup behavior,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Database initialization runs migrations; failure is logged and tolerated for ordinary mode but is fatal when --enable-assets requires it.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Database initialization runs migrations; failure is logged and tolerated for ordinary mode but is fatal when --enable-assets requires it.,Missing dependencies disable database-backed behavior; asset mode exits 1 with remediation text.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,main.py:setup_database; app/database/db.py:init_db,ComfyUI 0.27.1 snapshot; conditional where marked.,main.py:setup_database; app/database/db.py:init_db,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Database optional-to-required startup behavior`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Database initialization runs migrations; failure is logged and tolerated for ordinary mode but is fatal when --enable-assets requires it.; It shall also reproduce the cataloged boundary and recovery behavior: Missing dependencies disable database-backed behavior; asset mode exits 1 with remediation text.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Database optional-to-required startup behavior, including the named failure branch.",Exercise Database optional-to-required startup behavior in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXT-001,ComfyUI,ext,Extra model path loading,model/custom-node discovery,active,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Extra model path loading,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Startup loads default extra_model_paths.yaml and every --extra-model-paths-config file; variables/user paths expand and relative paths resolve against each YAML file.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Startup loads default extra_model_paths.yaml and every --extra-model-paths-config file; variables/user paths expand and relative paths resolve against each YAML file.,Invalid YAML/path values propagate or log from the caller; later paths append/prepend based on is_default.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,main.py:apply_custom_paths; utils/extra_config.py:load_extra_path_config,ComfyUI 0.27.1 snapshot; conditional where marked.,main.py:apply_custom_paths; utils/extra_config.py:load_extra_path_config,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Extra model path loading`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Startup loads default extra_model_paths.yaml and every --extra-model-paths-config file; variables/user paths expand and relative paths resolve against each YAML file.; It shall also reproduce the cataloged boundary and recovery behavior: Invalid YAML/path values propagate or log from the caller; later paths append/prepend based on is_default.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Extra model path loading, including the named failure branch.",Exercise Extra model path loading in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXT-002,ComfyUI,ext,Custom-node prestartup scripts,trusted code extension,conditional,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Custom-node prestartup scripts,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Each enabled custom-node directory may execute prestartup_script.py before Torch imports and before normal node import.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Each enabled custom-node directory may execute prestartup_script.py before Torch imports and before normal node import.,Failures log and startup continues; disabled/manager-blocked packs are skipped.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,main.py:execute_prestartup_script,ComfyUI 0.27.1 snapshot; conditional where marked.,main.py:execute_prestartup_script,,conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"The source contract executes Python or JavaScript extension code, which the production-native boundary forbids; the versioned Rust/WASM port, explicit socket translation, legacy identifier mapping, and unresolved placeholder are not implemented.","Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Each enabled custom-node directory may execute prestartup_script.py before Torch imports and before normal node import.; It shall also reproduce the cataloged boundary and recovery behavior: Failures log and startup continues; disabled/manager-blocked packs are skipped.; Legacy Python/JavaScript registrations shall resolve only through a versioned Rust/WASM plugin manifest with explicit input/output ports and deterministic legacy identifier mappings; unsupported imperative hooks remain lossless, visible placeholders.","Add source/Zed differential contract tests for Custom-node prestartup scripts, including the named failure branch.",Exercise Custom-node prestartup scripts in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXT-003,ComfyUI,ext,Custom-node module discovery,trusted code extension,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Custom-node module discovery,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"Each custom_nodes search root loads .py files and directories with __init__.py; __pycache__, non-Python files, and .disabled paths are skipped.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","Each custom_nodes search root loads .py files and directories with __init__.py; __pycache__, non-Python files, and .disabled paths are skipped.",Import failures log full traceback and the server continues without that pack.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,nodes.py:init_external_custom_nodes/load_custom_node,ComfyUI 0.27.1 snapshot; conditional where marked.,nodes.py:init_external_custom_nodes/load_custom_node,tests-unit/app_test/custom_node_manager_test.py | tests-unit/assets_test/conftest.py | tests-unit/comfy_test/folder_path_test.py | tests/execution/extra_model_paths.yaml,conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"The source contract executes Python or JavaScript extension code, which the production-native boundary forbids; the versioned Rust/WASM port, explicit socket translation, legacy identifier mapping, and unresolved placeholder are not implemented.","Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Each custom_nodes search root loads .py files and directories with __init__.py; __pycache__, non-Python files, and .disabled paths are skipped.; It shall also reproduce the cataloged boundary and recovery behavior: Import failures log full traceback and the server continues without that pack.; Legacy Python/JavaScript registrations shall resolve only through a versioned Rust/WASM plugin manifest with explicit input/output ports and deterministic legacy identifier mappings; unsupported imperative hooks remain lossless, visible placeholders.","Add source/Zed differential contract tests for Custom-node module discovery, including the named failure branch.",Exercise Custom-node module discovery in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXT-004,ComfyUI,ext,Custom-node disable/whitelist policy,extension policy,conditional,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Custom-node disable/whitelist policy,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,--disable-all-custom-nodes blocks every pack unless its folder is explicitly whitelisted; the same rule gates prestartup scripts.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",--disable-all-custom-nodes blocks every pack unless its folder is explicitly whitelisted; the same rule gates prestartup scripts.,Unknown whitelist names simply match no module.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,comfy/cli_args.py; main.py; nodes.py,ComfyUI 0.27.1 snapshot; conditional where marked.,comfy/cli_args.py; main.py; nodes.py,,conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"The source contract executes Python or JavaScript extension code, which the production-native boundary forbids; the versioned Rust/WASM port, explicit socket translation, legacy identifier mapping, and unresolved placeholder are not implemented.","Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: --disable-all-custom-nodes blocks every pack unless its folder is explicitly whitelisted; the same rule gates prestartup scripts.; It shall also reproduce the cataloged boundary and recovery behavior: Unknown whitelist names simply match no module.; Legacy Python/JavaScript registrations shall resolve only through a versioned Rust/WASM plugin manifest with explicit input/output ports and deterministic legacy identifier mappings; unsupported imperative hooks remain lossless, visible placeholders.","Add source/Zed differential contract tests for Custom-node disable/whitelist policy, including the named failure branch.",Exercise Custom-node disable/whitelist policy in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXT-005,ComfyUI,ext,Manager extension policy integration,extension policy,conditional,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Manager extension policy integration,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"When installed/enabled, manager prestartup, middleware, disable policy, backend tasks, and optional UI/endpoints integrate with core startup.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","When installed/enabled, manager prestartup, middleware, disable policy, backend tasks, and optional UI/endpoints integrate with core startup.",Missing/wrong manager package logs install guidance and disables manager; --disable-manager-ui leaves background operations.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,main.py:handle_comfyui_manager_unavailable; server.py:PromptServer.__init__,ComfyUI 0.27.1 snapshot; conditional where marked.,main.py:handle_comfyui_manager_unavailable; server.py:PromptServer.__init__,,conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"The source contract executes Python or JavaScript extension code, which the production-native boundary forbids; the versioned Rust/WASM port, explicit socket translation, legacy identifier mapping, and unresolved placeholder are not implemented.","Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: When installed/enabled, manager prestartup, middleware, disable policy, backend tasks, and optional UI/endpoints integrate with core startup.; It shall also reproduce the cataloged boundary and recovery behavior: Missing/wrong manager package logs install guidance and disables manager; --disable-manager-ui leaves background operations.; Legacy Python/JavaScript registrations shall resolve only through a versioned Rust/WASM plugin manifest with explicit input/output ports and deterministic legacy identifier mappings; unsupported imperative hooks remain lossless, visible placeholders.","Add source/Zed differential contract tests for Manager extension policy integration, including the named failure branch.",Exercise Manager extension policy integration in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXT-006,ComfyUI,ext,V1 node registration contract,node extension API,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",V1 node registration contract,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"A module exports NODE_CLASS_MAPPINGS and optional NODE_DISPLAY_NAME_MAPPINGS; class schemas use INPUT_TYPES, RETURN_TYPES, FUNCTION, category/list/output/lazy/change/validation attributes.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","A module exports NODE_CLASS_MAPPINGS and optional NODE_DISPLAY_NAME_MAPPINGS; class schemas use INPUT_TYPES, RETURN_TYPES, FUNCTION, category/list/output/lazy/change/validation attributes.",External packs cannot overwrite core built-in IDs because base node names are passed as ignore; missing mappings/entrypoint skip the module.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,nodes.py:load_custom_node; execution.py,ComfyUI 0.27.1 snapshot; conditional where marked.,nodes.py:load_custom_node; execution.py,tests-unit/app_test/node_replace_manager_test.py | tests/execution/testing_nodes/testing-pack/__init__.py | tests/execution/testing_nodes/testing-pack/api_test_nodes.py | tests/execution/testing_nodes/testing-pack/async_test_nodes.py | tests/execution/testing_nodes/testing-pack/conditions.py | tests/execution/testing_nodes/testing-pack/flow_control.py | tests/execution/testing_nodes/testing-pack/specific_tests.py | tests/execution/testing_nodes/testing-pack/stubs.py | tests/execution/testing_nodes/testing-pack/util.py,conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"The source contract executes Python or JavaScript extension code, which the production-native boundary forbids; the versioned Rust/WASM port, explicit socket translation, legacy identifier mapping, and unresolved placeholder are not implemented.","Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: A module exports NODE_CLASS_MAPPINGS and optional NODE_DISPLAY_NAME_MAPPINGS; class schemas use INPUT_TYPES, RETURN_TYPES, FUNCTION, category/list/output/lazy/change/validation attributes.; It shall also reproduce the cataloged boundary and recovery behavior: External packs cannot overwrite core built-in IDs because base node names are passed as ignore; missing mappings/entrypoint skip the module.; Legacy Python/JavaScript registrations shall resolve only through a versioned Rust/WASM plugin manifest with explicit input/output ports and deterministic legacy identifier mappings; unsupported imperative hooks remain lossless, visible placeholders.","Add source/Zed differential contract tests for V1 node registration contract, including the named failure branch.",Exercise V1 node registration contract in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXT-007,ComfyUI,ext,V3 ComfyExtension registration contract,node extension API,active,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",V3 ComfyExtension registration contract,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"A callable sync/async comfy_entrypoint returns ComfyExtension; on_load runs, get_node_list returns classes, and GET_SCHEMA supplies node IDs/display names.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","A callable sync/async comfy_entrypoint returns ComfyExtension; on_load runs, get_node_list returns classes, and GET_SCHEMA supplies node IDs/display names.","Noncallable entrypoints, wrong extension/list types, schema exceptions, and on-load exceptions log and skip the module.",See behavior; queue/history are memory-only while named files/database/media outputs persist.,nodes.py:load_custom_node; comfy_api/latest/__init__.py:ComfyExtension,ComfyUI 0.27.1 snapshot; conditional where marked.,nodes.py:load_custom_node; comfy_api/latest/__init__.py:ComfyExtension,,conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"The source contract executes Python or JavaScript extension code, which the production-native boundary forbids; the versioned Rust/WASM port, explicit socket translation, legacy identifier mapping, and unresolved placeholder are not implemented.","Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: A callable sync/async comfy_entrypoint returns ComfyExtension; on_load runs, get_node_list returns classes, and GET_SCHEMA supplies node IDs/display names.; It shall also reproduce the cataloged boundary and recovery behavior: Noncallable entrypoints, wrong extension/list types, schema exceptions, and on-load exceptions log and skip the module.; Legacy Python/JavaScript registrations shall resolve only through a versioned Rust/WASM plugin manifest with explicit input/output ports and deterministic legacy identifier mappings; unsupported imperative hooks remain lossless, visible placeholders.","Add source/Zed differential contract tests for V3 ComfyExtension registration contract, including the named failure branch.",Exercise V3 ComfyExtension registration contract in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXT-008,ComfyUI,ext,Custom-node project metadata,extension manifest,conditional,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Custom-node project metadata,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"pyproject project/tool.comfy metadata describes versions, dependencies, OS/accelerator classifiers, models, includes, and a web directory.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","pyproject project/tool.comfy metadata describes versions, dependencies, OS/accelerator classifiers, models, includes, and a web directory.",Missing files synthesize defaults; parse/dependency failures warn and legacy loading continues.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,comfy_config/config_parser.py; comfy_config/types.py; nodes.py:load_custom_node,ComfyUI 0.27.1 snapshot; conditional where marked.,comfy_config/config_parser.py; comfy_config/types.py; nodes.py:load_custom_node,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Custom-node project metadata`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: pyproject project/tool.comfy metadata describes versions, dependencies, OS/accelerator classifiers, models, includes, and a web directory.; It shall also reproduce the cataloged boundary and recovery behavior: Missing files synthesize defaults; parse/dependency failures warn and legacy loading continues.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Custom-node project metadata, including the named failure branch.",Exercise Custom-node project metadata in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXT-009,ComfyUI,ext,Legacy WEB_DIRECTORY web extensions,frontend extension bridge,conditional,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Legacy WEB_DIRECTORY web extensions,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,WEB_DIRECTORY resolves relative to the node module and registers static JavaScript under /extensions/{module}.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",WEB_DIRECTORY resolves relative to the node module and registers static JavaScript under /extensions/{module}.,Nonexistent directories are ignored.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,nodes.py:load_custom_node; server.py:PromptServer.add_routes,ComfyUI 0.27.1 snapshot; conditional where marked.,nodes.py:load_custom_node; server.py:PromptServer.add_routes,,conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"The source contract executes Python or JavaScript extension code, which the production-native boundary forbids; the versioned Rust/WASM port, explicit socket translation, legacy identifier mapping, and unresolved placeholder are not implemented.","Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: WEB_DIRECTORY resolves relative to the node module and registers static JavaScript under /extensions/{module}.; It shall also reproduce the cataloged boundary and recovery behavior: Nonexistent directories are ignored.; Legacy Python/JavaScript registrations shall resolve only through a versioned Rust/WASM plugin manifest with explicit input/output ports and deterministic legacy identifier mappings; unsupported imperative hooks remain lossless, visible placeholders.","Add source/Zed differential contract tests for Legacy WEB_DIRECTORY web extensions, including the named failure branch.",Exercise Legacy WEB_DIRECTORY web extensions in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
