surface_id,surface_type,name,source_paths,dependencies,capability_ids,status,final_disposition,summary
WORKFLOW-DESKTOP-CACHE-PROOF,ci_workflow,desktop-release-cache-proof,projects/buzz/.github/workflows/desktop-release-cache-proof.yml,GitHub Actions;Tauri,CAP-036;CAP-043;CAP-044,mapped,Retire after Sim packaging cache parity,Proves desktop release cache inputs and outputs.
WORKFLOW-DESKTOP-CANDIDATE,ci_workflow,desktop-release-candidate,projects/buzz/.github/workflows/desktop-release-candidate.yml,GitHub Actions;Tauri;signing,CAP-036;CAP-043,mapped,Replace with Sim desktop release pipeline,Builds signed desktop release candidates.
WORKFLOW-DOCKER,ci_workflow,docker,projects/buzz/.github/workflows/docker.yml,GitHub Actions;Docker registry,CAP-043,mapped,Consolidate images into Sim deployment pipeline,Builds and publishes relay container images.
WORKFLOW-HELM,ci_workflow,helm-chart,projects/buzz/.github/workflows/helm-chart.yml,GitHub Actions;Helm registry,CAP-043;CAP-044,mapped,Consolidate chart release under Sim operations,Tests and publishes the Buzz Helm chart.
WORKFLOW-LINUX-CANARY,ci_workflow,linux-canary,projects/buzz/.github/workflows/linux-canary.yml,GitHub Actions;Tauri;Linux,CAP-036;CAP-040;CAP-043,mapped,Replace with Sim Linux release verification,Builds Linux desktop canaries.
WORKFLOW-MACOS-INTEL-CANARY,ci_workflow,macos-intel-canary,projects/buzz/.github/workflows/macos-intel-canary.yml,GitHub Actions;Tauri;macOS,CAP-036;CAP-040;CAP-043,mapped,Replace with Sim Intel macOS verification,Builds Intel macOS desktop canaries.
WORKFLOW-MESH-LIFECYCLE,ci_workflow,mesh-lifecycle,projects/buzz/.github/workflows/mesh-lifecycle.yml,GitHub Actions;mesh-llm,CAP-035;CAP-043;CAP-044,mapped,Port only after ADR-006 approval,Exercises shared-compute lifecycle and recovery.
WORKFLOW-MOBILE-CANDIDATE,ci_workflow,mobile-release-candidate,projects/buzz/.github/workflows/mobile-release-candidate.yml,GitHub Actions;Flutter;mobile signing,CAP-040;CAP-043,mapped,Retain during companion-client compatibility then consolidate,Builds mobile release candidates.
WORKFLOW-PROMOTE-DESKTOP,ci_workflow,promote-oss-desktop-release,projects/buzz/.github/workflows/promote-oss-desktop-release.yml,GitHub Actions;release signing,CAP-036;CAP-043,mapped,Retire after Sim desktop cutover,Promotes approved desktop artifacts to public release.
WORKFLOW-PUSH-HELM,ci_workflow,push-gateway-helm-chart,projects/buzz/.github/workflows/push-gateway-helm-chart.yml,GitHub Actions;Helm registry,CAP-016;CAP-043;CAP-044,mapped,Retain under approved push gateway ownership,Tests and publishes the push gateway chart.
WORKFLOW-RELEASE,ci_workflow,release,projects/buzz/.github/workflows/release.yml,GitHub Actions;release tooling,CAP-043,mapped,Replace with canonical Sim release orchestration,Coordinates Buzz version and release artifacts.
WORKFLOW-SIGNED-MACOS,ci_workflow,signed-macos-canary,projects/buzz/.github/workflows/signed-macos-canary.yml,GitHub Actions;Apple signing,CAP-036;CAP-040;CAP-043,mapped,Replace with Sim signed macOS verification,Builds notarized macOS canaries.
WORKFLOW-SPRIG-IMAGE,ci_workflow,sprig-image,projects/buzz/.github/workflows/sprig-image.yml,GitHub Actions;Docker;Kubernetes,CAP-025;CAP-026;CAP-043,mapped,Consolidate remote-agent image under Sim execution infrastructure,Builds and tests the Sprig agent runtime image.
WORKFLOW-SPRIG,ci_workflow,sprig,projects/buzz/.github/workflows/sprig.yml,GitHub Actions;remote agents,CAP-025;CAP-026;CAP-043;CAP-044,mapped,Port remote-agent conformance into Sim CI,Tests Sprig provider lifecycle and compatibility.
WORKFLOW-WINDOWS-CANARY,ci_workflow,windows-canary,projects/buzz/.github/workflows/windows-canary.yml,GitHub Actions;Tauri;Windows,CAP-036;CAP-040;CAP-043,mapped,Replace with Sim Windows release verification,Builds Windows desktop canaries.
SCRIPT-GOOSE-ENV,operational_script,_goose-env.sh,projects/buzz/scripts/_goose-env.sh,shell;Goose,CAP-023;CAP-025,mapped,Move environment behavior into canonical harness adapter,Builds normalized Goose runtime environment variables.
SCRIPT-ATTACH-PARTITIONS,operational_script,attach-schema-partitions.sql,projects/buzz/scripts/attach-schema-partitions.sql,PostgreSQL,CAP-005;CAP-045,mapped,Port into canonical migration authority with rollback,Attaches schema partitions during database cutover.
SCRIPT-BACKFILL-D-TAG,operational_script,backfill-d-tag.sql,projects/buzz/scripts/backfill-d-tag.sql,PostgreSQL,CAP-001;CAP-005;CAP-045,mapped,Retain as an idempotent import repair with reconciliation,Backfills parameterized event d-tag projections.
SCRIPT-BUILD-SPRIG,operational_script,build-sprig.sh,projects/buzz/scripts/build-sprig.sh,shell;Docker,CAP-025;CAP-026;CAP-043,mapped,Consolidate under Sim remote-agent image build,Builds the Sprig runtime image.
SCRIPT-BUNDLE-SIDECARS,operational_script,bundle-sidecars.sh,projects/buzz/scripts/bundle-sidecars.sh,shell;desktop packaging,CAP-034;CAP-036;CAP-043,mapped,Replace with Sim packaging inputs,Bundles desktop runtime sidecars.
SCRIPT-CHECK-BRANCH-SKEW,operational_script,check-branch-skew.sh,projects/buzz/scripts/check-branch-skew.sh,shell;Git,CAP-043;CAP-044,mapped,Port relevant release guard into Sim CI,Detects unsupported branch divergence before release.
SCRIPT-CHECK-FILE-SIZES,operational_script,check-file-sizes-core.mjs,projects/buzz/scripts/check-file-sizes-core.mjs;projects/buzz/scripts/check-file-sizes-core.test.mjs,Node,CAP-044,mapped,Retain or replace with equivalent Sim source-size policy,Enforces JavaScript and TypeScript file-size limits.
SCRIPT-CHECK-PR-IMAGES,operational_script,check-pr-image-urls.sh,projects/buzz/scripts/check-pr-image-urls.sh,shell;GitHub,CAP-044,mapped,Retain only if still applicable to Sim documentation,Validates image URLs used in pull request content.
SCRIPT-CHECK-PUBKEY-TRUNCATION,operational_script,check-pubkey-truncation-core.mjs,projects/buzz/scripts/check-pubkey-truncation-core.mjs,Node,CAP-007;CAP-044,mapped,Port identity-display policy checks where relevant,Detects unsafe or inconsistent public-key truncation.
SCRIPT-CHECK-PX-TEXT,operational_script,check-px-text-core.mjs,projects/buzz/scripts/check-px-text-core.mjs,Node;CSS,CAP-037;CAP-044,mapped,Translate intent into native accessibility checks,Detects hardcoded pixel text sizes.
SCRIPT-MESH-SMOKE,operational_script,ci-mesh-lifecycle-smoke.sh,projects/buzz/scripts/ci-mesh-lifecycle-smoke.sh,shell;mesh-llm,CAP-035;CAP-044,mapped,Port only after ADR-006 approval,Exercises mesh lifecycle recovery in CI.
SCRIPT-CLEANUP-AGENTS,operational_script,cleanup-instance-agents.sh,projects/buzz/scripts/cleanup-instance-agents.sh,shell;process runtime,CAP-025;CAP-043,mapped,Integrate safe orphan cleanup with Sim agent runtime,Cleans managed agents for one desktop instance.
SCRIPT-CUTOVER-DEFAULT-COMMUNITY,operational_script,cutover/1321_backfill_default_community.sql,projects/buzz/scripts/cutover/1321_backfill_default_community.sql;projects/buzz/scripts/cutover/README.md,PostgreSQL,CAP-003;CAP-005;CAP-045,mapped,Keep as historical migration evidence and rehearsal fixture,Backfills the original single-tenant data into a default community.
SCRIPT-DESKTOP-TOOLCHAIN-ID,operational_script,desktop-native-toolchain-id.sh,projects/buzz/scripts/desktop-native-toolchain-id.sh,shell;Rust;Node,CAP-036;CAP-043,mapped,Replace with Sim packaging toolchain identity,Computes desktop native toolchain cache identity.
SCRIPT-DESKTOP-CACHE-KEY,operational_script,desktop-release-cache-key.py,projects/buzz/scripts/desktop-release-cache-key.py,Python;desktop packaging,CAP-036;CAP-043;CAP-044,mapped,Replace with Sim release cache policy,Computes reproducible desktop release cache keys.
SCRIPT-DESKTOP-RELEASE,operational_script,desktop_release.py,projects/buzz/scripts/desktop_release.py,Python;GitHub releases,CAP-036;CAP-043,mapped,Retire after Sim desktop release cutover,Coordinates desktop versioning artifacts and release metadata.
SCRIPT-DEV-RESET,operational_script,dev-reset.sh,projects/buzz/scripts/dev-reset.sh,shell;Docker;filesystem,CAP-030;CAP-043;CAP-045,mapped,Provide a scoped Sim development reset without production targets,Resets local Buzz services and desktop state.
SCRIPT-DEV-SETUP,operational_script,dev-setup.sh,projects/buzz/scripts/dev-setup.sh,shell;Rust;Node;Flutter;Docker,CAP-043,mapped,Replace with Sim development bootstrap,Installs and configures Buzz development prerequisites.
SCRIPT-E2E-GIT-PERMS,operational_script,e2e-git-perms.sh,projects/buzz/scripts/e2e-git-perms.sh,shell;Git;NIP-98,CAP-008;CAP-019;CAP-044,mapped,Port as canonical Git authorization fixture,Exercises hosted Git permissions end to end.
SCRIPT-GENERATE-DEV-ICON,operational_script,generate-dev-icon.swift,projects/buzz/scripts/generate-dev-icon.swift,Swift;image tooling,CAP-036;CAP-043,mapped,Retire with Tauri branding assets,Generates development desktop application icons.
SCRIPT-GRAB-EMOJI,operational_script,grab-emoji.sh,projects/buzz/scripts/grab-emoji.sh,shell;HTTP,CAP-017;CAP-031,mapped,Retain only as test asset tooling,Downloads custom emoji fixtures.
SCRIPT-INSTANCE-ENV,operational_script,instance-env.sh,projects/buzz/scripts/instance-env.sh,shell;desktop instances,CAP-036;CAP-043;CAP-045,mapped,Replace with Sim configuration conventions,Resolves isolated Buzz desktop instance environment variables.
SCRIPT-MAINTENANCE-NIP-RS,operational_script,maintenance/nip_rs_search_allowlist.sql,projects/buzz/scripts/maintenance/nip_rs_search_allowlist.sql,PostgreSQL,CAP-013;CAP-015;CAP-045,mapped,Port as audited canonical database maintenance,Repairs NIP-RS search allowlist state.
SCRIPT-MOBILE-RELEASE,operational_script,mobile-release.sh,projects/buzz/scripts/mobile-release.sh,shell;Flutter;app stores,CAP-040;CAP-043,mapped,Retain during mobile compatibility then consolidate,Builds and prepares mobile releases.
SCRIPT-MOBILE-WORKTREE-CLEAN,operational_script,mobile-worktree-clean.sh,projects/buzz/scripts/mobile-worktree-clean.sh,shell;Flutter;Git,CAP-040;CAP-043,mapped,Retain while mobile client remains in Buzz source,Cleans generated mobile worktree state.
SCRIPT-MOBILE-WORKTREE-OVERRIDES,operational_script,mobile-worktree-overrides.sh,projects/buzz/scripts/mobile-worktree-overrides.sh,shell;Flutter;Git,CAP-040;CAP-043,mapped,Retain while mobile client remains in Buzz source,Applies isolated mobile worktree identifiers and signing overrides.
SCRIPT-NOSTR-TOOLS-PACKAGE,operational_script,nostr-tools-test-package.json,projects/buzz/scripts/nostr-tools-test-package.json,Node;nostr-tools,CAP-001;CAP-044,mapped,Retain as protocol test dependency manifest,Pins JavaScript Nostr interoperability tooling.
SCRIPT-POST-SCREENSHOTS,operational_script,post-screenshots.sh,projects/buzz/scripts/post-screenshots.sh,shell;GitHub,CAP-037;CAP-044,mapped,Replace with Sim visual artifact publication,Uploads or posts captured desktop screenshots.
SCRIPT-PREPARE-DESKTOP-RELEASE,operational_script,prepare-desktop-release.sh,projects/buzz/scripts/prepare-desktop-release.sh,shell;Tauri;Git,CAP-036;CAP-043,mapped,Retire after Sim packaging cutover,Prepares desktop release metadata and artifacts.
SCRIPT-PROMOTE-DESKTOP,operational_script,promote-oss-desktop-release.sh,projects/buzz/scripts/promote-oss-desktop-release.sh,shell;GitHub releases,CAP-036;CAP-043,mapped,Retire after Sim desktop cutover,Promotes an approved desktop release candidate.
SCRIPT-PUBLISH-MOBILE-CANDIDATE,operational_script,publish-mobile-release-candidate.sh,projects/buzz/scripts/publish-mobile-release-candidate.sh,shell;Flutter;GitHub,CAP-040;CAP-043,mapped,Retain during companion-client compatibility,Publishes mobile candidate artifacts.
SCRIPT-RELEASE-RULESETS,operational_script,release-rulesets.sh,projects/buzz/scripts/release-rulesets.sh,shell;GitHub API,CAP-043,mapped,Merge relevant branch protection into Sim operations,Applies release branch rulesets.
SCRIPT-REQUIRED-CHECK-JQ,operational_script,required-check-succeeded.jq,projects/buzz/scripts/required-check-succeeded.jq,jq;GitHub API,CAP-043;CAP-044,mapped,Retain only with consuming Sim release automation,Evaluates required-check status payloads.
SCRIPT-RESET-DESKTOP-DEV,operational_script,reset-desktop-dev-state.sh,projects/buzz/scripts/reset-desktop-dev-state.sh,shell;filesystem;keyring,CAP-009;CAP-030;CAP-036;CAP-045,mapped,Replace with scoped Sim development reset,Removes one development desktop instance state.
SCRIPT-RESET-DESKTOP-STANDALONE,operational_script,reset-desktop-standalone-state.sh,projects/buzz/scripts/reset-desktop-standalone-state.sh,shell;filesystem;keyring,CAP-009;CAP-030;CAP-036;CAP-045,mapped,Retain as migration fixture then retire with Tauri,Resets standalone Buzz desktop data with safety guards.
SCRIPT-RUN-TESTS,operational_script,run-tests.sh,projects/buzz/scripts/run-tests.sh,shell;Rust;Node;Flutter,CAP-044,mapped,Translate coverage into Sim validation commands,Runs the aggregate Buzz test suite.
SCRIPT-SEED-ADMIN,operational_script,seed-admin-dashboard.sh,projects/buzz/scripts/seed-admin-dashboard.sh,shell;admin API,CAP-029;CAP-041;CAP-044,mapped,Port as non-production operator fixture,Seeds moderation and feedback dashboard data.
SCRIPT-SEED-COMMUNITY,operational_script,seed-local-community.sh,projects/buzz/scripts/seed-local-community.sh,shell;relay API,CAP-003;CAP-008;CAP-044,mapped,Port as canonical integration fixture,Seeds a local multitenant community and members.
SCRIPT-SETUP-DESKTOP-DATA,operational_script,setup-desktop-test-data.sh,projects/buzz/scripts/setup-desktop-test-data.sh,shell;filesystem,CAP-036;CAP-044;CAP-045,mapped,Retain as import and visual fixture builder,Creates deterministic desktop test data.
SCRIPT-SPRIG-ENTRYPOINT,operational_script,sprig-entrypoint.sh,projects/buzz/scripts/sprig-entrypoint.sh,shell;remote agent runtime,CAP-025;CAP-026;CAP-043,mapped,Consolidate into Sim remote execution image,Starts and configures Sprig agent containers.
SCRIPT-START-ISOLATED-RELAY,operational_script,start-isolated-test-relay.sh,projects/buzz/scripts/start-isolated-test-relay.sh,shell;relay;PostgreSQL;Redis,CAP-003;CAP-004;CAP-005;CAP-006;CAP-044,mapped,Port as isolated protocol and migration fixture,Starts a test relay with isolated dependencies.
SCRIPT-START-RELAY-TESTS,operational_script,start-relay-for-tests.sh,projects/buzz/scripts/start-relay-for-tests.sh,shell;relay,CAP-004;CAP-044,mapped,Retain until compatibility tests target canonical Sim service,Starts a relay process for integration tests.
SCRIPT-TEST-DESKTOP-CACHE-KEY,operational_script,test-desktop-release-cache-key.sh,projects/buzz/scripts/test-desktop-release-cache-key.sh,shell;Python,CAP-036;CAP-043;CAP-044,mapped,Retire with replaced cache implementation,Tests desktop release cache key behavior.
SCRIPT-TEST-DESKTOP-CACHE-WORKFLOW,operational_script,test-desktop-release-cache-workflow.sh,projects/buzz/scripts/test-desktop-release-cache-workflow.sh,shell;GitHub Actions,CAP-036;CAP-043;CAP-044,mapped,Retire with replaced release workflow,Tests desktop cache workflow contracts.
SCRIPT-TEST-DESKTOP-CANDIDATE,operational_script,test-desktop-release-candidate.sh,projects/buzz/scripts/test-desktop-release-candidate.sh,shell;GitHub Actions,CAP-036;CAP-043;CAP-044,mapped,Retire after Sim desktop packaging parity,Tests desktop candidate workflow contracts.
SCRIPT-TEST-K8S-PROVIDER,operational_script,test-k8s-provider-release.sh,projects/buzz/scripts/test-k8s-provider-release.sh,shell;Kubernetes;remote agents,CAP-025;CAP-026;CAP-043;CAP-044,mapped,Port to Sim remote-provider conformance,Tests Kubernetes provider release behavior.
SCRIPT-TEST-K8S-SPRIG-LIVE,operational_script,test-k8s-sprig-image-live.sh,projects/buzz/scripts/test-k8s-sprig-image-live.sh,shell;Kubernetes;Docker,CAP-025;CAP-026;CAP-044,mapped,Port to remote-agent live conformance,Exercises the published Sprig image on Kubernetes.
SCRIPT-TEST-MOBILE-PUBLISHER,operational_script,test-mobile-release-candidate-publisher.sh,projects/buzz/scripts/test-mobile-release-candidate-publisher.sh,shell;Flutter;GitHub,CAP-040;CAP-043;CAP-044,mapped,Retain during mobile compatibility,Tests mobile candidate publication behavior.
SCRIPT-TEST-MOBILE-CONTRACT,operational_script,test-mobile-release-contract.sh,projects/buzz/scripts/test-mobile-release-contract.sh,shell;Flutter;release metadata,CAP-040;CAP-042;CAP-043;CAP-044,mapped,Retain as companion-client support-floor evidence,Tests mobile release and compatibility contract.
SCRIPT-TEST-MOBILE-OVERRIDES,operational_script,test-mobile-worktree-overrides.sh,projects/buzz/scripts/test-mobile-worktree-overrides.sh,shell;Flutter;Git,CAP-040;CAP-043;CAP-044,mapped,Retain while mobile worktree tooling remains,Tests isolated mobile build overrides.
SCRIPT-TEST-DESKTOP-PROMOTION-BEHAVIOR,operational_script,test-oss-desktop-promotion-behavior.sh,projects/buzz/scripts/test-oss-desktop-promotion-behavior.sh,shell;GitHub releases,CAP-036;CAP-043;CAP-044,mapped,Retire after Sim release cutover,Tests promotion edge cases and failure behavior.
SCRIPT-TEST-DESKTOP-PROMOTION,operational_script,test-oss-desktop-promotion.sh,projects/buzz/scripts/test-oss-desktop-promotion.sh,shell;GitHub releases,CAP-036;CAP-043;CAP-044,mapped,Retire after Sim release cutover,Tests desktop promotion contract.
SCRIPT-TEST-RELEASE-REF,operational_script,test-release-ref-contract.sh,projects/buzz/scripts/test-release-ref-contract.sh,shell;Git,CAP-043;CAP-044,mapped,Port relevant ref validation to Sim release CI,Tests allowed release reference formats.
SCRIPT-TEST-RESET-STANDALONE,operational_script,test-reset-desktop-standalone-state.sh,projects/buzz/scripts/test-reset-desktop-standalone-state.sh,shell;filesystem,CAP-030;CAP-036;CAP-044;CAP-045,mapped,Retain as desktop data-migration fixture,Tests safe standalone reset behavior.
SCRIPT-TEST-SIGNED-CANARY,operational_script,test-signed-canary-contract.sh,projects/buzz/scripts/test-signed-canary-contract.sh,shell;signing;GitHub Actions,CAP-036;CAP-043;CAP-044,mapped,Replace with Sim signed-release contract,Tests canary signature and artifact requirements.
SCRIPT-TEST-SPRIG-IMAGE,operational_script,test-sprig-image.sh,projects/buzz/scripts/test-sprig-image.sh,shell;Docker;remote agents,CAP-025;CAP-026;CAP-044,mapped,Port into Sim remote-agent image validation,Tests Sprig image entrypoint and runtime contract.
SCRIPT-TEST-VIDEO-UPLOAD,operational_script,test-video-upload.sh,projects/buzz/scripts/test-video-upload.sh,shell;media API,CAP-002;CAP-031;CAP-044,mapped,Port into canonical media conformance,Tests authenticated video upload and retrieval.
SCRIPT-VERIFY-DESKTOP-MERGE,operational_script,verify-desktop-release-merge.sh,projects/buzz/scripts/verify-desktop-release-merge.sh,shell;GitHub API,CAP-036;CAP-043,mapped,Retire after Sim desktop cutover,Verifies approved release merge ancestry.
SCRIPT-VERIFY-RELEASE-REF,operational_script,verify-release-ref.sh,projects/buzz/scripts/verify-release-ref.sh,shell;Git,CAP-043,mapped,Port only if required by Sim release policy,Validates release branch tag and commit relationships.
EXAMPLE-COUNTDOWN-BOT,example,countdown-bot,projects/buzz/examples/countdown-bot,Rust;buzz-agent;Nostr,CAP-021;CAP-023;CAP-038;CAP-044,mapped,Retain as protocol and agent SDK compatibility example,Demonstrates a signed event bot with agent participation.
EXAMPLE-MEADOW-CORE,example,meadow-core,projects/buzz/examples/meadow-core,plugin;personas;skills,CAP-023;CAP-026;CAP-044,mapped,Adapt as Sim persona team plugin and skill fixture,Demonstrates a multi-persona team package with instructions and skills.
BENCH-HARBOR-ORCHESTRA,benchmark,harbor-buzz-orchestra,projects/buzz/benchmarks/harbor-buzz-orchestra,Python;containers;Buzz CLI;PostgreSQL,CAP-025;CAP-026;CAP-034;CAP-044,mapped,Repoint to canonical agent orchestration and retain comparative baselines,Benchmarks multi-agent provisioning orchestration execution and leaderboard results.
BENCH-RELAY-BUS,benchmark,relay-bus-scaling,projects/buzz/perf/RELAY_BUS_SCALING.md;projects/buzz/perf/relay_bus_scaling.py;projects/buzz/perf/test_relay_bus_scaling.py,Python;Redis model,CAP-004;CAP-006;CAP-044,mapped,Retain as realtime fanout capacity baseline,Models relay bus scaling and validates performance assumptions.
TEST-DESKTOP-E2E,test_surface,desktop_playwright,projects/buzz/desktop/tests/e2e,Playwright;Tauri mocks,CAP-003;CAP-007;CAP-008;CAP-010;CAP-011;CAP-013;CAP-014;CAP-015;CAP-017;CAP-018;CAP-019;CAP-020;CAP-023;CAP-024;CAP-025;CAP-026;CAP-027;CAP-029;CAP-031;CAP-032;CAP-035;CAP-036;CAP-037;CAP-044,mapped,Translate parity behavior and screenshots into native GPUI visual and integration tests,Covers 147 desktop behavior visual resilience live and performance specifications.
TEST-TAURI-INTEGRATION,test_surface,tauri_integration,projects/buzz/desktop/src-tauri/tests,Rust integration;platform APIs,CAP-009;CAP-032;CAP-036;CAP-044,mapped,Retain relevant security and media diagnostics until native replacements pass,Covers CSP enforcement and audio mixer diagnostics.
TEST-MOBILE,test_surface,mobile_flutter,projects/buzz/mobile/test,Flutter test,CAP-003;CAP-007;CAP-008;CAP-010;CAP-011;CAP-013;CAP-014;CAP-015;CAP-017;CAP-031;CAP-033;CAP-040;CAP-042;CAP-044,mapped,Keep passing throughout compatibility and cutover,Covers 111 mobile unit widget protocol lifecycle and interoperability tests.
TEST-WEB-E2E,test_surface,web_playwright,projects/buzz/web/tests/e2e,Playwright;web client,CAP-008;CAP-019;CAP-039;CAP-042;CAP-044,mapped,Retain against canonical compatibility endpoints,Covers public web invite and repository smoke behavior.
TEST-ADMIN-E2E,test_surface,admin_playwright,projects/buzz/admin-web/tests,Playwright;admin API,CAP-017;CAP-029;CAP-031;CAP-041;CAP-044,mapped,Retain against canonical least-privilege operator APIs,Covers moderation and feedback routes including loading forbidden error and attachment states.
